Q2_0.01_x,Q2_0.01_RL_1b,Q2_0.01_RT_1b,Q2_0.01_RL_1b2b,Q2_0.01_RT_1b2b,,Q2_0.02_x,Q2_0.02_RL_1b,Q2_0.02_RT_1b,Q2_0.02_RL_1b2b,Q2_0.02_RT_1b2b,,Q2_0.026_x,Q2_0.026_RL_1b,Q2_0.026_RT_1b,Q2_0.026_RL_1b2b,Q2_0.026_RT_1b2b,,Q2_0.04_x,Q2_0.04_RL_1b,Q2_0.04_RT_1b,Q2_0.04_RL_1b2b,Q2_0.04_RT_1b2b,,Q2_0.056_x,Q2_0.056_RL_1b,Q2_0.056_RT_1b,Q2_0.056_RL_1b2b,Q2_0.056_RT_1b2b,,Q2_0.093_x,Q2_0.093_RL_1b,Q2_0.093_RT_1b,Q2_0.093_RL_1b2b,Q2_0.093_RT_1b2b,,Q2_0.12_x,Q2_0.12_RL_1b,Q2_0.12_RT_1b,Q2_0.12_RL_1b2b,Q2_0.12_RT_1b2b,,Q2_0.16_x,Q2_0.16_RL_1b,Q2_0.16_RT_1b,Q2_0.16_RL_1b2b,Q2_0.16_RT_1b2b,,Q2_0.265_x,Q2_0.265_RL_1b,Q2_0.265_RT_1b,Q2_0.265_RL_1b2b,Q2_0.265_RT_1b2b,,Q2_0.38_x,Q2_0.38_RL_1b,Q2_0.38_RT_1b,Q2_0.38_RL_1b2b,Q2_0.38_RT_1b2b
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,0.00992426,0.00974296,0.00992594,0.00983075,,256,0.0100486,0.0107676,0.0100477,0.0110765,,256,0.0124612,0.014754,0.0124346,0.0158327,,256,0.0189423,0.0318585,0.0187574,0.0361482,,256,0.0131402,0.0321667,0.0129467,0.0368021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,0.00976172,0.00969794,0.00976317,0.00977152,,261,0.00970241,0.0105433,0.0097022,0.0108072,,261,0.0117263,0.0140444,0.0117047,0.0150008,,261,0.0183303,0.0307731,0.0181578,0.034851,,261,0.0131489,0.0320332,0.0129587,0.0366126
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,0.00961766,0.00966098,0.009619,0.00972246,,266,0.00939468,0.0103509,0.00939501,0.0105763,,266,0.0110589,0.0134039,0.0110414,0.01425,,266,0.0176879,0.0296574,0.0175278,0.0335252,,266,0.0131413,0.031857,0.0129543,0.0363748
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,0.00948805,0.00962958,0.00948928,0.00968057,,271,0.00912454,0.0101868,0.0091251,0.0103793,,271,0.0104588,0.0128318,0.0104449,0.0135796,,271,0.0170131,0.0285153,0.0168655,0.0321767,,271,0.0131112,0.0316356,0.0129278,0.0360878
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,0.00936986,0.0096025,0.00937097,0.00964475,,276,0.00888913,0.0100466,0.00888966,0.0102107,,276,0.00992113,0.0123245,0.0099102,0.012985,,276,0.0163365,0.0273656,0.0162013,0.0308254,,276,0.0130623,0.0313765,0.0128829,0.0357609
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,0.00926078,0.00957918,0.00926183,0.00961437,,281,0.0086808,0.00992532,0.00868126,0.010065,,281,0.00943853,0.0118757,0.00942982,0.0124584,,281,0.015654,0.0262151,0.0155305,0.0294773,,281,0.0130009,0.0310845,0.0128256,0.0353986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,0.00915869,0.00955822,0.00915969,0.00958768,,286,0.00849511,0.00982019,0.00849567,0.00993883,,286,0.0090067,0.0114756,0.00899993,0.0119883,,286,0.0149659,0.0250727,0.0148535,0.0281424,,286,0.0129333,0.0307712,0.0127619,0.0350134
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,0.00906164,0.00953783,0.00906253,0.00956246,,291,0.00832938,0.00972881,0.00833,0.00982936,,291,0.00862083,0.0111198,0.00861572,0.0115695,,291,0.0142813,0.0239454,0.0141795,0.0268291,,291,0.0128462,0.0304201,0.0126794,0.0345876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0.00896776,0.00951701,0.00896854,0.00953752,,296,0.00818159,0.00964906,0.00818214,0.00973403,,296,0.0082793,0.0108069,0.00827528,0.0112011,,296,0.0136092,0.0228384,0.0135179,0.0255428,,296,0.0127407,0.0300317,0.0125791,0.0341216
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,0.00804934,0.00957913,0.00804987,0.00965065,,301,0.00797702,0.010534,0.00797374,0.0108792,,301,0.012947,0.0217619,0.0128655,0.0242938,,301,0.0126183,0.0296208,0.0124621,0.0336307
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,0.00792664,0.00951044,0.00792719,0.00957045,,306,0.00770613,0.0102915,0.00770369,0.0105929,,306,0.0123004,0.0207247,0.012228,0.0230915,,306,0.0124784,0.0291755,0.0123277,0.0331028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,0.00780453,0.00942754,0.00780513,0.00947771,,311,0.00745634,0.0100583,0.00745478,0.0103198,,311,0.0116688,0.0197096,0.0116047,0.0219181,,311,0.0123151,0.0286856,0.0121702,0.0325271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,0.00768734,0.00934826,0.00768786,0.00938993,,316,0.00723092,0.00984997,0.00722988,0.0100751,,316,0.01106,0.0187285,0.0110035,0.0207846,,316,0.012135,0.02816,0.0119962,0.0319136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,0.00757621,0.00927128,0.00757663,0.00930577,,321,0.00702857,0.00966263,0.00702773,0.00985568,,321,0.0104771,0.0177938,0.0104276,0.0197025,,321,0.0119376,0.0276029,0.0118052,0.0312677
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,0.00747161,0.00919767,0.00747199,0.00922621,,326,0.00684636,0.00949417,0.00684566,0.00965925,,326,0.00992624,0.0169143,0.00988282,0.0186818,,326,0.0117196,0.0270096,0.0115937,0.0305841
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,0.00737215,0.00912695,0.00737251,0.00915053,,331,0.00668045,0.00934081,0.00667993,0.00948137,,331,0.0094029,0.016089,0.00936492,0.0177224,,331,0.0114804,0.0263842,0.0113611,0.0298653
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,0.00727736,0.00905903,0.00727779,0.00907845,,336,0.00652961,0.00920118,0.00652918,0.00932042,,336,0.00890813,0.0153118,0.00887514,0.016817,,336,0.0112326,0.0257373,0.0111201,0.0291228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,0.00718628,0.00899244,0.00718677,0.0090084,,341,0.00639295,0.00907427,0.00639254,0.0091752,,341,0.00844017,0.0145802,0.00841175,0.0159618,,341,0.0109732,0.0250663,0.0108677,0.0283539
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,0.00626897,0.00895894,0.00626865,0.00904403,,346,0.00800133,0.0138968,0.00797704,0.0151601,,346,0.0106946,0.0243691,0.010596,0.0275555
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,0.00615588,0.00885294,0.00615562,0.00892443,,351,0.00759315,0.0132592,0.00757239,0.01441,,351,0.0103926,0.0236366,0.0103008,0.026718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,0.00605239,0.00875425,0.00605211,0.00881412,,356,0.00721437,0.0126657,0.00719637,0.0137097,,356,0.0100767,0.0228772,0.00999159,0.0258495
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0.00595655,0.00866163,0.0059563,0.00871134,,361,0.00685876,0.0121143,0.00684298,0.0130577,,361,0.00975708,0.0221119,0.00967836,0.0249721
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,0.00586704,0.00857452,0.00586692,0.00861551,,366,0.00652889,0.0116049,0.00651503,0.0124536,,366,0.00944154,0.0213482,0.00936887,0.0240943
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,0.00578269,0.00849179,0.00578265,0.00852543,,371,0.00622534,0.0111348,0.00621326,0.0118945,,371,0.00912669,0.0205902,0.00905972,0.0232198
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,0.00570257,0.00841236,0.00570254,0.00843993,,376,0.00594567,0.0106997,0.00593516,0.0113765,,376,0.00880885,0.019839,0.00874733,0.0223495
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,0.00562619,0.00833549,0.00562619,0.00835813,,381,0.00568725,0.0102983,0.00567807,0.0108986,,381,0.00848648,0.0190953,0.00843011,0.0214845
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,0.00555383,0.00826106,0.00555385,0.00827968,,386,0.00544896,0.00993197,0.00544084,0.0104628,,386,0.00816529,0.0183678,0.00811379,0.0206347
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,0.00548475,0.0081885,0.00548472,0.00820375,,391,0.00522974,0.00959924,0.00522251,0.0100672,,391,0.00784581,0.0176499,0.00779891,0.0197928
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,0.00502803,0.00929507,0.00502156,0.00970624,,396,0.00753112,0.0169401,0.00748838,0.0189571
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,0.00484197,0.00901532,0.00483612,0.00937524,,401,0.00722137,0.0162414,0.00718229,0.0181322
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,0.00467118,0.00875816,0.00466585,0.00907204,,406,0.0069172,0.0155595,0.00688147,0.0173251
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,0.00451523,0.00852207,0.00451039,0.00879479,,411,0.00661798,0.0148978,0.00658546,0.01654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,0.00437336,0.00830553,0.00436907,0.00854175,,416,0.00632859,0.0142603,0.00629903,0.0157819
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,0.00424301,0.00810799,0.00423927,0.00831182,,421,0.00604989,0.0136513,0.00602295,0.0150562
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,0.004123,0.00792749,0.0041197,0.00810271,,426,0.00578424,0.0130727,0.0057595,0.014365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,0.00401377,0.00776058,0.00401083,0.00791096,,431,0.00552995,0.0125207,0.00550722,0.0137051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,0.00391393,0.0076062,0.0039113,0.00773515,,436,0.00528506,0.011994,0.00526424,0.0130758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,0.00382152,0.00746393,0.00381912,0.00757428,,441,0.00504965,0.0114922,0.00503057,0.0124775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,0.0037366,0.00733268,0.00373437,0.00742687,,446,0.00482768,0.0110143,0.00481021,0.0119086
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,0.00365875,0.00721147,0.00365667,0.00729161,,451,0.00461815,0.0105594,0.00460213,0.0113676
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,0.00358764,0.00709938,0.00358571,0.00716732,,456,0.00442026,0.0101326,0.00440552,0.010861
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,0.00352222,0.00699507,0.00352049,0.00705238,,461,0.00423416,0.009735,0.00422057,0.0103905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,0.00346123,0.00689801,0.0034597,0.00694625,,466,0.00405891,0.00936162,0.0040464,0.00995021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,0.00340419,0.00680707,0.00340281,0.00684777,,471,0.00389318,0.00900894,0.00388172,0.00953582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,0.00335091,0.00672105,0.00334969,0.0067553,,476,0.00373805,0.00867733,0.00372752,0.00914741
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,0.00330125,0.00663907,0.00330019,0.0066677,,481,0.00359289,0.00836896,0.00358319,0.00878723
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,0.00325485,0.00656122,0.00325395,0.00658511,,486,0.00345742,0.0080837,0.00344847,0.0084551
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,0.00321095,0.00648721,0.00321019,0.00650721,,491,0.00333118,0.00781788,0.00332295,0.00814665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,0.00316903,0.00641632,0.0031684,0.00643307,,496,0.00321358,0.00756956,0.00320609,0.00785978
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,0.003129,0.00634823,0.00312845,0.00636218,,501,0.00310371,0.00733837,0.00309687,0.00759416
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,0.00309082,0.00628284,0.00309033,0.00629443,,506,0.00300145,0.00712486,0.00299517,0.00735023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,0.00290629,0.00692712,0.00290057,0.00712523
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516,0.00281819,0.00674214,0.00281295,0.00691533
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,0.0027365,0.00657004,0.00273165,0.0067209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,0.00266005,0.00641048,0.00265555,0.00654182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,0.00258873,0.00626163,0.00258454,0.00637591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,0.00252236,0.00612275,0.00251857,0.00622212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,0.0024604,0.00599361,0.00245707,0.00607978
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,0.00240267,0.00587296,0.0023997,0.0059473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,0.00234897,0.00575991,0.00234627,0.00582382
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,0.00229905,0.00565439,0.00229658,0.00570926
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,0.00225262,0.00555577,0.00225034,0.00560282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,0.00220963,0.00546326,0.00220752,0.00550344
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,0.00216963,0.00537659,0.00216769,0.00541077
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,0.00213234,0.00529539,0.0021306,0.00532435
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,0.00209766,0.00521882,0.00209611,0.00524319
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,0.00206525,0.00514693,0.00206383,0.00516738
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,0.00203479,0.00507936,0.00203349,0.00509656
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,0.00200625,0.00501531,0.00200508,0.0050298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,0.00197947,0.00495432,0.00197843,0.00496647
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,0.00195423,0.00489646,0.00195333,0.00490654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,0.0019303,0.00484147,0.00192953,0.00484979
