Z,A,E0,ThetaDeg,nu,CS_qe,CS_mec,CS_inel,cross,error,dataSet,normalization,normError,system_err,normCross,normCrossError,Veff,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),Ex,W2original,Ffoc2,Ep,E0original,R,Q2,qv2,qv,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Hcc,Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,Exbin_qv,Excenter_qv,nucenter_ex_qv,epcenter_ex_qv,W2bin_qv,W2center_qv,nucenter_w2_qv,epcenter_w2_qv,Exbin_q2,Excenter_q2,nucenter_ex_q2,epcenter_ex_q2,W2bin_q2,W2center_q2,nucenter_w2_q2,epcenter_w2_q2,RL_qvc_ex,RT_qvc_ex,RL_qvd_ex,RT_qvd_ex,bc_qv_ex,RL_qvc_w2,RT_qvc_w2,RL_qvd_w2,RT_qvd_w2,bc_qv_w2,RL_q2c_ex,RT_q2c_ex,RL_q2d_ex,RT_q2d_ex,bc_q2_ex,RL_q2c_w2,RT_q2c_w2,RL_q2d_w2,RT_q2d_w2,bc_q2_w2
6,12,0.1628,90.0,0.0122,16637.96798,0.0,0.0,16637.96798,332.75935960000004,-1,1.0,0.0,0.0,16637.96798,332.75935960000004,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.009950491549025954,0.8561385837290001,1.0391995950453436,0.1506,0.1597,2.894010933453939,0.04903536000000002,0.04918420000000002,0.22177511131774913,0.8542147237290001,0.33266017094814954,-0.000145586468728808,-114282378.88640921,-2285647.577728184,0.0010439767466419866,320.5844614030966,5333874.003710268,106677.48007420536,13.698410174361124,0.27396820348722245,"[0.186,0.223]",0.205,"[0.045,0.070]",0.056,0.0,0.01000258107497936,0.011876092803616345,0.33258669024066284,0.0,0.0,0.0,0.0,1.0,0.009963409148095752,0.01246834566226904,0.33271756958604837,0.0,0.0,0.0,0.0,0.04863091,0.0003171255,0.05110687,0.0002484649,0.9537108819287449,0.0,0.0,0.05061941,0.0002624125,1.0,0.05103972,0.0002260711,0.05111208,0.0002483212,0.9981124025578662,0.0,0.0,0.05061941,0.0002624125,1.0
6,12,0.1628,90.0,0.0172,22129.41648,0.0,0.0,22129.41648,442.5883296,-1,1.0,0.0,0.0,22129.41648,442.5883296,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.014950491549025953,0.8671183137290001,1.0391995950453436,0.1456,0.1597,2.894010933453939,0.047407360000000016,0.047703200000000015,0.21841062245229745,0.8652254537290001,0.33195232728274926,-8.417654841417128e-05,-262892894.71834022,-5257857.8943668045,0.0010439767466419866,321.949960592504,7124564.7636711085,142491.29527342218,18.297247062581413,0.3659449412516283,"[0.186,0.223]",0.205,"[0.045,0.070]",0.056,5.0,0.01497945713024815,0.016846582801834487,0.33182921450421177,0.0,0.0,0.0,0.0,3.0,0.014872638987184718,0.017377575501358006,0.33213929206313375,0.0,0.0,0.0,0.0,0.0218773,0.006450549,0.02160035,0.006155953,1.0233027604846126,0.0,0.0,0.02148635,0.006413577,1.0,0.02054095,0.005830691,0.02160133,0.006154898,0.9499631000894415,0.0,0.0,0.02148635,0.006413576,1.0
6,12,0.1628,90.0,0.0222,25795.28961,0.0,0.0,25795.28961,515.9057922,-1,1.0,0.0,0.0,25795.28961,515.9057922,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.019950491549025954,0.878098043729,1.0391995950453436,0.1406,0.1597,2.894010933453939,0.045779360000000005,0.046272200000000006,0.21510973943547979,0.876236183729,0.33095803642121935,-2.2886823563747774e-05,-1127080371.7322824,-22541607.434645645,0.0010439767466419866,323.87913362295905,8354556.050440117,167091.12100880232,21.45610029858435,0.4291220059716869,"[0.186,0.223]",0.205,"[0.045,0.070]",0.056,33.0,0.019968521657961785,0.021827031602354552,0.3308045398499067,0.0,0.0,0.0,0.0,7.0,0.020150572757790766,0.022655509271964053,0.3313089092887783,0.0,0.0,0.0,0.0,0.02849873,0.01417091,0.02732042,0.01416578,1.024267328630541,0.0,0.0,0.02786151,0.01420118,1.0,0.02417957,0.01410711,0.02732154,0.01416567,0.9338168880664305,0.0,0.0,0.02786151,0.01420118,1.0
6,12,0.1628,90.0,0.0272,27434.67869,0.0,0.0,27434.67869,548.6935738000001,-1,1.0,0.0,0.0,27434.67869,548.6935738000001,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.02495049154902595,0.8890777737290001,1.0391995950453436,0.1356,0.1597,2.894010933453939,0.04415136000000001,0.044891200000000006,0.2118754351027981,0.8872469137290001,0.3296507168916934,3.820315342528536e-05,718126024.4302745,14362520.488605492,0.0010439767466419866,326.43555632386006,8955654.600736499,179113.09201472998,22.99983651947108,0.4599967303894216,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,60.0,0.024918521657961788,0.02676629547733178,0.32952327817333266,0.0,0.0,0.0,0.0,59.0,0.024918521657961788,0.026707762025228423,0.32941708818929116,0.0,0.0,0.0,0.0,0.04092038,0.01440281,0.03970452,0.01407051,1.0280979749779438,0.0,0.0,0.03975225,0.01406141,1.0,0.04142996,0.01455731,0.03971086,0.01407207,1.0400865706107836,0.0,0.0,0.03975225,0.01406141,1.0
6,12,0.1628,90.0,0.0322,27182.21352,0.0548,0.0,27182.2683,543.645366,-1,1.0,0.0,0.0,27182.2683,543.645366,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.029950491549025952,0.9000575037290001,1.0391995950453436,0.1306,0.1597,2.894010933453939,0.04252336,0.0435602,0.2087108047035419,0.8982576437290001,0.3280015945233308,9.900493491827751e-05,274554680.75846213,5491093.615169242,0.0010439767466419866,329.6929902018306,8961803.31629543,179236.06632590858,23.01562759884662,0.4603125519769324,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,82.0,0.029845881003057913,0.03168080633581738,0.32798346075478235,0.0,0.0,0.0,0.0,81.0,0.029845885990867887,0.03163512635813452,0.327864653535661,0.0,0.0,0.0,0.0,0.03742056,0.01410733,0.03697489,0.01415034,1.0064032926627144,0.0,0.0,0.03681256,0.01420756,1.0,0.03765142,0.01408357,0.03698111,0.01414986,1.0095594867553856,0.0,0.0,0.03681256,0.01420756,1.0
6,12,0.1628,90.0,0.0372,26304.10729,0.183655393,0.0,26304.29095,526.085819,-1,1.0,0.0,0.0,26304.29095,526.085819,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.03495049154902595,0.9110372337289999,1.0391995950453436,0.12560000000000002,0.1597,2.894010933453939,0.04089536000000001,0.04227920000000001,0.2056190652639001,0.9092683737289999,0.32597954816180885,0.00015942077127577484,164999144.96397325,3299982.8992794654,0.0010439767466419866,333.73747741326724,8778727.706797635,175574.5541359527,22.545454364518722,0.45090908729037443,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0,0.0,0.0,0.0,2.0,0.9080635562092105,0.03645186179906712,0.3262323150489623,0.0,0.0,0.0,0.0,4.0,0.9089531243175355,0.03655487357546017,0.32607140371970084,0.01536356,2.615159e-10,0.03666512,0.01546996,1.0,0.03670801,0.01534342,0.03663987,0.01559646,0.994580229204627,0.01513798,3.731215e-10,0.03666914,0.01546636,1.0,0.03678561,0.01530771,0.03663987,0.01559646,0.994917496368238
6,12,0.1628,90.0,0.0422,24631.19749,0.315485651,0.0,24631.51297,492.6302594,-1,1.0,0.0,0.0,24631.51297,492.6302594,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.039950491549025954,0.9220169637290001,1.0391995950453436,0.12060000000000001,0.1597,2.894010933453939,0.03926736000000001,0.04104820000000001,0.20260355376942432,0.9202791037290001,0.3235509512889186,0.00021934329342127742,112296631.39365727,2245932.6278731455,0.0010439767466419866,338.66996508412615,8341953.637519101,166839.072750382,21.423734888141833,0.42847469776283664,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0,0.0,0.0,0.0,6.0,0.922130894031346,0.0436414025989974,0.3231077530466061,0.0,0.0,0.0,0.0,9.0,0.9448091170425335,0.055662314973112,0.3169657838813793,0.01536356,2.615159e-10,0.03526705,0.01630054,1.0,0.03427994,0.01659649,0.03501256,0.01633723,0.9950102315822837,0.01513798,3.731215e-10,0.0352672,0.01629257,1.0,0.02804009,0.0150268,0.03501256,0.01633723,0.8548223684106602
6,12,0.1628,90.0,0.0472,22240.5112,672.8559559,0.0,22913.36716,458.2673432,-1,1.0,0.0,0.0,22913.36716,458.2673432,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.04495049154902595,0.932996693729,1.0391995950453436,0.11560000000000002,0.1597,2.894010933453939,0.03763936000000002,0.03986720000000002,0.19966772398161908,0.931289833729,0.32067951133200473,0.0002786553139821171,82228351.69570993,1644567.0339141986,0.0010439767466419866,344.60961997104494,7896166.749264622,157923.33498529243,20.278868766179787,0.4055773753235957,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0,0.0,0.0,0.0,7.0,0.9421900521454267,0.05380313223251498,0.31766644044840875,0.0,0.0,0.0,0.0,9.0,0.9448091170425335,0.055662314973112,0.3169657838813793,0.01536356,2.615159e-10,0.03235963,0.01589952,1.0,0.0288043,0.01514913,0.03203277,0.01582473,0.9266674500678272,0.01513798,3.731215e-10,0.03235228,0.01588461,1.0,0.02804009,0.0150268,0.03203277,0.01582473,0.9104791816517427
6,12,0.1628,90.0,0.0522,19409.23499,763.0551083,0.0,20172.2901,403.44580199999996,-1,1.0,0.0,0.0,20172.2901,403.44580199999996,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.049950491549025956,0.943976423729,1.0391995950453436,0.11060000000000002,0.1597,2.894010933453939,0.03601136000000001,0.03873620000000001,0.1968151416939256,0.942300563729,0.31732610903974284,0.00033722977984221037,59817641.57791344,1196352.8315582688,0.0010439767466419866,351.698052670408,7094555.14607255,141891.10292145098,18.220176616081396,0.36440353232162787,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0,0.0,0.0,0.0,7.0,0.9421900521454267,0.05380313223251498,0.31766644044840875,0.0,0.0,0.0,0.0,9.0,0.9448091170425335,0.055662314973112,0.3169657838813793,0.01536356,2.615159e-10,0.02921803,0.01454217,1.0,0.0288043,0.01514913,0.028841,0.01437191,1.0238948357239115,0.01513798,3.731215e-10,0.02920061,0.01451844,1.0,0.02804009,0.0150268,0.028841,0.01437191,1.006008069085752
6,12,0.1628,90.0,0.0572,16351.32431,848.5590195,0.0,17199.88333,343.9976666,-1,1.0,0.0,0.0,17199.88333,343.9976666,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.054950491549025954,0.954956153729,1.0391995950453436,0.10560000000000001,0.1597,2.894010933453939,0.03438336000000001,0.03765520000000001,0.19404947822655955,0.953311293729,0.31344864101659026,0.00039492991207871494,43551736.153557874,871034.7230711574,0.0010439767466419866,360.10475357062586,6193759.747993166,123875.19495986332,15.90676148151224,0.3181352296302448,"[0.186,0.223]",0.205,"[0.025,0.035]",0.026,0.0,0.0,0.0,0.0,7.0,0.9421900521454267,0.05380313223251498,0.31766644044840875,0.0,0.0,0.0,0.0,3.0,0.9462099194531414,0.04894827887200278,0.31404050452339044,0.01536356,2.615159e-10,0.02588195,0.01262383,1.0,0.0288043,0.01514913,0.02545584,0.01238904,1.1708317214017832,0.01155031,4.082654e-09,0.02585315,0.01259087,1.0,0.02629788,0.01093232,0.02545584,0.01238904,0.9637879513156709
6,12,0.1628,90.0,0.0622,13228.63531,928.6111111,0.0,14157.24642,283.14492839999997,-1,1.0,0.0,0.0,14157.24642,283.14492839999997,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.05995049154902595,0.965935883729,1.0391995950453436,0.10060000000000001,0.1597,2.894010933453939,0.03275536000000001,0.03662420000000001,0.19137450195885555,0.964322023729,0.30900186936765267,0.00045160957156794814,31348419.76632006,626968.3953264011,0.0010439767466419866,370.03416281143075,5238664.826739825,104773.2965347965,13.453894770060751,0.26907789540121496,"[0.186,0.223]",0.205,"[0.025,0.035]",0.026,0.0,0.0,0.0,0.0,8.0,1.005180118281624,0.0850574052365608,0.292747965287234,0.0,0.0,0.0,0.0,3.0,0.9462099194531414,0.04894827887200278,0.31404050452339044,0.01536356,2.615159e-10,0.02255224,0.01050125,1.0,0.01413721,0.005684964,0.02211454,0.01023506,0.6031045741545774,0.01155031,4.082654e-09,0.02251191,0.01046001,1.0,0.02629788,0.01093232,0.02211454,0.01023506,1.1332541946082257
6,12,0.1628,145.0,0.0072,484.3348352,0.0,0.0,484.3348352,9.686696704,-1,1.0,0.0,0.0,484.3348352,9.686696704,0.0031,2.5307274153917776,0.9095760221444957,0.0904239778555042,10.059013590377335,0.003154481094572824,0.8052591863797497,1.0391995950453436,0.1556,0.1597,2.894010933453939,0.09216435491454912,0.09221619491454912,0.30367119539816273,0.801702998814451,0.04732754815333222,-0.00016867141788286512,-2871469.519135419,-57429.39038270837,5.7051416486337375e-05,830.4930362917008,402236.70786708855,8044.73415734177,1.0330209164512067,0.02066041832902413,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093,0.0,0.003957638505773433,0.007980580429178374,0.047320983907237164,0.0,0.0,0.0,0.0,0.0,0.005001668153624275,0.0091616520075192,0.04731222910032812,0.0,0.0,0.0,0.0,0.05448598,2.077662e-08,0.04528757,3.970853e-09,1.2029480065474973,0.0,0.0,0.04444808,3.370227e-09,1.0,0.05434306,1.462538e-07,0.04527436,3.961241e-09,1.199949959051831,0.0,0.0,0.04444808,3.370227e-09,1.0
6,12,0.1628,145.0,0.0122,1365.82062,0.0,0.0,1365.82062,27.3164124,-1,1.0,0.0,0.0,1365.82062,27.3164124,0.0031,2.5307274153917776,0.9095760221444957,0.0904239778555042,10.059013590377335,0.008154481094572825,0.8175471021944792,1.0391995950453436,0.1506,0.1597,2.894010933453939,0.08920277538644665,0.08935161538644665,0.29891740562644836,0.8140473083425535,0.04727775787128817,-0.00014219168059822145,-9605488.972728858,-192109.77945457716,5.7051416486337375e-05,831.4545680990749,1135617.7937029107,22712.355874058216,2.9164840280487585,0.05832968056097518,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093,1.0,0.008092840267045247,0.012112068955296706,0.047279371003164296,0.0,0.0,0.0,0.0,0.0,0.005001668153624275,0.0091616520075192,0.04731222910032812,0.0,0.0,0.0,0.0,0.04461868,1.958276e-05,0.04488059,2.13609e-05,0.9938095545460065,0.0,0.0,0.04465114,2.294138e-05,1.0,0.05434306,1.462538e-07,0.04488643,2.132967e-05,1.2055277335536874,0.0,0.0,0.04465114,2.294138e-05,1.0
6,12,0.1628,145.0,0.0172,2240.011892,0.0,0.0,2240.011892,44.80023784,-1,1.0,0.0,0.0,2240.011892,44.80023784,0.0031,2.5307274153917776,0.9095760221444957,0.0904239778555042,10.059013590377335,0.013154481094572824,0.8298350180092088,1.0391995950453436,0.1456,0.1597,2.894010933453939,0.08624119585834417,0.08653703585834417,0.29417177950704954,0.8263916178706558,0.04719866564235619,-0.00011571115225880676,-19358651.679397766,-387173.0335879553,5.7051416486337375e-05,832.9861485732702,1865898.878675404,37317.977573508084,4.791985743607107,0.09583971487214214,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093,2.0,0.011714348211710943,0.015729072420025858,0.047228886020536286,0.0,0.0,0.0,0.0,1.0,0.011125411313731997,0.015285395167626923,0.04723984757718959,0.0,0.0,0.0,0.0,0.02785851,0.0008703587,0.02071599,0.002344976,0.8133147155377538,0.0,0.0,0.01983132,0.002603546,1.0,0.02990942,0.000524157,0.02072273,0.002343628,0.7779556161561652,0.0,0.0,0.01983133,0.002603545,1.0
