Z,A,E0,ThetaDeg,nu,cross,error
6,12,0.1597,90,0.0279475,24704.4,57.7158
6,12,0.1597,90,0.0295445,24596.4,57.5895
6,12,0.1597,90,0.0311415,24376.9,57.3319
6,12,0.1597,90,0.0327385,24165.5,57.0827
6,12,0.1597,90,0.0343355,23864.5,56.7262
6,12,0.1597,90,0.0359325,23381.7,56.1494
6,12,0.1597,90,0.0375295,22933.2,55.6083
6,12,0.1597,90,0.0391265,22399.4,54.9572
6,12,0.1597,90,0.0407235,21840.5,54.2673
6,12,0.1597,90,0.0423205,21132.3,53.3802
6,12,0.1597,90,0.0439175,20441.4,52.5003
6,12,0.1597,90,0.0455145,19676.2,51.5083
6,12,0.1597,90,0.0471115,18935.8,50.5299
6,12,0.1597,90,0.0487085,18076,49.3695
6,12,0.1597,90,0.0503055,17211.1,48.1738
6,12,0.1597,90,0.0519025,16305.9,46.8899
6,12,0.1597,90,0.0534995,15464.2,45.6637
6,12,0.1597,90,0.0550965,14732.1,44.5696
6,12,0.1597,90,0.0566935,13799.8,43.1363
6,12,0.1597,90,0.0582905,12944.2,41.7777
6,12,0.1597,90,0.0598875,12066.4,40.3363
6,12,0.1597,90,0.0614845,11295.3,39.0261
6,12,0.1597,90,0.0630815,10431.2,37.5038
6,12,0.1597,90,0.0646785,9592.14,35.9637
6,12,0.1597,90,0.0662755,8767.2,34.3825
6,12,0.1597,90,0.0678725,8050.13,32.9464
6,12,0.1597,90,0.0694695,7383.89,31.5537
6,12,0.1597,90,0.0710665,6757.43,30.1855
6,12,0.1597,90,0.0726635,6146.21,28.7879
6,12,0.1597,90,0.0742605,5609.55,27.5024
6,12,0.1597,90,0.0758575,5025.97,26.0326
6,12,0.1597,90,0.0774545,4572.24,24.8297
6,12,0.1597,90,0.0790515,4128.76,23.5948
6,12,0.1597,90,0.0806485,3709,22.3633
6,12,0.1597,90,0.0822455,3368.27,21.3113
6,12,0.1597,90,0.0838425,3064.21,20.3267
6,12,0.1597,90,0.0854395,2760.14,19.2918
6,12,0.1597,90,0.0870365,2509.34,18.3945
6,12,0.1597,90,0.0886335,2325.29,17.707
6,12,0.1597,90,0.0902305,2151.48,17.0324
6,12,0.1597,90,0.0918275,2002.76,16.4332
6,12,0.1597,90,0.0934245,1908.5,16.0418
6,12,0.1597,90,0.0950215,1798.07,15.5708
6,12,0.1597,90,0.0966185,1109.86,12.2332
6,12,0.1597,90,0.0982155,261.587,5.93902
6,12,0.1597,90,0.0998125,0,0
6,12,0.1597,90,0.101409,0,0
6,12,0.1597,90,0.103007,0,0
6,12,0.1597,90,0.104604,0,0
6,12,0.1597,90,0.106201,0,0
6,12,0.1597,90,0.107798,0,0
6,12,0.1597,90,0.109395,0,0
6,12,0.1597,90,0.110992,0,0
6,12,0.1597,90,0.112589,0,0
6,12,0.1597,90,0.114185,0,0
6,12,0.1597,90,0.115782,0,0
6,12,0.1597,90,0.117379,0,0
6,12,0.1597,90,0.118976,0,0
6,12,0.1597,90,0.120574,0,0
6,12,0.1597,90,0.122171,0,0
6,12,0.1597,90,0.123768,0,0
6,12,0.1597,90,0.125365,0,0
6,12,0.1597,90,0.126962,0,0
6,12,0.1597,90,0.128559,0,0
6,12,0.1597,90,0.130156,0,0
6,12,0.1597,90,0.131753,0,0
6,12,0.1597,90,0.13335,0,0
6,12,0.1597,90,0.134947,0,0
6,12,0.1597,90,0.136544,0,0
6,12,0.1597,90,0.138141,0,0
6,12,0.1597,90,0.139738,0,0
6,12,0.1597,90,0.141335,0,0
6,12,0.1597,90,0.142932,0,0
6,12,0.1597,90,0.144529,0,0
6,12,0.1597,90,0.146126,0,0
6,12,0.1597,90,0.147723,0,0
6,12,0.1597,90,0.14932,0,0
6,12,0.1597,90,0.150917,0,0
6,12,0.1597,90,0.152514,0,0
6,12,0.1597,90,0.154111,0,0
6,12,0.1597,90,0.155708,0,0
6,12,0.1597,90,0.157305,0,0
6,12,0.1609,60,0.0008045,59209.7,96.2408
6,12,0.1609,60,0.0024135,75793.2,108.887
6,12,0.1609,60,0.0040225,92824.4,120.502
6,12,0.1609,60,0.0056315,107461,129.655
6,12,0.1609,60,0.0072405,118882,136.371
6,12,0.1609,60,0.0088495,130047,142.631
6,12,0.1609,60,0.0104585,139338,147.637
6,12,0.1609,60,0.0120675,145122,150.671
6,12,0.1609,60,0.0136765,150299,153.335
6,12,0.1609,60,0.0152855,153950,155.186
6,12,0.1609,60,0.0168945,153662,155.04
6,12,0.1609,60,0.0185035,152525,154.466
6,12,0.1609,60,0.0201125,150496,153.435
6,12,0.1609,60,0.0217215,145841,151.043
6,12,0.1609,60,0.0233305,140297,148.145
6,12,0.1609,60,0.0249395,134518,145.062
6,12,0.1609,60,0.0265485,127821,141.404
6,12,0.1609,60,0.0281575,120897,137.521
6,12,0.1609,60,0.0297665,113898,133.481
6,12,0.1609,60,0.0313755,101668,126.111
6,12,0.1609,60,0.0329845,81904.5,113.192
6,12,0.1609,60,0.0345935,63462.8,99.6373
6,12,0.1609,60,0.0362025,46853.8,85.6121
6,12,0.1609,60,0.0378115,31913.2,70.6557
6,12,0.1609,60,0.0394205,18491.6,53.7836
6,12,0.1609,60,0.0410295,6700.75,32.3761
6,12,0.1609,60,0.0426385,79.9366,3.53619
6,12,0.1609,60,0.0442475,0,0
6,12,0.1609,60,0.0458565,0,0
6,12,0.1609,60,0.0474655,0,0
6,12,0.1609,60,0.0490745,0,0
6,12,0.1609,60,0.0506835,0,0
6,12,0.1609,60,0.0522925,0,0
6,12,0.1609,60,0.0539015,0,0
6,12,0.1609,60,0.0555105,0,0
6,12,0.1609,60,0.0571195,0,0
6,12,0.1609,60,0.0587285,0,0
6,12,0.1609,60,0.0603375,0,0
6,12,0.1609,60,0.0619465,0,0
6,12,0.1609,60,0.0635555,0,0
6,12,0.1609,60,0.0651645,0,0
6,12,0.1609,60,0.0667735,0,0
6,12,0.1609,60,0.0683825,0,0
6,12,0.1609,60,0.0699915,0,0
6,12,0.1609,60,0.0716005,0,0
6,12,0.1609,60,0.0732095,0,0
6,12,0.1609,60,0.0748185,0,0
6,12,0.1609,60,0.0764275,0,0
6,12,0.1609,60,0.0780365,0,0
6,12,0.1609,60,0.0796455,0,0
6,12,0.1609,60,0.0812545,0,0
6,12,0.1609,60,0.0828635,0,0
6,12,0.1609,60,0.0844725,0,0
6,12,0.1609,60,0.0860815,0,0
6,12,0.1609,60,0.0876905,0,0
6,12,0.1609,60,0.0892995,0,0
6,12,0.1609,60,0.0909085,0,0
6,12,0.1609,60,0.0925175,0,0
6,12,0.1609,60,0.0941265,0,0
6,12,0.1609,60,0.0957355,0,0
6,12,0.1609,60,0.0973445,0,0
6,12,0.1609,60,0.0989535,0,0
6,12,0.1609,60,0.100562,0,0
6,12,0.1609,60,0.102171,0,0
6,12,0.1609,60,0.10378,0,0
6,12,0.1609,60,0.105389,0,0
6,12,0.1609,60,0.106998,0,0
6,12,0.1609,60,0.108607,0,0
6,12,0.1609,60,0.110216,0,0
6,12,0.1609,60,0.111825,0,0
6,12,0.1609,60,0.113434,0,0
6,12,0.1609,60,0.115043,0,0
6,12,0.1609,60,0.116652,0,0
6,12,0.1609,60,0.118261,0,0
6,12,0.1609,60,0.11987,0,0
6,12,0.1609,60,0.12148,0,0
6,12,0.1609,60,0.123089,0,0
6,12,0.1609,60,0.124698,0,0
6,12,0.1609,60,0.126307,0,0
6,12,0.1609,60,0.127916,0,0
6,12,0.1609,60,0.129525,0,0
6,12,0.1609,60,0.131134,0,0
6,12,0.1609,60,0.132743,0,0
6,12,0.1609,60,0.134352,0,0
6,12,0.1609,60,0.135961,0,0
6,12,0.1609,60,0.13757,0,0
6,12,0.1609,60,0.139179,0,0
6,12,0.1609,60,0.140788,0,0
6,12,0.1609,60,0.142397,0,0
6,12,0.1609,60,0.144006,0,0
6,12,0.1609,60,0.145615,0,0
6,12,0.1609,60,0.147224,0,0
6,12,0.1609,60,0.148833,0,0
6,12,0.1609,60,0.150442,0,0
6,12,0.1609,60,0.152051,0,0
6,12,0.1609,60,0.15366,0,0
6,12,0.1609,60,0.155269,0,0
6,12,0.1609,60,0.156878,0,0
6,12,0.1609,60,0.158487,0,0
6,12,1.65,11.95,0.00825,93596.5,372.372
6,12,1.65,11.95,0.02475,289415,654.798
6,12,1.65,11.95,0.04125,462587,827.835
6,12,1.65,11.95,0.05775,551646,904.018
6,12,1.65,11.95,0.07425,547701,900.779
6,12,1.65,11.95,0.09075,479033,842.422
6,12,1.65,11.95,0.10725,386977,757.163
6,12,1.65,11.95,0.12375,292489,658.266
6,12,1.65,11.95,0.14025,212593,561.205
6,12,1.65,11.95,0.15675,151556,473.842
6,12,1.65,11.95,0.17325,108863,401.594
6,12,1.65,11.95,0.18975,82903.2,350.455
6,12,1.65,11.95,0.20625,69890,321.776
6,12,1.65,11.95,0.22275,64573,309.295
6,12,1.65,11.95,0.23925,63307.8,306.25
6,12,1.65,11.95,0.25575,64011.5,307.947
6,12,1.65,11.95,0.27225,64214.4,308.435
6,12,1.65,11.95,0.28875,64824.8,309.897
6,12,1.65,11.95,0.30525,66990.7,315.032
6,12,1.65,11.95,0.32175,71635.1,325.769
6,12,1.65,11.95,0.33825,76435.1,336.506
6,12,1.65,11.95,0.35475,81686.9,347.875
6,12,1.65,11.95,0.37125,85886.9,356.706
6,12,1.65,11.95,0.38775,87667.6,360.385
6,12,1.65,11.95,0.40425,86787.6,358.572
6,12,1.65,11.95,0.42075,83115.1,350.903
6,12,1.65,11.95,0.43725,79116.6,342.358
6,12,1.65,11.95,0.45375,74048.5,331.211
6,12,1.65,11.95,0.47025,68170,317.792
6,12,1.65,11.95,0.48675,63254.4,306.12
6,12,1.65,11.95,0.50325,58773,295.077
6,12,1.65,11.95,0.51975,53759.7,282.212
6,12,1.65,11.95,0.53625,50167.1,272.619
6,12,1.65,11.95,0.55275,46127.1,261.412
6,12,1.65,11.95,0.56925,42782,251.755
6,12,1.65,11.95,0.58575,40810.1,245.884
6,12,1.65,11.95,0.60225,38958.3,240.241
6,12,1.65,11.95,0.61875,37419,235.447
6,12,1.65,11.95,0.63525,36596.8,232.846
6,12,1.65,11.95,0.65175,36396.8,232.209
6,12,1.65,11.95,0.66825,36047.2,231.091
6,12,1.65,11.95,0.68475,36457.6,232.402
6,12,1.65,11.95,0.70125,36478.3,232.469
6,12,1.65,11.95,0.71775,37296.1,235.06
6,12,1.65,11.95,0.73425,37733.1,236.433
6,12,1.65,11.95,0.75075,38029.4,237.36
6,12,1.65,11.95,0.76725,37907.9,236.98
6,12,1.65,11.95,0.78375,38208.7,237.918
6,12,1.65,11.95,0.80025,37956.8,237.133
6,12,1.65,11.95,0.81675,37451.6,235.55
6,12,1.65,11.95,0.83325,36869.4,233.711
6,12,1.65,11.95,0.84975,36607.2,232.879
6,12,1.65,11.95,0.86625,35675.3,229.896
6,12,1.65,11.95,0.88275,35038.3,227.834
6,12,1.65,11.95,0.89925,34032.4,224.54
6,12,1.65,11.95,0.91575,33423.5,222.522
6,12,1.65,11.95,0.93225,32604.3,219.778
6,12,1.65,11.95,0.94875,31884.3,217.338
6,12,1.65,11.95,0.96525,31457.6,215.879
6,12,1.65,11.95,0.98175,30285.8,211.82
6,12,1.65,11.95,0.99825,29159.8,207.845
6,12,1.65,11.95,1.01475,28204.3,204.411
6,12,1.65,11.95,1.03125,27306.5,201.131
6,12,1.65,11.95,1.04775,25703.6,195.139
6,12,1.65,11.95,1.06425,24097.6,188.944
6,12,1.65,11.95,1.08075,22902.1,184.198
6,12,1.65,11.95,1.09725,21737.7,179.454
6,12,1.65,11.95,1.11375,20056.2,172.374
6,12,1.65,11.95,1.13025,18514,165.614
6,12,1.65,11.95,1.14675,17656.2,161.732
6,12,1.65,11.95,1.16325,16028.1,154.095
6,12,1.65,11.95,1.17975,14595.5,147.047
6,12,1.65,11.95,1.19625,13674,142.329
6,12,1.65,11.95,1.21275,12405.9,135.569
6,12,1.65,11.95,1.22925,11294.7,129.356
6,12,1.65,11.95,1.24575,10225.1,123.078
6,12,1.65,11.95,1.26225,9636.98,119.486
6,12,1.65,11.95,1.27875,8808.84,114.237
6,12,1.65,11.95,1.29525,7645.88,106.429
6,12,1.65,11.95,1.31175,6325.89,96.8072
6,12,1.65,11.95,1.32825,5044.42,86.4475
6,12,1.65,11.95,1.34475,4032.57,77.2926
6,12,1.65,11.95,1.36125,3044.43,67.1583
6,12,1.65,11.95,1.37775,2118.51,56.0224
6,12,1.65,11.95,1.39425,1451.84,46.3774
6,12,1.65,11.95,1.41075,645.922,30.9341
6,12,1.65,11.95,1.42725,106.666,12.5707
6,12,1.65,11.95,1.44375,0,0
6,12,1.65,11.95,1.46025,0,0
6,12,1.65,11.95,1.47675,0,0
6,12,1.65,11.95,1.49325,0,0
6,12,1.65,11.95,1.50975,0,0
6,12,1.65,11.95,1.52625,0,0
6,12,1.65,11.95,1.54275,0,0
6,12,1.65,11.95,1.55925,0,0
6,12,1.65,11.95,1.57575,0,0
6,12,1.65,11.95,1.59225,0,0
6,12,1.65,11.95,1.60875,0,0
6,12,1.65,11.95,1.62525,0,0
6,12,1.65,13.54,0.00825,21795.3,168.986
6,12,1.65,13.54,0.02475,91517.9,346.276
6,12,1.65,13.54,0.04125,177059,481.646
6,12,1.65,13.54,0.05775,245951,567.667
6,12,1.65,13.54,0.07425,279394,605.031
6,12,1.65,13.54,0.09075,278491,604.053
6,12,1.65,13.54,0.10725,253368,576.163
6,12,1.65,13.54,0.12375,214303,529.887
6,12,1.65,13.54,0.14025,171011,473.349
6,12,1.65,13.54,0.15675,132098,416.023
6,12,1.65,13.54,0.17325,99389.6,360.861
6,12,1.65,13.54,0.18975,74877,313.216
6,12,1.65,13.54,0.20625,59400.8,278.975
6,12,1.65,13.54,0.22275,50406.2,256.987
6,12,1.65,13.54,0.23925,45793,244.945
6,12,1.65,13.54,0.25575,44098.9,240.372
6,12,1.65,13.54,0.27225,43616.8,239.054
6,12,1.65,13.54,0.28875,43223.7,237.975
6,12,1.65,13.54,0.30525,44113.3,240.411
6,12,1.65,13.54,0.32175,46207,246.05
6,12,1.65,13.54,0.33825,49018.7,253.426
6,12,1.65,13.54,0.35475,52709.6,262.793
6,12,1.65,13.54,0.37125,56279.9,271.548
6,12,1.65,13.54,0.38775,58128.6,275.972
6,12,1.65,13.54,0.40425,58952.7,277.921
6,12,1.65,13.54,0.42075,57645.1,274.822
6,12,1.65,13.54,0.43725,55801.7,270.392
6,12,1.65,13.54,0.45375,52507.8,262.29
6,12,1.65,13.54,0.47025,49249.3,254.021
6,12,1.65,13.54,0.48675,46271.2,246.221
6,12,1.65,13.54,0.50325,43132,237.722
6,12,1.65,13.54,0.51975,39361.2,227.093
6,12,1.65,13.54,0.53625,36554.7,218.848
6,12,1.65,13.54,0.55275,34319.5,212.051
6,12,1.65,13.54,0.56925,31938.9,204.564
6,12,1.65,13.54,0.58575,29914.6,197.976
6,12,1.65,13.54,0.60225,29000.1,194.926
6,12,1.65,13.54,0.61875,27391.2,189.441
6,12,1.65,13.54,0.63525,26691.5,187.006
6,12,1.65,13.54,0.65175,26629.9,186.791
6,12,1.65,13.54,0.66825,26257.8,185.481
6,12,1.65,13.54,0.68475,26593.2,186.662
6,12,1.65,13.54,0.70125,26741.3,187.181
6,12,1.65,13.54,0.71775,27127.8,188.529
6,12,1.65,13.54,0.73425,27645.3,190.318
6,12,1.65,13.54,0.75075,28288.7,192.52
6,12,1.65,13.54,0.76725,28351.5,192.734
6,12,1.65,13.54,0.78375,28761.6,194.123
6,12,1.65,13.54,0.80025,28647.7,193.738
6,12,1.65,13.54,0.81675,28875.6,194.507
6,12,1.65,13.54,0.83325,28338.4,192.689
6,12,1.65,13.54,0.84975,27676.8,190.427
6,12,1.65,13.54,0.86625,27556.3,190.011
6,12,1.65,13.54,0.88275,26888,187.694
6,12,1.65,13.54,0.89925,26337.8,185.763
6,12,1.65,13.54,0.91575,25820.2,183.929
6,12,1.65,13.54,0.93225,25197.9,181.699
6,12,1.65,13.54,0.94875,24211.3,178.106
6,12,1.65,13.54,0.96525,23672.8,176.114
6,12,1.65,13.54,0.98175,23024.2,173.685
6,12,1.65,13.54,0.99825,22154.3,170.372
6,12,1.65,13.54,1.01475,21655.1,168.442
6,12,1.65,13.54,1.03125,20884.7,165.418
6,12,1.65,13.54,1.04775,19687.2,160.606
6,12,1.65,13.54,1.06425,18747.7,156.727
6,12,1.65,13.54,1.08075,17825.4,152.823
6,12,1.65,13.54,1.09725,16697.3,147.908
6,12,1.65,13.54,1.11375,15588.8,142.915
6,12,1.65,13.54,1.13025,14717.5,138.863
6,12,1.65,13.54,1.14675,13670.7,133.834
6,12,1.65,13.54,1.16325,12718.2,129.087
6,12,1.65,13.54,1.17975,11413.2,122.285
6,12,1.65,13.54,1.19625,10817.1,119.049
6,12,1.65,13.54,1.21275,9949.7,114.176
6,12,1.65,13.54,1.22925,9031.25,108.779
6,12,1.65,13.54,1.24575,8103.62,103.041
6,12,1.65,13.54,1.26225,7550.72,99.4635
6,12,1.65,13.54,1.27875,6963.74,95.5193
6,12,1.65,13.54,1.29525,6552.34,92.6548
6,12,1.65,13.54,1.31175,5838.28,87.4605
6,12,1.65,13.54,1.32825,5331.23,83.5764
6,12,1.65,13.54,1.34475,5044.29,81.2961
6,12,1.65,13.54,1.36125,4545.1,77.1688
6,12,1.65,13.54,1.37775,4002.68,72.4178
6,12,1.65,13.54,1.39425,3160.22,64.347
6,12,1.65,13.54,1.41075,2219.49,53.9258
6,12,1.65,13.54,1.42725,1487.08,44.1405
6,12,1.65,13.54,1.44375,1028.51,36.7092
6,12,1.65,13.54,1.46025,378.65,22.2735
6,12,1.65,13.54,1.47675,20.9633,5.24082
6,12,1.65,13.54,1.49325,0,0
6,12,1.65,13.54,1.50975,0,0
6,12,1.65,13.54,1.52625,0,0
6,12,1.65,13.54,1.54275,0,0
6,12,1.65,13.54,1.55925,0,0
6,12,1.65,13.54,1.57575,0,0
6,12,1.65,13.54,1.59225,0,0
6,12,1.65,13.54,1.60875,0,0
6,12,1.65,13.54,1.62525,0,0
6,12,1.93,16,0.00965,218.743,17.186
6,12,1.93,16,0.02895,2884.16,62.4049
6,12,1.93,16,0.04825,9516.65,113.358
6,12,1.93,16,0.06755,19266.9,161.293
6,12,1.93,16,0.08685,32461.7,209.36
6,12,1.93,16,0.10615,44272.4,244.498
6,12,1.93,16,0.12545,54947.6,272.385
6,12,1.93,16,0.14475,59074,282.428
6,12,1.93,16,0.16405,59025.4,282.312
6,12,1.93,16,0.18335,54931.4,272.345
6,12,1.93,16,0.20265,48748.5,256.561
6,12,1.93,16,0.22195,42045.8,238.271
6,12,1.93,16,0.24125,35362,218.513
6,12,1.93,16,0.26055,29042.8,198.029
6,12,1.93,16,0.27985,24655.8,182.46
6,12,1.93,16,0.29915,21683.9,171.111
6,12,1.93,16,0.31845,20029.8,164.455
6,12,1.93,16,0.33775,18747.1,159.102
6,12,1.93,16,0.35705,18975.2,160.067
6,12,1.93,16,0.37635,20113.5,164.798
6,12,1.93,16,0.39565,21505.6,170.406
6,12,1.93,16,0.41495,22616.9,174.753
6,12,1.93,16,0.43425,23558,178.352
6,12,1.93,16,0.45355,24415.5,181.569
6,12,1.93,16,0.47285,23940.2,179.793
6,12,1.93,16,0.49215,23175.9,176.9
6,12,1.93,16,0.51145,22233.4,173.266
6,12,1.93,16,0.53075,20902.1,167.998
6,12,1.93,16,0.55005,19815.1,163.571
6,12,1.93,16,0.56935,18288,157.142
6,12,1.93,16,0.58865,17356.3,153.087
6,12,1.93,16,0.60795,16280.1,148.265
6,12,1.93,16,0.62725,15345.7,143.947
6,12,1.93,16,0.64655,14465.4,139.757
6,12,1.93,16,0.66585,13903.7,137.017
6,12,1.93,16,0.68515,14149.4,138.222
6,12,1.93,16,0.70445,13888.8,136.944
6,12,1.93,16,0.72375,13867.2,136.837
6,12,1.93,16,0.74305,13814.5,136.577
6,12,1.93,16,0.76235,14401.9,139.45
6,12,1.93,16,0.78165,14616.6,140.486
6,12,1.93,16,0.80095,15122.9,142.898
6,12,1.93,16,0.82025,15333.6,143.89
6,12,1.93,16,0.83955,15465.9,144.51
6,12,1.93,16,0.85885,15989.8,146.937
6,12,1.93,16,0.87815,16007.4,147.018
6,12,1.93,16,0.89745,15941.2,146.713
6,12,1.93,16,0.91675,15941.2,146.713
6,12,1.93,16,0.93605,15892.6,146.49
6,12,1.93,16,0.95535,15621.2,145.233
6,12,1.93,16,0.97465,15632,145.284
6,12,1.93,16,0.99395,15343,143.934
6,12,1.93,16,1.01325,14974.4,142.195
6,12,1.93,16,1.03255,14524.8,140.044
6,12,1.93,16,1.05185,14384.4,139.365
6,12,1.93,16,1.07115,13790.2,136.457
6,12,1.93,16,1.09045,13227.2,133.642
6,12,1.93,16,1.10975,12742.4,131.17
6,12,1.93,16,1.12905,12137.5,128.019
6,12,1.93,16,1.14835,11292.2,123.481
6,12,1.93,16,1.16765,10611.7,119.702
6,12,1.93,16,1.18695,10094.6,116.749
6,12,1.93,16,1.20625,9351.92,112.372
6,12,1.93,16,1.22555,8707.85,108.434
6,12,1.93,16,1.24485,8173.14,105.052
6,12,1.93,16,1.26415,7577.68,101.153
6,12,1.93,16,1.28345,6916.05,96.6358
6,12,1.93,16,1.30275,6519.07,93.8214
6,12,1.93,16,1.32205,5980.31,89.861
6,12,1.93,16,1.34135,5725.12,87.9228
6,12,1.93,16,1.36065,4989.22,82.0778
6,12,1.93,16,1.37995,4794.78,80.4625
6,12,1.93,16,1.39925,4500.43,77.9536
6,12,1.93,16,1.41855,4239.83,75.6629
6,12,1.93,16,1.43785,3990.03,73.4002
6,12,1.93,16,1.45715,3756.43,71.2192
6,12,1.93,16,1.47645,3398.61,67.7423
6,12,1.93,16,1.49575,3217.68,65.9144
6,12,1.93,16,1.51505,3020.54,63.8633
6,12,1.93,16,1.53435,3001.63,63.6631
6,12,1.93,16,1.55365,2654.62,59.8701
6,12,1.93,16,1.57295,2557.4,58.7636
6,12,1.93,16,1.59225,2407.52,57.0156
6,12,1.93,16,1.61155,2288.7,55.5908
6,12,1.93,16,1.63085,2074,52.9193
6,12,1.93,16,1.65015,1917.37,50.8818
6,12,1.93,16,1.66945,1735.09,48.4027
6,12,1.93,16,1.68875,1664.87,47.4133
6,12,1.93,16,1.70805,1478.54,44.6813
6,12,1.93,16,1.72735,1417.78,43.7535
6,12,1.93,16,1.74665,1219.29,40.5753
6,12,1.93,16,1.76595,1092.36,38.4054
6,12,1.93,16,1.78525,644.075,29.4902
6,12,1.93,16,1.80455,276.804,19.3328
6,12,1.93,16,1.82385,8.10158,3.30746
6,12,1.93,16,1.84315,0,0
6,12,1.93,16,1.86245,0,0
6,12,1.93,16,1.88175,0,0
6,12,1.93,16,1.90105,0,0
6,12,1.93,18,0.00965,9.63527,3.40658
6,12,1.93,18,0.02895,380.593,21.41
6,12,1.93,18,0.04825,1495.88,42.4458
6,12,1.93,18,0.06755,3757.76,67.2746
6,12,1.93,18,0.08685,7485.4,94.9499
6,12,1.93,18,0.10615,12518.6,122.791
6,12,1.93,18,0.12545,18750.2,150.276
6,12,1.93,18,0.14475,23506.5,168.26
6,12,1.93,18,0.16405,27267.8,181.223
6,12,1.93,18,0.18335,29073.2,187.126
6,12,1.93,18,0.20265,29068.4,187.11
6,12,1.93,18,0.22195,27336.5,181.451
6,12,1.93,18,0.24125,24875.9,173.092
6,12,1.93,18,0.26055,21882.9,162.345
6,12,1.93,18,0.27985,18741.8,150.243
6,12,1.93,18,0.29915,16162,139.519
6,12,1.93,18,0.31845,14511.9,132.206
6,12,1.93,18,0.33775,12737.8,123.861
6,12,1.93,18,0.35705,11914,119.789
6,12,1.93,18,0.37635,11632.2,118.363
6,12,1.93,18,0.39565,11902,119.728
6,12,1.93,18,0.41495,12736.6,123.855
6,12,1.93,18,0.43425,13318.4,126.652
6,12,1.93,18,0.45355,14313.2,131.297
6,12,1.93,18,0.47285,14752.8,133.298
6,12,1.93,18,0.49215,14810.6,133.559
6,12,1.93,18,0.51145,14572.1,132.48
6,12,1.93,18,0.53075,13668.8,128.308
6,12,1.93,18,0.55005,13461.7,127.332
6,12,1.93,18,0.56935,12678.8,123.574
6,12,1.93,18,0.58865,11883.9,119.637
6,12,1.93,18,0.60795,11151.6,115.893
6,12,1.93,18,0.62725,10568.7,112.823
6,12,1.93,18,0.64655,10176.1,110.707
6,12,1.93,18,0.66585,9759.33,108.417
6,12,1.93,18,0.68515,9723.2,108.216
6,12,1.93,18,0.70445,9255.88,105.583
6,12,1.93,18,0.72375,9304.06,105.858
6,12,1.93,18,0.74305,9207.71,105.308
6,12,1.93,18,0.76235,9278.77,105.714
6,12,1.93,18,0.78165,9752.1,108.377
6,12,1.93,18,0.80095,10088.1,110.228
6,12,1.93,18,0.82025,10077.3,110.169
6,12,1.93,18,0.83955,10392.8,111.88
6,12,1.93,18,0.85885,10743.3,113.751
6,12,1.93,18,0.87815,10927.6,114.723
6,12,1.93,18,0.89745,10793.9,114.019
6,12,1.93,18,0.91675,10918,114.672
6,12,1.93,18,0.93605,10943.3,114.805
6,12,1.93,18,0.95535,11202.2,116.155
6,12,1.93,18,0.97465,10852.9,114.33
6,12,1.93,18,0.99395,10683.1,113.432
6,12,1.93,18,1.01325,10631.3,113.157
6,12,1.93,18,1.03255,10415.7,112.004
6,12,1.93,18,1.05185,10648.2,113.246
6,12,1.93,18,1.07115,9961.67,109.535
6,12,1.93,18,1.09045,9844.84,108.891
6,12,1.93,18,1.10975,9259.5,105.604
6,12,1.93,18,1.12905,8989.71,104.054
6,12,1.93,18,1.14835,8694.63,102.332
6,12,1.93,18,1.16765,8170.71,99.2012
6,12,1.93,18,1.18695,7693.77,96.2624
6,12,1.93,18,1.20625,7389.05,94.3368
6,12,1.93,18,1.22555,7016.89,91.9304
6,12,1.93,18,1.24485,6372.53,87.6078
6,12,1.93,18,1.26415,6049.75,85.3602
6,12,1.93,18,1.28345,5666.75,82.614
6,12,1.93,18,1.30275,5328.31,80.1091
6,12,1.93,18,1.32205,5140.42,78.684
6,12,1.93,18,1.34135,4824.86,76.2306
6,12,1.93,18,1.36065,4428.61,73.0333
6,12,1.93,18,1.37995,4090.17,70.1872
6,12,1.93,18,1.39925,3737.28,67.0911
6,12,1.93,18,1.41855,3459.06,64.5455
6,12,1.93,18,1.43785,3302.49,63.0678
6,12,1.93,18,1.45715,3012.23,60.2325
6,12,1.93,18,1.47645,2864.09,58.7327
6,12,1.93,18,1.49575,2614.77,56.1182
6,12,1.93,18,1.51505,2487.11,54.7311
6,12,1.93,18,1.53435,2411.23,53.8897
6,12,1.93,18,1.55365,2181.19,51.2547
6,12,1.93,18,1.57295,2010.16,49.2042
6,12,1.93,18,1.59225,2017.39,49.2926
6,12,1.93,18,1.61155,1742.78,45.8151
6,12,1.93,18,1.63085,1693.4,45.1613
6,12,1.93,18,1.65015,1607.89,44.0063
6,12,1.93,18,1.66945,1417.59,41.3202
6,12,1.93,18,1.68875,1323.65,39.9276
6,12,1.93,18,1.70805,1275.47,39.1942
6,12,1.93,18,1.72735,1167.07,37.4918
6,12,1.93,18,1.74665,1070.72,35.9108
6,12,1.93,18,1.76595,964.732,34.0871
6,12,1.93,18,1.78525,864.766,32.2728
6,12,1.93,18,1.80455,690.126,28.8304
6,12,1.93,18,1.82385,322.782,19.717
6,12,1.93,18,1.84315,19.2705,4.81764
6,12,1.93,18,1.86245,0,0
6,12,1.93,18,1.88175,0,0
6,12,1.93,18,1.90105,0,0
6,12,0.1999,145,0.0009995,12.7469,1.90019
6,12,0.1999,145,0.0029985,39.9402,3.36357
6,12,0.1999,145,0.0049975,71.0992,4.48774
6,12,0.1999,145,0.0069965,177.04,7.0816
