Z,A,E0,ThetaDeg,nu,cross,error
6,12,3.269,42.98,2.89306,128.501,2.58716
6,12,3.269,42.98,2.92576,131.783,2.61999
6,12,3.269,42.98,2.95845,125.845,2.56028
6,12,3.269,42.98,2.99114,134.439,2.64626
6,12,3.269,42.98,3.02382,138.606,2.68696
6,12,3.269,42.98,3.05652,142.721,2.72655
6,12,3.269,42.98,3.08921,134.7,2.64882
6,12,3.269,42.98,3.1219,130.481,2.60701
6,12,3.269,42.98,3.15459,122.147,2.52238
6,12,3.269,42.98,3.18728,100.895,2.29247
6,12,3.269,42.98,3.21997,75.8403,1.98756
6,12,3.269,57.98,0.016345,0,0
6,12,3.269,57.98,0.049035,0,0
6,12,3.269,57.98,0.081725,0,0
6,12,3.269,57.98,0.114415,0,0
6,12,3.269,57.98,0.147105,0,0
6,12,3.269,57.98,0.179795,0,0
6,12,3.269,57.98,0.212485,0,0
6,12,3.269,57.98,0.245175,0,0
6,12,3.269,57.98,0.277865,0,0
6,12,3.269,57.98,0.310555,0,0
6,12,3.269,57.98,0.343245,0,0
6,12,3.269,57.98,0.375935,0,0
6,12,3.269,57.98,0.408625,0,0
6,12,3.269,57.98,0.441315,0,0
6,12,3.269,57.98,0.474005,0,0
6,12,3.269,57.98,0.506695,0,0
6,12,3.269,57.98,0.539385,0,0
6,12,3.269,57.98,0.572075,0,0
6,12,3.269,57.98,0.604765,0,0
6,12,3.269,57.98,0.637455,0,0
6,12,3.269,57.98,0.670145,0,0
6,12,3.269,57.98,0.702835,0,0
6,12,3.269,57.98,0.735525,0,0
6,12,3.269,57.98,0.768215,0,0
6,12,3.269,57.98,0.800905,0,0
6,12,3.269,57.98,0.833595,0,0
6,12,3.269,57.98,0.866285,0,0
6,12,3.269,57.98,0.898975,0,0
6,12,3.269,57.98,0.931665,0,0
6,12,3.269,57.98,0.964355,0,0
6,12,3.269,57.98,0.997045,0,0
6,12,3.269,57.98,1.02974,0,0
6,12,3.269,57.98,1.06243,0,0
6,12,3.269,57.98,1.09512,0,0
6,12,3.269,57.98,1.12781,0,0
6,12,3.269,57.98,1.1605,0,0
6,12,3.269,57.98,1.19319,0,0
6,12,3.269,57.98,1.22588,0,0
6,12,3.269,57.98,1.25857,0,0
6,12,3.269,57.98,1.29126,0,0
6,12,3.269,57.98,1.32395,0,0
6,12,3.269,57.98,1.35664,0,0
6,12,3.269,57.98,1.38933,0,0
6,12,3.269,57.98,1.42202,0,0
6,12,3.269,57.98,1.45471,0,0
6,12,3.269,57.98,1.4874,0,0
6,12,3.269,57.98,1.52009,0,0
6,12,3.269,57.98,1.55278,0,0
6,12,3.269,57.98,1.58547,0,0
6,12,3.269,57.98,1.61816,0,0
6,12,3.269,57.98,1.65085,0,0
6,12,3.269,57.98,1.68354,0,0
6,12,3.269,57.98,1.71623,0,0
6,12,3.269,57.98,1.74892,0,0
6,12,3.269,57.98,1.78161,0,0
6,12,3.269,57.98,1.8143,0,0
6,12,3.269,57.98,1.84699,0,0
6,12,3.269,57.98,1.87968,0,0
6,12,3.269,57.98,1.91237,0,0
6,12,3.269,57.98,1.94506,0,0
6,12,3.269,57.98,1.97775,0.125648,0.0725428
6,12,3.269,57.98,2.01044,0.376943,0.125648
6,12,3.269,57.98,2.04312,0.209413,0.0936523
6,12,3.269,57.98,2.07581,0.460709,0.138909
6,12,3.269,57.98,2.10851,0.9633,0.200862
6,12,3.269,57.98,2.1412,2.13601,0.299102
6,12,3.269,57.98,2.17389,2.47107,0.321706
6,12,3.269,57.98,2.20657,3.30873,0.372261
6,12,3.269,57.98,2.23927,4.64897,0.441261
6,12,3.269,57.98,2.27196,6.15674,0.5078
6,12,3.269,57.98,2.30465,8.25087,0.58785
6,12,3.269,57.98,2.33733,10.0099,0.647489
6,12,3.269,57.98,2.37003,9.633,0.635181
6,12,3.269,57.98,2.40272,11.3921,0.690746
6,12,3.269,57.98,2.43541,13.8631,0.761987
6,12,3.269,57.98,2.46809,15.329,0.801261
6,12,3.269,57.98,2.50079,16.3761,0.828175
6,12,3.269,57.98,2.53348,17.9258,0.866474
6,12,3.269,57.98,2.56617,19.6848,0.907993
6,12,3.269,57.98,2.59885,20.1455,0.918557
6,12,3.269,57.98,2.63155,22.9935,0.981341
6,12,3.269,57.98,2.66424,25.5065,1.03358
6,12,3.269,57.98,2.69693,27.7263,1.07761
6,12,3.269,57.98,2.72962,29.6948,1.11521
6,12,3.269,57.98,2.76231,31.9983,1.15766
6,12,3.269,57.98,2.795,36.5635,1.23749
6,12,3.269,57.98,2.82769,38.1132,1.26344
6,12,3.269,57.98,2.86038,45.2332,1.3764
6,12,3.269,57.98,2.89306,45.6939,1.38339
6,12,3.269,57.98,2.92576,50.8455,1.45929
6,12,3.269,57.98,2.95845,54.0286,1.50428
6,12,3.269,57.98,2.99114,56.9603,1.54455
6,12,3.269,57.98,3.02382,61.9863,1.61126
6,12,3.269,57.98,3.05652,65.9232,1.66164
6,12,3.269,57.98,3.08921,67.6404,1.68314
6,12,3.269,57.98,3.1219,72.2056,1.73901
6,12,3.269,57.98,3.15459,74.3416,1.76455
6,12,3.269,57.98,3.18728,67.9336,1.68678
6,12,3.269,57.98,3.21997,58.2587,1.56206
6,12,3.269,74.98,0.016345,0,0
6,12,3.269,74.98,0.049035,0,0
6,12,3.269,74.98,0.081725,0,0
6,12,3.269,74.98,0.114415,0,0
6,12,3.269,74.98,0.147105,0,0
6,12,3.269,74.98,0.179795,0,0
6,12,3.269,74.98,0.212485,0,0
6,12,3.269,74.98,0.245175,0,0
6,12,3.269,74.98,0.277865,0,0
6,12,3.269,74.98,0.310555,0,0
6,12,3.269,74.98,0.343245,0,0
6,12,3.269,74.98,0.375935,0,0
6,12,3.269,74.98,0.408625,0,0
6,12,3.269,74.98,0.441315,0,0
6,12,3.269,74.98,0.474005,0,0
6,12,3.269,74.98,0.506695,0,0
6,12,3.269,74.98,0.539385,0,0
6,12,3.269,74.98,0.572075,0,0
6,12,3.269,74.98,0.604765,0,0
6,12,3.269,74.98,0.637455,0,0
6,12,3.269,74.98,0.670145,0,0
6,12,3.269,74.98,0.702835,0,0
6,12,3.269,74.98,0.735525,0,0
6,12,3.269,74.98,0.768215,0,0
6,12,3.269,74.98,0.800905,0,0
6,12,3.269,74.98,0.833595,0,0
6,12,3.269,74.98,0.866285,0,0
6,12,3.269,74.98,0.898975,0,0
6,12,3.269,74.98,0.931665,0,0
6,12,3.269,74.98,0.964355,0,0
6,12,3.269,74.98,0.997045,0,0
6,12,3.269,74.98,1.02974,0,0
6,12,3.269,74.98,1.06243,0,0
6,12,3.269,74.98,1.09512,0,0
6,12,3.269,74.98,1.12781,0,0
6,12,3.269,74.98,1.1605,0,0
6,12,3.269,74.98,1.19319,0,0
6,12,3.269,74.98,1.22588,0,0
6,12,3.269,74.98,1.25857,0,0
6,12,3.269,74.98,1.29126,0,0
6,12,3.269,74.98,1.32395,0,0
6,12,3.269,74.98,1.35664,0,0
6,12,3.269,74.98,1.38933,0,0
6,12,3.269,74.98,1.42202,0,0
6,12,3.269,74.98,1.45471,0,0
6,12,3.269,74.98,1.4874,0,0
6,12,3.269,74.98,1.52009,0,0
6,12,3.269,74.98,1.55278,0,0
6,12,3.269,74.98,1.58547,0,0
6,12,3.269,74.98,1.61816,0,0
6,12,3.269,74.98,1.65085,0,0
6,12,3.269,74.98,1.68354,0,0
6,12,3.269,74.98,1.71623,0,0
6,12,3.269,74.98,1.74892,0,0
6,12,3.269,74.98,1.78161,0,0
6,12,3.269,74.98,1.8143,0,0
6,12,3.269,74.98,1.84699,0,0
6,12,3.269,74.98,1.87968,0,0
6,12,3.269,74.98,1.91237,0,0
6,12,3.269,74.98,1.94506,0,0
6,12,3.269,74.98,1.97775,0,0
6,12,3.269,74.98,2.01044,0,0
6,12,3.269,74.98,2.04312,0,0
6,12,3.269,74.98,2.07581,0,0
6,12,3.269,74.98,2.10851,0,0
6,12,3.269,74.98,2.1412,0,0
6,12,3.269,74.98,2.17389,0,0
6,12,3.269,74.98,2.20657,0,0
6,12,3.269,74.98,2.23927,0,0
6,12,3.269,74.98,2.27196,0.0367668,0.0367668
6,12,3.269,74.98,2.30465,0.0367668,0.0367668
6,12,3.269,74.98,2.33733,0.147067,0.0735337
6,12,3.269,74.98,2.37003,0.257368,0.0972759
6,12,3.269,74.98,2.40272,0.477969,0.132565
6,12,3.269,74.98,2.43541,0.625036,0.151594
6,12,3.269,74.98,2.46809,1.10301,0.20138
6,12,3.269,74.98,2.50079,1.91188,0.265129
6,12,3.269,74.98,2.53348,2.31631,0.291828
6,12,3.269,74.98,2.56617,3.19871,0.342938
6,12,3.269,74.98,2.59885,3.82375,0.37495
6,12,3.269,74.98,2.63155,5.25766,0.439667
6,12,3.269,74.98,2.66424,6.36066,0.483592
6,12,3.269,74.98,2.69693,7.3166,0.51866
6,12,3.269,74.98,2.72962,6.28713,0.480789
6,12,3.269,74.98,2.76231,9.41231,0.588269
6,12,3.269,74.98,2.795,10.4785,0.620696
6,12,3.269,74.98,2.82769,11.1771,0.641052
6,12,3.269,74.98,2.86038,13.3464,0.700502
6,12,3.269,74.98,2.89306,15.4788,0.754392
6,12,3.269,74.98,2.92576,17.4642,0.801315
6,12,3.269,74.98,2.95845,20.8468,0.875483
6,12,3.269,74.98,2.99114,24.0455,0.940254
6,12,3.269,74.98,3.02382,26.3618,0.9845
6,12,3.269,74.98,3.05652,30.0017,1.05027
6,12,3.269,74.98,3.08921,34.2667,1.12244
6,12,3.269,74.98,3.1219,37.4654,1.17366
6,12,3.269,74.98,3.15459,38.9728,1.19704
6,12,3.269,74.98,3.18728,43.3481,1.26245
6,12,3.269,74.98,3.21997,40.9215,1.2266
6,12,3.4886,14,0.017443,0.14511,0.14511
6,12,3.4886,14,0.052329,8.12618,1.08591
6,12,3.4886,14,0.087215,50.2082,2.69921
6,12,3.4886,14,0.122101,209.104,5.50846
6,12,3.4886,14,0.156987,707.123,10.1297
6,12,3.4886,14,0.191873,1827.67,16.2854
6,12,3.4886,14,0.226759,3592.5,22.8322
6,12,3.4886,14,0.261645,5728.52,28.8317
6,12,3.4886,14,0.296531,7501.63,32.9934
6,12,3.4886,14,0.331417,8645.97,35.4206
6,12,3.4886,14,0.366303,9088.7,36.3162
6,12,3.4886,14,0.401189,8930.24,35.9982
6,12,3.4886,14,0.436075,8318.45,34.7433
6,12,3.4886,14,0.470961,7626.57,33.267
6,12,3.4886,14,0.505847,7197.33,32.3173
6,12,3.4886,14,0.540733,7074.71,32.0408
6,12,3.4886,14,0.575619,7111.71,32.1245
6,12,3.4886,14,0.610505,7322.85,32.5979
6,12,3.4886,14,0.645391,7377.7,32.7197
6,12,3.4886,14,0.680277,7309.36,32.5678
6,12,3.4886,14,0.715163,6986.92,31.8414
6,12,3.4886,14,0.750049,6768.24,31.3391
6,12,3.4886,14,0.784935,6546.65,30.8219
6,12,3.4886,14,0.819821,6527.65,30.7771
6,12,3.4886,14,0.854707,6462.06,30.6221
6,12,3.4886,14,0.889593,6578.14,30.8959
6,12,3.4886,14,0.924479,6896.37,31.6344
6,12,3.4886,14,0.959365,7186.45,32.2928
6,12,3.4886,14,0.994251,7509.32,33.0103
6,12,3.4886,14,1.02914,7750.35,33.5359
6,12,3.4886,14,1.06402,8109.78,34.3047
6,12,3.4886,14,1.09891,8306.41,34.7181
6,12,3.4886,14,1.1338,8401.89,34.9171
6,12,3.4886,14,1.16868,8526.25,35.1745
6,12,3.4886,14,1.20357,8454.13,35.0255
6,12,3.4886,14,1.23845,8291.03,34.6859
6,12,3.4886,14,1.27334,8213.68,34.5238
6,12,3.4886,14,1.30823,7850.62,33.7521
6,12,3.4886,14,1.34311,7588.4,33.1837
6,12,3.4886,14,1.378,7231.72,32.3944
6,12,3.4886,14,1.41288,6997.37,31.8652
6,12,3.4886,14,1.44777,6629.37,31.016
6,12,3.4886,14,1.48266,6307.37,30.2533
6,12,3.4886,14,1.51754,6103.05,29.7593
6,12,3.4886,14,1.55243,5837.07,29.1036
6,12,3.4886,14,1.58731,5651.47,28.6372
6,12,3.4886,14,1.6222,5471.97,28.1787
6,12,3.4886,14,1.65709,5260.98,27.6301
6,12,3.4886,14,1.69197,5064.21,27.1085
6,12,3.4886,14,1.72686,4950.88,26.8034
6,12,3.4886,14,1.76174,4794.01,26.3754
6,12,3.4886,14,1.79663,4667.33,26.0246
6,12,3.4886,14,1.83152,4562.27,25.73
6,12,3.4886,14,1.8664,4484.64,25.5101
6,12,3.4886,14,1.90129,4348.96,25.1213
6,12,3.4886,14,1.93617,4004.47,24.1058
6,12,3.4886,14,1.97106,3862.4,23.6743
6,12,3.4886,14,2.00595,3778.09,23.4145
6,12,3.4886,14,2.04083,3686.24,23.1282
6,12,3.4886,14,2.07572,3610.78,22.8902
6,12,3.4886,14,2.1106,3492.37,22.5118
6,12,3.4886,14,2.14549,3367.87,22.1068
6,12,3.4886,14,2.18038,3334.93,21.9985
6,12,3.4886,14,2.21526,3213.47,21.5942
6,12,3.4886,14,2.25015,3116.97,21.2675
6,12,3.4886,14,2.28503,3032.23,20.9764
6,12,3.4886,14,2.31992,2979.84,20.7944
6,12,3.4886,14,2.35481,2837.78,20.2926
6,12,3.4886,14,2.38969,2786.7,20.1092
6,12,3.4886,14,2.42458,2716.18,19.8531
6,12,3.4886,14,2.45946,2652.91,19.6205
6,12,3.4886,14,2.49435,2475.87,18.9545
6,12,3.4886,14,2.52923,2420.44,18.7412
6,12,3.4886,14,2.56412,2382.28,18.5928
6,12,3.4886,14,2.59901,2246.74,18.0562
6,12,3.4886,14,2.63389,2223.53,17.9626
6,12,3.4886,14,2.66878,2113.68,17.5133
6,12,3.4886,14,2.70366,2069.27,17.3284
6,12,3.4886,14,2.73855,1919.67,16.6902
6,12,3.4886,14,2.77344,1894.85,16.582
6,12,3.4886,14,2.80832,1803.87,16.179
6,12,3.4886,14,2.84321,1744.37,15.9099
6,12,3.4886,14,2.8781,1662.96,15.5343
6,12,3.4886,14,2.91298,1550.07,14.9977
6,12,3.4886,14,2.94787,1495.07,14.7292
6,12,3.4886,14,2.98275,1376.52,14.1332
6,12,3.4886,14,3.01764,1329.65,13.8905
6,12,3.4886,14,3.05253,1235.32,13.3887
6,12,3.4886,14,3.08741,1166.69,13.0115
6,12,3.4886,14,3.1223,1081.94,12.53
6,12,3.4886,14,3.15718,965.129,11.8343
6,12,3.4886,14,3.19207,906.214,11.4674
6,12,3.4886,14,3.22696,794.189,10.7352
6,12,3.4886,14,3.26184,698.706,10.0692
6,12,3.4886,14,3.29673,588.132,9.23819
6,12,3.4886,14,3.33161,494.536,8.47127
6,12,3.4886,14,3.3665,355.23,7.17967
6,12,3.4886,14,3.40139,88.082,3.57514
6,12,3.4886,14,3.43627,0,0
6,12,3.4886,20,0.017443,0,0
6,12,3.4886,20,0.052329,0,0
6,12,3.4886,20,0.087215,0,0
6,12,3.4886,20,0.122101,0,0
6,12,3.4886,20,0.156987,0,0
6,12,3.4886,20,0.191873,0,0
6,12,3.4886,20,0.226759,0.718489,0.271563
6,12,3.4886,20,0.261645,0.923771,0.307924
6,12,3.4886,20,0.296531,4.7215,0.696147
6,12,3.4886,20,0.331417,10.9826,1.06173
6,12,3.4886,20,0.366303,23.6075,1.55663
6,12,3.4886,20,0.401189,57.5817,2.4311
6,12,3.4886,20,0.436075,111.982,3.39027
6,12,3.4886,20,0.470961,193.992,4.46224
6,12,3.4886,20,0.505847,282.777,5.38744
6,12,3.4886,20,0.540733,384.392,6.28128
6,12,3.4886,20,0.575619,497.297,7.14445
6,12,3.4886,20,0.610505,565.245,7.61692
6,12,3.4886,20,0.645391,621.185,7.98494
6,12,3.4886,20,0.680277,673.635,8.31521
6,12,3.4886,20,0.715163,669.94,8.29237
6,12,3.4886,20,0.750049,716.539,8.57592
6,12,3.4886,20,0.784935,732.756,8.67243
6,12,3.4886,20,0.819821,731.114,8.6627
6,12,3.4886,20,0.854707,766.32,8.86882
6,12,3.4886,20,0.889593,796.086,9.03943
6,12,3.4886,20,0.924479,819.283,9.17018
6,12,3.4886,20,0.959365,844.738,9.31155
6,12,3.4886,20,0.994251,870.706,9.45359
6,12,3.4886,20,1.02914,908.17,9.65483
6,12,3.4886,20,1.06402,923.361,9.73524
6,12,3.4886,20,1.09891,989.975,10.0803
6,12,3.4886,20,1.1338,1045.4,10.3586
6,12,3.4886,20,1.16868,1092.1,10.5875
6,12,3.4886,20,1.20357,1170.62,10.9615
6,12,3.4886,20,1.23845,1236.52,11.2658
6,12,3.4886,20,1.27334,1308.47,11.5889
6,12,3.4886,20,1.30823,1381.96,11.9099
6,12,3.4886,20,1.34311,1471.98,12.2917
6,12,3.4886,20,1.378,1498.15,12.4005
6,12,3.4886,20,1.41288,1527.61,12.5218
6,12,3.4886,20,1.44777,1578.11,12.7271
6,12,3.4886,20,1.48266,1576.98,12.7225
6,12,3.4886,20,1.51754,1555.73,12.6366
6,12,3.4886,20,1.55243,1557.79,12.6449
6,12,3.4886,20,1.58731,1533.67,12.5466
6,12,3.4886,20,1.6222,1523.61,12.5054
6,12,3.4886,20,1.65709,1488.5,12.3605
6,12,3.4886,20,1.69197,1472.39,12.2934
6,12,3.4886,20,1.72686,1416.14,12.0563
6,12,3.4886,20,1.76174,1428.66,12.1095
6,12,3.4886,20,1.79663,1385.86,11.9267
6,12,3.4886,20,1.83152,1334.13,11.702
6,12,3.4886,20,1.8664,1300.05,11.5516
6,12,3.4886,20,1.90129,1281.68,11.4697
6,12,3.4886,20,1.93617,1273.16,11.4315
6,12,3.4886,20,1.97106,1273.47,11.4329
6,12,3.4886,20,2.00595,1242.58,11.2933
6,12,3.4886,20,2.04083,1232.31,11.2466
6,12,3.4886,20,2.07572,1214.96,11.1672
6,12,3.4886,20,2.1106,1228.62,11.2297
6,12,3.4886,20,2.14549,1192.59,11.0639
6,12,3.4886,20,2.18038,1181.91,11.0142
6,12,3.4886,20,2.21526,1165.18,10.936
6,12,3.4886,20,2.25015,1157.28,10.8988
6,12,3.4886,20,2.28503,1140.45,10.8193
6,12,3.4886,20,2.31992,1102.37,10.6371
6,12,3.4886,20,2.35481,1120.33,10.7234
6,12,3.4886,20,2.38969,1090.67,10.5805
6,12,3.4886,20,2.42458,1089.84,10.5765
6,12,3.4886,20,2.45946,1083.99,10.5481
6,12,3.4886,20,2.49435,1053.92,10.4008
6,12,3.4886,20,2.52923,1039.35,10.3286
6,12,3.4886,20,2.56412,1000.14,10.1319
6,12,3.4886,20,2.59901,1013.48,10.1993
6,12,3.4886,20,2.63389,960.825,9.93077
6,12,3.4886,20,2.66878,970.678,9.98157
6,12,3.4886,20,2.70366,980.019,10.0295
6,12,3.4886,20,2.73855,956.514,9.90847
6,12,3.4886,20,2.77344,903.551,9.63024
6,12,3.4886,20,2.80832,878.507,9.49584
6,12,3.4886,20,2.84321,860.442,9.3977
6,12,3.4886,20,2.8781,842.89,9.30136
6,12,3.4886,20,2.91298,820.617,9.17764
6,12,3.4886,20,2.94787,798.96,9.05573
6,12,3.4886,20,2.98275,751.334,8.78168
6,12,3.4886,20,3.01764,715.82,8.57162
6,12,3.4886,20,3.05253,697.345,8.46028
6,12,3.4886,20,3.08741,651.156,8.1753
6,12,3.4886,20,3.1223,618.106,7.96512
6,12,3.4886,20,3.15718,574.175,7.67685
6,12,3.4886,20,3.19207,540.714,7.4498
6,12,3.4886,20,3.22696,498.426,7.15256
6,12,3.4886,20,3.26184,451.416,6.8069
6,12,3.4886,20,3.29673,402.251,6.42554
6,12,3.4886,20,3.33161,350.623,5.99903
6,12,3.4886,20,3.3665,274.976,5.31261
6,12,3.4886,20,3.40139,206.206,4.60057
6,12,3.4886,20,3.43627,87.8609,3.00302
6,12,3.4886,28,0.017443,0,0
6,12,3.4886,28,0.052329,0,0
6,12,3.4886,28,0.087215,0,0
6,12,3.4886,28,0.122101,0,0
6,12,3.4886,28,0.156987,0,0
6,12,3.4886,28,0.191873,0,0
6,12,3.4886,28,0.226759,0,0
6,12,3.4886,28,0.261645,0,0
6,12,3.4886,28,0.296531,0,0
6,12,3.4886,28,0.331417,0,0
6,12,3.4886,28,0.366303,0,0
6,12,3.4886,28,0.401189,0,0
6,12,3.4886,28,0.436075,0,0
6,12,3.4886,28,0.470961,0,0
6,12,3.4886,28,0.505847,0,0
6,12,3.4886,28,0.540733,0,0
6,12,3.4886,28,0.575619,0.0747764,0.0747764
6,12,3.4886,28,0.610505,0.373882,0.167205
6,12,3.4886,28,0.645391,0.373882,0.167205
6,12,3.4886,28,0.680277,0.598211,0.2115
6,12,3.4886,28,0.715163,0.747764,0.236464
6,12,3.4886,28,0.750049,2.69195,0.448658
6,12,3.4886,28,0.784935,4.63613,0.58879
6,12,3.4886,28,0.819821,8.00107,0.773493
6,12,3.4886,28,0.854707,9.72093,0.852582
6,12,3.4886,28,0.889593,17.3481,1.13896
6,12,3.4886,28,0.924479,22.2086,1.28867
6,12,3.4886,28,0.959365,30.5835,1.51226
6,12,3.4886,28,0.994251,36.5656,1.65356
6,12,3.4886,28,1.02914,40.3045,1.73604
6,12,3.4886,28,1.06402,45.1649,1.83773
6,12,3.4886,28,1.09891,57.3535,2.07091
6,12,3.4886,28,1.1338,57.1291,2.06686
6,12,3.4886,28,1.16868,64.0833,2.18905
6,12,3.4886,28,1.20357,69.6168,2.2816
6,12,3.4886,28,1.23845,78.2161,2.41841
6,12,3.4886,28,1.27334,85.8433,2.53358
6,12,3.4886,28,1.30823,91.1524,2.61076
6,12,3.4886,28,1.34311,102.444,2.76774
6,12,3.4886,28,1.378,112.165,2.89608
6,12,3.4886,28,1.41288,121.512,3.01433
6,12,3.4886,28,1.44777,135.869,3.18744
6,12,3.4886,28,1.48266,148.581,3.33321
6,12,3.4886,28,1.51754,163.76,3.49934
6,12,3.4886,28,1.55243,173.182,3.5986
6,12,3.4886,28,1.58731,198.98,3.85733
6,12,3.4886,28,1.6222,212.365,3.98496
6,12,3.4886,28,1.65709,230.536,4.15194
6,12,3.4886,28,1.69197,241.827,4.2524
6,12,3.4886,28,1.72686,254.987,4.36658
6,12,3.4886,28,1.76174,264.634,4.44841
6,12,3.4886,28,1.79663,273.981,4.52629
6,12,3.4886,28,1.83152,281.608,4.58886
6,12,3.4886,28,1.8664,282.804,4.59859
6,12,3.4886,28,1.90129,302.022,4.75227
6,12,3.4886,28,1.93617,301.797,4.75051
6,12,3.4886,28,1.97106,301.424,4.74756
6,12,3.4886,28,2.00595,302.994,4.75991
6,12,3.4886,28,2.04083,305.835,4.78218
6,12,3.4886,28,2.07572,309.425,4.81016
6,12,3.4886,28,2.1106,318.248,4.87826
6,12,3.4886,28,2.14549,314.21,4.84722
6,12,3.4886,28,2.18038,325.576,4.93411
6,12,3.4886,28,2.21526,320.791,4.89771
6,12,3.4886,28,2.25015,331.035,4.9753
6,12,3.4886,28,2.28503,337.989,5.02729
6,12,3.4886,28,2.31992,337.84,5.02617
6,12,3.4886,28,2.35481,344.196,5.07323
6,12,3.4886,28,2.38969,346.215,5.08809
6,12,3.4886,28,2.42458,352.346,5.13295
6,12,3.4886,28,2.45946,357.506,5.1704
6,12,3.4886,28,2.49435,356.758,5.16499
6,12,3.4886,28,2.52923,359.076,5.18174
6,12,3.4886,28,2.56412,358.927,5.18066
6,12,3.4886,28,2.59901,356.833,5.16553
6,12,3.4886,28,2.63389,360.422,5.19144
6,12,3.4886,28,2.66878,359.45,5.18444
6,12,3.4886,28,2.70366,370.741,5.26523
6,12,3.4886,28,2.73855,362.964,5.20972
6,12,3.4886,28,2.77344,364.983,5.22419
6,12,3.4886,28,2.80832,359.824,5.18713
6,12,3.4886,28,2.84321,358.254,5.1758
6,12,3.4886,28,2.8781,368.498,5.24928
6,12,3.4886,28,2.91298,371.489,5.27054
6,12,3.4886,28,2.94787,358.179,5.17526
6,12,3.4886,28,2.98275,365.956,5.23114
6,12,3.4886,28,3.01764,361.319,5.1979
6,12,3.4886,28,3.05253,353.543,5.14166
6,12,3.4886,28,3.08741,344.196,5.07323
6,12,3.4886,28,3.1223,340.905,5.04893
6,12,3.4886,28,3.15718,336.195,5.01392
6,12,3.4886,28,3.19207,307.78,4.79736
6,12,3.4886,28,3.22696,297.76,4.71862
6,12,3.4886,28,3.26184,283.103,4.60103
6,12,3.4886,28,3.29673,250.426,4.32735
6,12,3.4886,28,3.33161,225.226,4.10385
6,12,3.4886,28,3.3665,197.709,3.84499
6,12,3.4886,28,3.40139,149.478,3.34326
6,12,3.4886,28,3.43627,102.967,2.7748
6,12,3.4886,36,0.017443,0,0
6,12,3.4886,36,0.052329,0,0
6,12,3.4886,36,0.087215,0,0
6,12,3.4886,36,0.122101,0,0
6,12,3.4886,36,0.156987,0,0
6,12,3.4886,36,0.191873,0,0
6,12,3.4886,36,0.226759,0,0
6,12,3.4886,36,0.261645,0,0
6,12,3.4886,36,0.296531,0,0
6,12,3.4886,36,0.331417,0,0
6,12,3.4886,36,0.366303,0,0
6,12,3.4886,36,0.401189,0,0
6,12,3.4886,36,0.436075,0,0
6,12,3.4886,36,0.470961,0,0
6,12,3.4886,36,0.505847,0,0
6,12,3.4886,36,0.540733,0,0
6,12,3.4886,36,0.575619,0,0
6,12,3.4886,36,0.610505,0,0
6,12,3.4886,36,0.645391,0,0
6,12,3.4886,36,0.680277,0,0
6,12,3.4886,36,0.715163,0,0
6,12,3.4886,36,0.750049,0,0
6,12,3.4886,36,0.784935,0,0
6,12,3.4886,36,0.819821,0,0
6,12,3.4886,36,0.854707,0,0
6,12,3.4886,36,0.889593,0,0
6,12,3.4886,36,0.924479,0,0
6,12,3.4886,36,0.959365,0,0
6,12,3.4886,36,0.994251,0,0
6,12,3.4886,36,1.02914,0,0
6,12,3.4886,36,1.06402,0,0
6,12,3.4886,36,1.09891,0,0
6,12,3.4886,36,1.1338,0,0
6,12,3.4886,36,1.16868,0,0
6,12,3.4886,36,1.20357,0,0
6,12,3.4886,36,1.23845,0.0597248,0.0597248
6,12,3.4886,36,1.27334,0.0597248,0.0597248
6,12,3.4886,36,1.30823,0,0
6,12,3.4886,36,1.34311,0.238899,0.11945
6,12,3.4886,36,1.378,0.597248,0.188867
6,12,3.4886,36,1.41288,0.537524,0.179175
6,12,3.4886,36,1.44777,1.49312,0.298624
6,12,3.4886,36,1.48266,3.04597,0.426521
6,12,3.4886,36,1.51754,4.77799,0.534195
6,12,3.4886,36,1.55243,6.15166,0.606141
6,12,3.4886,36,1.58731,9.3768,0.74835
6,12,3.4886,36,1.6222,12.0047,0.846746
6,12,3.4886,36,1.65709,15.1104,0.949982
6,12,3.4886,36,1.69197,19.8286,1.08824
6,12,3.4886,36,1.72686,24.0094,1.19748
6,12,3.4886,36,1.76174,29.4443,1.32611
6,12,3.4886,36,1.79663,34.2223,1.42966
6,12,3.4886,36,1.83152,39.4184,1.53436
6,12,3.4886,36,1.8664,47.4812,1.68399
6,12,3.4886,36,1.90129,54.5288,1.80464
6,12,3.4886,36,1.93617,58.3512,1.86682
6,12,3.4886,36,1.97106,63.0097,1.93991
6,12,3.4886,36,2.00595,67.0113,2.00056
6,12,3.4886,36,2.04083,73.6407,2.09718
6,12,3.4886,36,2.07572,79.9716,2.18547
6,12,3.4886,36,2.1106,81.5841,2.2074
6,12,3.4886,36,2.14549,83.8537,2.23789
6,12,3.4886,36,2.18038,89.8859,2.31699
6,12,3.4886,36,2.21526,92.8721,2.35516
6,12,3.4886,36,2.25015,99.0238,2.43191
6,12,3.4886,36,2.28503,97.4709,2.41277
6,12,3.4886,36,2.31992,103.623,2.48774
6,12,3.4886,36,2.35481,104.041,2.49275
6,12,3.4886,36,2.38969,113.059,2.59855
6,12,3.4886,36,2.42458,112.82,2.5958
6,12,3.4886,36,2.45946,120.405,2.68164
