Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Fit:ep,theta,nu_fit,Ex,W2,q2,sigtot,sigqe,sigie,sigmec,nuccstot,signonuc,sigtot_shifted,qe_shifted,ratio
26,56,4.045,45.0,1.845,0.0404,0.00257,Arrington:1998ps,2.2,45.0,1.845,1.6908,-0.8703,5.2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,45.0,1.86,0.0507,0.00283,Arrington:1998ps,2.185,45.0,1.86,1.7058,-0.8066,5.1774,0.052,0.0,0.0,0.0,0.0,0.052,0.104,0.052,0.4875
26,56,4.045,45.0,1.875,0.0619,0.0031,Arrington:1998ps,2.17,45.0,1.875,1.7208,-0.743,5.1418,0.052,0.052,0.0,0.0,0.0,0.052,0.052,0.052,1.1903846153846154
26,56,4.045,45.0,1.89,0.0641,0.00314,Arrington:1998ps,2.155,45.0,1.89,1.7358,-0.6793,5.1063,0.052,0.052,0.0,0.0,0.0,0.052,0.052,0.052,1.2326923076923078
26,56,4.045,45.0,1.905,0.0838,0.0036,Arrington:1998ps,2.14,45.0,1.905,1.7508,-0.6156,5.0707,0.052,0.052,0.0,0.0,0.0,0.052,0.052,0.052,1.6115384615384616
26,56,4.045,45.0,1.92,0.102,0.00401,Arrington:1998ps,2.125,45.0,1.92,1.7658,-0.5519,5.0352,0.052,0.052,0.0,0.0,0.0,0.052,0.052,0.052,1.9615384615384612
26,56,4.045,45.0,1.935,0.125,0.00446,Arrington:1998ps,2.11,45.0,1.935,1.7808,-0.4882,4.9997,0.104,0.052,0.0,0.0,0.0,0.104,0.156,0.104,0.8012820512820513
26,56,4.045,45.0,1.95,0.157,0.00508,Arrington:1998ps,2.095,45.0,1.95,1.7958,-0.4245,4.9641,0.104,0.104,0.052,0.0,0.0,0.104,0.104,0.104,1.5096153846153846
26,56,4.045,45.0,1.965,0.186,0.0072,Arrington:1998ps,2.08,45.0,1.965,1.8108,-0.3608,4.9286,0.156,0.104,0.052,0.0,0.0,0.156,0.156,0.104,1.1923076923076923
26,56,4.045,45.0,1.98,0.225,0.00789,Arrington:1998ps,2.065,45.0,1.98,1.8258,-0.2971,4.893,0.208,0.156,0.052,0.0,0.0,0.208,0.208,0.156,1.0817307692307694
26,56,4.045,45.0,1.995,0.251,0.0083,Arrington:1998ps,2.05,45.0,1.995,1.8408,-0.2334,4.8575,0.2599999999999999,0.156,0.052,0.0,0.0,0.2599999999999999,0.3119999999999999,0.208,0.8044871794871796
26,56,4.045,45.0,2.01,0.315,0.00932,Arrington:1998ps,2.035,45.0,2.01,1.8558,-0.1697,4.8219,0.312,0.208,0.104,0.0,0.0,0.312,0.312,0.208,1.0096153846153846
26,56,4.045,45.0,2.025,0.373,0.0102,Arrington:1998ps,2.02,45.0,2.025,1.8708,-0.106,4.7864,0.364,0.2599999999999999,0.104,0.0,0.0,0.364,0.364,0.2599999999999999,1.0247252747252746
26,56,4.045,45.0,2.04,0.474,0.0114,Arrington:1998ps,2.005,45.0,2.04,1.8858,-0.0424,4.7509,0.416,0.312,0.156,0.0,0.0,0.416,0.416,0.312,1.1394230769230769
26,56,4.045,45.0,2.055,0.526,0.012,Arrington:1998ps,1.99,45.0,2.055,1.9008,0.0213,4.7153,0.5199999999999999,0.364,0.156,0.0,0.0,0.5199999999999999,0.5199999999999999,0.364,1.0115384615384615
26,56,4.045,45.0,2.07,0.652,0.0132,Arrington:1998ps,1.975,45.0,2.07,1.9158,0.085,4.6798,0.624,0.416,0.208,0.0,0.0,0.624,0.624,0.416,1.044871794871795
26,56,4.045,45.0,2.085,0.738,0.0141,Arrington:1998ps,1.96,45.0,2.085,1.9308,0.1487,4.6442,0.728,0.468,0.2599999999999999,0.0,0.0,0.728,0.728,0.468,1.0137362637362637
26,56,4.045,45.0,2.1,0.868,0.0151,Arrington:1998ps,1.945,45.0,2.1,1.9458,0.2124,4.6087,0.832,0.5199999999999999,0.312,0.0,0.0,0.832,0.832,0.5199999999999999,1.0432692307692308
26,56,4.045,45.0,2.115,0.986,0.0161,Arrington:1998ps,1.93,45.0,2.115,1.9608,0.2761,4.5732,0.936,0.572,0.364,0.0,0.0,0.936,0.988,0.624,0.9979757085020242
26,56,4.045,45.0,2.13,1.16,0.0174,Arrington:1998ps,1.915,45.0,2.13,1.9758,0.3398,4.5376,1.092,0.624,0.468,0.052,0.0,1.092,1.092,0.676,1.0622710622710625
26,56,4.045,45.0,2.145,1.33,0.0187,Arrington:1998ps,1.9,45.0,2.145,1.9908,0.4035,4.5021,1.248,0.6759999999999999,0.572,0.052,0.0,1.248,1.248,0.728,1.0657051282051282
26,56,4.045,45.0,2.16,1.56,0.0204,Arrington:1998ps,1.885,45.0,2.16,2.0058,0.4672,4.4665,1.404,0.728,0.6759999999999999,0.052,0.0,1.404,1.404,0.78,1.1111111111111112
26,56,4.045,45.0,2.175,1.74,0.0219,Arrington:1998ps,1.87,45.0,2.175,2.0208,0.5309,4.431,1.56,0.78,0.78,0.052,0.0,1.56,1.56,0.8320000000000001,1.1153846153846154
26,56,4.045,45.0,2.19,2.0,0.0242,Arrington:1998ps,1.855,45.0,2.19,2.0358,0.5946,4.3954,1.768,0.832,0.936,0.052,0.0,1.768,1.768,0.884,1.1312217194570136
26,56,4.045,45.0,2.205,2.21,0.0265,Arrington:1998ps,1.84,45.0,2.205,2.0508,0.6582,4.3599,1.976,0.832,1.092,0.052,0.0,1.976,2.028,0.936,1.08974358974359
26,56,4.045,55.0,2.13,0.00153,0.00114,Arrington:1998ps,1.915,55.0,2.13,1.9055,-1.7289,6.6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,55.0,2.145,0.00219,0.00116,Arrington:1998ps,1.9,55.0,2.145,1.9205,-1.649,6.5546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,55.0,2.16,0.00355,0.00143,Arrington:1998ps,1.885,55.0,2.16,1.9355,-1.5691,6.5028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,55.0,2.175,0.00224,0.0012,Arrington:1998ps,1.87,55.0,2.175,1.9505,-1.4892,6.4511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,55.0,2.19,0.00683,0.00176,Arrington:1998ps,1.855,55.0,2.19,1.9655,-1.4093,6.3993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,55.0,2.205,0.00462,0.00152,Arrington:1998ps,1.84,55.0,2.205,1.9805,-1.3294,6.3476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,55.0,2.22,0.00947,0.00203,Arrington:1998ps,1.825,55.0,2.22,1.9955,-1.2495,6.2958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,55.0,2.235,0.00892,0.00199,Arrington:1998ps,1.81,55.0,2.235,2.0105,-1.1696,6.2441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,55.0,2.25,0.0133,0.00237,Arrington:1998ps,1.795,55.0,2.25,2.0255,-1.0898,6.1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,55.0,2.265,0.0167,0.0026,Arrington:1998ps,1.78,55.0,2.265,2.0405,-1.0099,6.1406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,55.0,2.28,0.0212,0.00291,Arrington:1998ps,1.765,55.0,2.28,2.0555,-0.93,6.0888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,55.0,2.295,0.0239,0.00307,Arrington:1998ps,1.75,55.0,2.295,2.0705,-0.8501,6.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,55.0,2.31,0.0299,0.00339,Arrington:1998ps,1.735,55.0,2.31,2.0855,-0.7702,5.9853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,55.0,2.325,0.0401,0.00387,Arrington:1998ps,1.72,55.0,2.325,2.1005,-0.6903,5.9336,0.052,0.0,0.0,0.0,0.0,0.052,0.052,0.0,0.7711538461538461
26,56,4.045,55.0,2.34,0.0439,0.00405,Arrington:1998ps,1.705,55.0,2.34,2.1155,-0.6104,5.8819,0.052,0.0,0.0,0.0,0.0,0.052,0.104,0.052,0.4221153846153846
26,56,4.045,55.0,2.355,0.0617,0.00469,Arrington:1998ps,1.69,55.0,2.355,2.1305,-0.5305,5.8301,0.052,0.052,0.0,0.0,0.0,0.052,0.052,0.052,1.1865384615384615
26,56,4.045,55.0,2.37,0.0677,0.00491,Arrington:1998ps,1.675,55.0,2.37,2.1455,-0.4506,5.7784,0.052,0.052,0.0,0.0,0.0,0.052,0.052,0.052,1.301923076923077
26,56,4.045,55.0,2.385,0.0899,0.00454,Arrington:1998ps,1.66,55.0,2.385,2.1605,-0.3707,5.7266,0.052,0.052,0.0,0.0,0.0,0.052,0.052,0.052,1.7288461538461537
26,56,4.045,55.0,2.4,0.1,0.0047,Arrington:1998ps,1.645,55.0,2.4,2.1755,-0.2908,5.6749,0.104,0.052,0.052,0.0,0.0,0.104,0.104,0.052,0.9615384615384616
26,56,4.045,55.0,2.415,0.114,0.00485,Arrington:1998ps,1.63,55.0,2.415,2.1905,-0.2109,5.6231,0.104,0.052,0.052,0.0,0.0,0.104,0.156,0.104,0.7307692307692308
26,56,4.045,55.0,2.43,0.147,0.00538,Arrington:1998ps,1.615,55.0,2.43,2.2055,-0.131,5.5714,0.156,0.104,0.052,0.0,0.0,0.156,0.156,0.104,0.9423076923076924
26,56,4.045,55.0,2.445,0.181,0.00596,Arrington:1998ps,1.6,55.0,2.445,2.2205,-0.0511,5.5196,0.156,0.104,0.052,0.0,0.0,0.156,0.156,0.104,1.16025641025641
26,56,4.045,55.0,2.46,0.227,0.00678,Arrington:1998ps,1.585,55.0,2.46,2.2355,0.0288,5.4679,0.208,0.104,0.104,0.0,0.0,0.208,0.208,0.104,1.091346153846154
26,56,4.045,55.0,2.475,0.258,0.0101,Arrington:1998ps,1.57,55.0,2.475,2.2505,0.1087,5.4161,0.2599999999999999,0.156,0.104,0.0,0.0,0.2599999999999999,0.2599999999999999,0.156,0.9923076923076926
26,56,4.045,55.0,2.49,0.331,0.0112,Arrington:1998ps,1.555,55.0,2.49,2.2655,0.1886,5.3644,0.312,0.156,0.156,0.0,0.0,0.312,0.312,0.156,1.060897435897436
26,56,4.045,55.0,2.505,0.376,0.0119,Arrington:1998ps,1.54,55.0,2.505,2.2805,0.2685,5.3126,0.364,0.156,0.156,0.0,0.0,0.364,0.364,0.156,1.032967032967033
26,56,4.045,55.0,2.52,0.465,0.013,Arrington:1998ps,1.525,55.0,2.52,2.2955,0.3484,5.2609,0.416,0.208,0.208,0.0,0.0,0.416,0.416,0.208,1.1177884615384617
26,56,4.045,55.0,2.535,0.499,0.0134,Arrington:1998ps,1.51,55.0,2.535,2.3105,0.4282,5.2092,0.468,0.208,0.2599999999999999,0.0,0.0,0.468,0.4679999999999999,0.208,1.0662393162393162
26,56,4.045,55.0,2.55,0.557,0.014,Arrington:1998ps,1.495,55.0,2.55,2.3255,0.5081,5.1574,0.572,0.208,0.312,0.0,0.0,0.572,0.6239999999999999,0.2599999999999999,0.8926282051282054
26,56,4.045,55.0,2.565,0.66,0.0151,Arrington:1998ps,1.48,55.0,2.565,2.3405,0.588,5.1057,0.624,0.2599999999999999,0.416,0.0,0.0,0.624,0.624,0.2599999999999999,1.0576923076923077
26,56,4.045,55.0,2.58,0.781,0.0164,Arrington:1998ps,1.465,55.0,2.58,2.3555,0.6679,5.0539,0.728,0.2599999999999999,0.468,0.0,0.0,0.728,0.728,0.2599999999999999,1.0728021978021978
26,56,4.045,55.0,2.595,0.878,0.0172,Arrington:1998ps,1.45,55.0,2.595,2.3705,0.7478,5.0022,0.884,0.2599999999999999,0.572,0.0,0.0,0.884,0.9360000000000002,0.312,0.938034188034188
26,56,4.045,55.0,2.61,0.971,0.0168,Arrington:1998ps,1.435,55.0,2.61,2.3855,0.8277,4.9504,0.988,0.312,0.6759999999999999,0.0,0.0,0.988,0.988,0.312,0.9827935222672064
26,56,4.045,55.0,2.625,1.12,0.018,Arrington:1998ps,1.42,55.0,2.625,2.4005,0.9076,4.8987,1.144,0.312,0.832,0.0,0.0,1.144,1.144,0.312,0.9790209790209792
26,56,4.045,55.0,2.64,1.3,0.019,Arrington:1998ps,1.405,55.0,2.64,2.4155,0.9875,4.8469,1.3,0.312,0.936,0.0,0.0,1.3,1.3,0.312,1.0
26,56,4.045,55.0,2.655,1.49,0.0206,Arrington:1998ps,1.39,55.0,2.655,2.4305,1.0674,4.7952,1.456,0.312,1.092,0.0,0.0,1.456,1.456,0.312,1.0233516483516485
26,56,4.045,55.0,2.67,1.76,0.0229,Arrington:1998ps,1.375,55.0,2.67,2.4455,1.1473,4.7434,1.664,0.364,1.3,0.0,0.0,1.664,1.612,0.312,1.0918114143920596
26,56,4.045,55.0,2.685,2.06,0.0258,Arrington:1998ps,1.36,55.0,2.685,2.4605,1.2272,4.6917,1.872,0.364,1.508,0.0,0.0,1.872,1.872,0.364,1.1004273504273503
26,56,4.045,55.0,2.7,2.28,0.0576,Arrington:1998ps,1.345,55.0,2.7,2.4755,1.3071,4.6399,2.132,0.364,1.768,0.0,0.0,2.132,2.132,0.364,1.0694183864915574
26,56,4.045,55.0,2.715,2.59,0.0611,Arrington:1998ps,1.33,55.0,2.715,2.4905,1.387,4.5882,2.392,0.364,2.028,0.0,0.0,2.392,2.392,0.364,1.0827759197324414
26,56,4.045,55.0,2.73,2.67,0.0614,Arrington:1998ps,1.315,55.0,2.73,2.5055,1.4669,4.5364,2.704,0.364,2.34,0.0,0.0,2.704,2.704,0.364,0.9874260355029586
26,56,4.045,55.0,2.745,3.25,0.0677,Arrington:1998ps,1.3,55.0,2.745,2.5205,1.5468,4.4847,3.016,0.364,2.652,0.0,0.0,3.016,3.016,0.364,1.0775862068965518
26,56,4.045,55.0,2.76,3.61,0.0708,Arrington:1998ps,1.285,55.0,2.76,2.5355,1.6267,4.433,3.379999999999999,0.364,3.016,0.0,0.0,3.379999999999999,3.379999999999999,0.364,1.0680473372781067
26,56,4.045,55.0,2.775,4.1,0.0755,Arrington:1998ps,1.27,55.0,2.775,2.5505,1.7066,4.3812,3.796,0.364,3.432,0.0,0.0,3.796,3.796,0.364,1.0800842992623816
26,56,4.045,55.0,2.79,4.68,0.0796,Arrington:1998ps,1.255,55.0,2.79,2.5655,1.7865,4.3295,4.212,0.364,3.848,0.0,0.0,4.212,4.212,0.364,1.1111111111111112
26,56,4.045,55.0,2.805,5.0,0.0825,Arrington:1998ps,1.24,55.0,2.805,2.5805,1.8664,4.2777,4.68,0.312,4.316,0.0,0.0,4.68,4.68,0.312,1.0683760683760684
26,56,4.045,55.0,2.82,5.57,0.0802,Arrington:1998ps,1.225,55.0,2.82,2.5955,1.9462,4.226,5.2,0.312,4.836,0.0,0.0,5.2,5.2,0.312,1.071153846153846
26,56,4.045,55.0,2.835,6.06,0.0831,Arrington:1998ps,1.21,55.0,2.835,2.6105,2.0261,4.1742,5.772,0.312,5.408,0.052,0.0,5.772,5.720000000000001,0.312,1.0594405594405591
26,56,4.045,55.0,2.85,6.82,0.0893,Arrington:1998ps,1.195,55.0,2.85,2.6255,2.106,4.1225,6.343999999999999,0.312,6.032,0.052,0.0,6.343999999999999,6.343999999999999,0.364,1.0750315258511982
26,56,4.045,55.0,2.865,7.56,0.0983,Arrington:1998ps,1.18,55.0,2.865,2.6405,2.1859,4.0707,7.02,0.312,6.707999999999999,0.052,0.0,7.02,7.02,0.364,1.0769230769230769
26,56,4.045,55.0,2.88,8.71,0.229,Arrington:1998ps,1.165,55.0,2.88,2.6555,2.2658,4.019,7.695999999999999,0.2599999999999999,7.384,0.052,0.0,7.695999999999999,7.747999999999999,0.364,1.1241610738255037
26,56,4.045,55.0,2.895,9.76,0.24,Arrington:1998ps,1.15,55.0,2.895,2.6705,2.3457,3.9672,8.475999999999999,0.2599999999999999,8.164,0.052,0.0,8.475999999999999,8.475999999999999,0.3119999999999999,1.1514865502595566
26,56,4.045,55.0,2.91,10.7,0.25,Arrington:1998ps,1.135,55.0,2.91,2.6855,2.4256,3.9155,9.256,0.2599999999999999,8.943999999999999,0.052,0.0,9.256,9.256,0.3119999999999999,1.1560069144338807
26,56,4.045,55.0,2.925,11.6,0.258,Arrington:1998ps,1.12,55.0,2.925,2.7005,2.5055,3.8637,10.088,0.2599999999999999,9.827999999999998,0.052,0.0,10.088,10.088,0.3119999999999999,1.1498810467882632
26,56,4.045,55.0,2.94,12.0,0.261,Arrington:1998ps,1.105,55.0,2.94,2.7155,2.5854,3.812,11.024,0.2599999999999999,10.764,0.052,0.0,11.024,11.024,0.3119999999999999,1.088534107402032
26,56,4.045,55.0,2.955,13.4,0.275,Arrington:1998ps,1.09,55.0,2.955,2.7305,2.6653,3.7602,12.012,0.208,11.752,0.052,0.0,12.012,12.064,0.3119999999999999,1.110742705570292
26,56,4.045,55.0,2.97,14.7,0.286,Arrington:1998ps,1.075,55.0,2.97,2.7455,2.7452,3.7085,13.0,0.208,12.739999999999998,0.052,0.0,13.0,13.0,0.26,1.1307692307692307
26,56,4.045,55.0,2.985,15.8,0.297,Arrington:1998ps,1.06,55.0,2.985,2.7605,2.8251,3.6568,14.092,0.208,13.832,0.052,0.0,14.092,14.092,0.26,1.1212035197275052
26,56,4.045,55.0,3.0,17.4,0.313,Arrington:1998ps,1.045,55.0,3.0,2.7755,2.905,3.605,15.236,0.208,15.028,0.052,0.0,15.236,15.236,0.26,1.142032029404043
26,56,4.045,55.0,3.015,18.9,0.336,Arrington:1998ps,1.03,55.0,3.015,2.7905,2.9849,3.5533,16.432,0.208,16.223999999999997,0.0,0.0,16.432,16.483999999999998,0.26,1.1465663673865567
26,56,4.045,55.0,3.03,20.1,0.371,Arrington:1998ps,1.015,55.0,3.03,2.8055,3.0648,3.5015,17.68,0.208,17.471999999999998,0.0,0.0,17.68,17.68,0.208,1.1368778280542988
26,56,4.045,74.0,2.82,0.00443,0.00356,Arrington:1998ps,1.225,74.0,2.82,2.4386,-1.0064,7.1786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,74.0,2.835,0.00631,0.00351,Arrington:1998ps,1.21,74.0,2.835,2.4536,-0.8904,7.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,74.0,2.85,0.00411,0.00334,Arrington:1998ps,1.195,74.0,2.85,2.4686,-0.7743,7.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,74.0,2.865,0.00516,0.00342,Arrington:1998ps,1.18,74.0,2.865,2.4836,-0.6583,6.9149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,74.0,2.88,0.02,0.0041,Arrington:1998ps,1.165,74.0,2.88,2.4986,-0.5422,6.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,74.0,2.895,0.0256,0.00455,Arrington:1998ps,1.15,74.0,2.895,2.5136,-0.4262,6.7391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,4.045,74.0,2.91,0.03,0.00489,Arrington:1998ps,1.135,74.0,2.91,2.5286,-0.3101,6.6512,0.052,0.0,0.0,0.0,0.0,0.052,0.02337984496124027,0.0,0.576923076923077
26,56,4.045,74.0,2.925,0.0432,0.00544,Arrington:1998ps,1.12,74.0,2.925,2.5436,-0.1941,6.5633,0.052,0.0,0.0,0.0,0.0,0.052,0.02337984496124027,0.0,0.8307692307692308
26,56,4.045,74.0,2.94,0.0599,0.00605,Arrington:1998ps,1.105,74.0,2.94,2.5586,-0.078,6.4754,0.052,0.052,0.052,0.0,0.0,0.052,0.02337984496124027,0.02337984496124027,1.151923076923077
26,56,4.045,74.0,2.955,0.0729,0.00655,Arrington:1998ps,1.09,74.0,2.955,2.5736,0.038,6.3875,0.052,0.052,0.052,0.0,0.0,0.052,0.02337984496124027,0.02337984496124027,1.401923076923077
26,56,4.045,74.0,2.97,0.0855,0.00699,Arrington:1998ps,1.075,74.0,2.97,2.5886,0.1541,6.2996,0.104,0.052,0.052,0.0,0.0,0.104,0.04675968992248054,0.02337984496124027,0.8221153846153847
26,56,4.045,74.0,2.985,0.108,0.00759,Arrington:1998ps,1.06,74.0,2.985,2.6036,0.2701,6.2117,0.104,0.052,0.052,0.0,0.0,0.104,0.04675968992248054,0.02337984496124027,1.0384615384615383
26,56,4.045,74.0,3.0,0.131,0.00821,Arrington:1998ps,1.045,74.0,3.0,2.6186,0.3862,6.1238,0.156,0.052,0.104,0.0,0.0,0.156,0.07013953488372082,0.02337984496124027,0.8397435897435898
26,56,4.045,74.0,3.015,0.162,0.00889,Arrington:1998ps,1.03,74.0,3.015,2.6336,0.5022,6.0359,0.156,0.052,0.104,0.0,0.0,0.156,0.07013953488372082,0.02337984496124027,1.0384615384615383
26,56,4.045,74.0,3.03,0.232,0.00993,Arrington:1998ps,1.015,74.0,3.03,2.6486,0.6183,5.948,0.208,0.052,0.156,0.0,0.0,0.208,0.09351937984496109,0.02337984496124027,1.1153846153846154
26,56,4.045,74.0,3.045,0.291,0.0319,Arrington:1998ps,1.0,74.0,3.045,2.6636,0.7343,5.8601,0.2599999999999999,0.052,0.208,0.0,0.0,0.2599999999999999,0.11689922480620132,0.02337984496124027,1.1192307692307693
26,56,4.045,74.0,3.06,0.278,0.0115,Arrington:1998ps,0.985,74.0,3.06,2.6786,0.8504,5.7722,0.312,0.052,0.2599999999999999,0.0,0.0,0.312,0.14027906976744164,0.02337984496124027,0.8910256410256411
26,56,4.045,74.0,3.075,0.463,0.0308,Arrington:1998ps,0.97,74.0,3.075,2.6936,0.9664,5.6843,0.364,0.104,0.312,0.0,0.0,0.364,0.312,0.052,1.483974358974359
26,56,4.045,74.0,3.09,0.427,0.029,Arrington:1998ps,0.955,74.0,3.09,2.7086,1.0825,5.5964,0.468,0.104,0.364,0.0,0.0,0.468,0.468,0.104,0.9123931623931624
26,56,4.045,74.0,3.105,0.586,0.0438,Arrington:1998ps,0.94,74.0,3.105,2.7236,1.1985,5.5085,0.572,0.104,0.468,0.0,0.0,0.572,0.572,0.104,1.0244755244755246
26,56,4.045,74.0,3.12,0.702,0.0464,Arrington:1998ps,0.925,74.0,3.12,2.7386,1.3146,5.4206,0.6759999999999999,0.104,0.572,0.0,0.0,0.6759999999999999,0.6759999999999999,0.104,1.0384615384615383
26,56,4.045,74.0,3.135,0.932,0.0409,Arrington:1998ps,0.91,74.0,3.135,2.7536,1.4306,5.3327,0.78,0.104,0.6759999999999999,0.0,0.0,0.78,0.78,0.104,1.1948717948717948
26,56,4.045,74.0,3.15,1.02,0.0425,Arrington:1998ps,0.895,74.0,3.15,2.7686,1.5467,5.2448,0.936,0.104,0.832,0.0,0.0,0.936,0.936,0.104,1.0897435897435896
26,56,4.045,74.0,3.165,1.21,0.061,Arrington:1998ps,0.88,74.0,3.165,2.7836,1.6627,5.1569,1.092,0.104,0.988,0.0,0.0,1.092,1.092,0.104,1.108058608058608
26,56,4.045,74.0,3.18,1.32,0.0475,Arrington:1998ps,0.865,74.0,3.18,2.7986,1.7788,5.069,1.3,0.104,1.196,0.0,0.0,1.3,1.3,0.104,1.015384615384615
26,56,4.045,74.0,3.195,1.59,0.0696,Arrington:1998ps,0.85,74.0,3.195,2.8136,1.8948,4.9811,1.508,0.104,1.404,0.0,0.0,1.508,1.508,0.104,1.0543766578249338
26,56,4.045,74.0,3.21,1.94,0.059,Arrington:1998ps,0.835,74.0,3.21,2.8286,2.0109,4.8932,1.768,0.104,1.664,0.0,0.0,1.768,1.768,0.104,1.097285067873303
26,56,4.045,74.0,3.225,2.52,0.0582,Arrington:1998ps,0.82,74.0,3.225,2.8436,2.1269,4.8053,2.028,0.104,1.924,0.0,0.0,2.028,2.028,0.104,1.2426035502958583
26,56,4.045,74.0,3.24,2.3,0.0644,Arrington:1998ps,0.805,74.0,3.24,2.8586,2.243,4.7174,2.34,0.104,2.236,0.0,0.0,2.34,2.34,0.104,0.9829059829059827
26,56,4.045,74.0,3.255,2.99,0.0736,Arrington:1998ps,0.79,74.0,3.255,2.8736,2.359,4.6295,2.704,0.104,2.6,0.0,0.0,2.704,2.704,0.104,1.105769230769231
26,56,4.045,74.0,3.27,3.36,0.0753,Arrington:1998ps,0.775,74.0,3.27,2.8886,2.4751,4.5416,3.068,0.104,3.016,0.0,0.0,3.068,3.068,0.104,1.0951760104302477
26,56,4.045,74.0,3.285,4.06,0.082,Arrington:1998ps,0.76,74.0,3.285,2.9036,2.5911,4.4537,3.536,0.052,3.432,0.0,0.0,3.536,3.588,0.104,1.1315496098104791
26,56,4.045,74.0,3.3,4.71,0.0881,Arrington:1998ps,0.745,74.0,3.3,2.9186,2.7072,4.3658,4.004,0.052,3.952,0.0,0.0,4.004,4.004,0.052,1.1763236763236764
26,56,4.045,74.0,3.315,5.58,0.096,Arrington:1998ps,0.73,74.0,3.315,2.9336,2.8232,4.2779,4.576,0.052,4.472,0.0,0.0,4.576,4.576,0.052,1.2194055944055946
26,56,4.045,74.0,3.33,5.82,0.0989,Arrington:1998ps,0.715,74.0,3.33,2.9486,2.9393,4.19,5.148,0.052,5.096,0.0,0.0,5.148,5.148,0.052,1.1305361305361306
26,56,4.045,74.0,3.345,7.07,0.109,Arrington:1998ps,0.7,74.0,3.345,2.9636,3.0553,4.1021,5.824,0.052,5.72,0.0,0.0,5.824,5.824,0.052,1.2139423076923077
26,56,4.045,74.0,3.36,8.67,0.121,Arrington:1998ps,0.685,74.0,3.36,2.9786,3.1714,4.0142,6.5,0.052,6.448,0.0,0.0,6.5,6.5,0.052,1.333846153846154
26,56,4.045,74.0,3.375,10.5,0.134,Arrington:1998ps,0.67,74.0,3.375,2.9936,3.2874,3.9263,7.2799999999999985,0.052,7.227999999999998,0.0,0.0,7.2799999999999985,7.2799999999999985,0.052,1.4423076923076923
26,56,4.045,74.0,3.39,8.63,0.134,Arrington:1998ps,0.655,74.0,3.39,3.0086,3.4035,3.8384,8.111999999999998,0.052,8.059999999999999,0.0,0.0,8.111999999999998,8.111999999999998,0.052,1.063856015779093
26,56,1.5,11.939,0.01,1490000.0,15400.0,Baran:1988tw,1.49,11.939,0.01,0.0077,0.8024,0.0967,74148.62,0.0,0.0,0.0,74148.62,0.0,66543.15703962183,0.0,20.094777219050066
26,56,1.5,11.939,0.02,1760000.0,13700.0,Baran:1988tw,1.48,11.939,0.02,0.0177,0.8218,0.096,1755978.276,0.0,0.0,0.0,1755978.276,0.0,2051074.1724288857,475207.5119565476,0.7700725285110253
26,56,1.5,11.939,0.03,2010000.0,14900.0,Baran:1988tw,1.47,11.939,0.03,0.0277,0.8413,0.0954,1316779.1,841493.3799999999,0.0,104693.628,370592.092,946187.008,1507562.7360357018,1174982.4698675924,1.196522837486118
26,56,1.5,11.939,0.04,2030000.0,24800.0,Baran:1988tw,1.46,11.939,0.04,0.0377,0.8607,0.0947,1939353.104,1344513.768,0.0,175581.95199999996,419257.384,1520095.668,1977871.5897218771,1601617.6561553048,0.9210819557525732
26,56,1.5,11.939,0.05,2170000.0,25400.0,Baran:1988tw,1.45,11.939,0.05,0.0477,0.8801,0.0941,2156442.9119999995,1696094.0359999998,178.56799999999998,229799.33599999995,230371.02400000003,1926071.888,2078470.6230009021,1871568.6706026972,0.9369494747189228
