Z,A,E0,ThetaDeg,nu,cross,error,ratio,ratio_error,dataSet
20,40,0.2,90,0.0325,35251,705.02,0.96735,0.061869734,15
20,40,0.2,90,0.0375,36696,733.92,1.06824,0.068605298,15
20,40,0.2,90,0.0425,36978,739.56,1.0655,0.06914679,15
20,40,0.2,90,0.0475,36241,724.82,1.12304,0.073700505,15
20,40,0.2,90,0.0525,34695,693.9,1.19037,0.077830811,15
20,40,0.2,90,0.0575,32569,651.38,1.24044,0.083278271,15
20,40,0.2,90,0.0625,30083,601.66,1.31303,0.089955457,15
20,40,0.2,90,0.0675,27425,548.5,1.34549,0.094498086,15
20,40,0.2,90,0.0725,24741,494.82,1.38636,0.099905824,15
20,40,0.2,90,0.0775,22139,442.78,1.32797,0.099816613,15
20,40,0.2,90,0.0825,19685,393.7,1.29032,0.101795784,15
20,40,0.2,90,0.0875,17417,348.34,1.19424,0.101985991,15
20,40,0.2,90,0.0925,15351,307.02,1.12696,0.106649078,15
20,40,0.2,90,0.0975,13485,269.7,1.07527,0.116914349,15
20,40,0.2,90,0.103,11654,233.08,0.88382,0.126390939,15
20,40,0.2,90,0.108,10174,203.48,0.74995,0.152127973,15
20,40,0.2,90,0.113,8852.3,177.046,0.66085,0.199316562,15
20,40,0.2,90,0.118,7674.7,153.494,0.41956,0.269232674,15
20,40,0.2,90,0.0147,21580,431.6,0.9507,0.047535218,16
20,40,0.2,90,0.0272,32428,648.56,0.81769,0.040884729,16
20,40,0.2,90,0.0377,36728,734.56,0.86424,0.043212263,16
20,40,0.2,90,0.0487,35938,718.76,0.99634,0.049816907,16
20,40,0.2,90,0.0586,32027,640.54,1.13614,0.056806757,16
20,40,0.2,90,0.0702,25994,519.88,1.33282,0.066640763,16
20,40,0.2,90,0.0806,20583,411.66,1.33527,0.066763348,16
20,40,0.2,90,0.0911,15909,318.18,1.45992,0.072995789,16
20,40,0.2,140,0.0225,3418.8,68.376,1.05008,0.066946297,17
20,40,0.2,140,0.0275,4168.3,83.366,0.98841,0.063169638,17
20,40,0.2,140,0.0325,5296.1,105.922,0.97619,0.062294896,17
20,40,0.2,140,0.0375,6555.6,131.112,1.02813,0.065490725,17
20,40,0.2,140,0.0425,7584,151.68,1.0087,0.064588476,17
20,40,0.2,140,0.0475,8430.2,168.604,1.03556,0.066740291,17
20,40,0.2,140,0.0525,9066.5,181.33,1.03347,0.066326587,17
20,40,0.2,140,0.0575,9473.4,189.468,1.06614,0.069740748,17
20,40,0.2,140,0.0625,9651,193.02,1.06725,0.070659414,17
20,40,0.2,140,0.0675,9617.8,192.356,1.14371,0.076796461,17
20,40,0.2,140,0.0725,9405.1,188.102,1.19084,0.081109079,17
20,40,0.2,140,0.0775,9050.9,181.018,1.29269,0.089398734,17
20,40,0.2,140,0.0825,8594.3,171.886,1.29155,0.092402406,17
20,40,0.2,140,0.0875,8071.4,161.428,1.30089,0.095373913,17
20,40,0.2,140,0.0925,7513.4,150.268,1.25642,0.094757367,17
20,40,0.2,140,0.0975,6944.7,138.894,1.27867,0.099007301,17
20,40,0.2,140,0.103,6327.8,126.556,1.22633,0.098401656,17
20,40,0.2,140,0.108,5787.6,115.752,1.15592,0.096326629,17
20,40,0.2,140,0.113,5273.4,105.468,1.079,0.09478913,17
20,40,0.2,140,0.118,4788.5,95.77,0.99405,0.093636629,17
20,40,0.219,140,0.0333,3187.7,63.754,1.06174,0.053086865,18
20,40,0.219,140,0.0437,5186.4,103.728,0.88557,0.044278498,18
20,40,0.219,140,0.0534,6766.4,135.328,0.89949,0.044974285,18
20,40,0.219,140,0.0655,7993.6,159.872,0.92084,0.046042209,18
20,40,0.219,140,0.0747,8275.7,165.514,0.98509,0.049254685,18
20,40,0.219,140,0.0839,8062.2,161.244,1.06039,0.053019647,18
20,40,0.219,140,0.0954,7333.5,146.67,1.16311,0.058155724,18
20,40,0.219,140,0.1057,6472.5,129.45,1.1725,0.058624797,18
20,40,0.219,140,0.1149,5679.8,113.596,1.17433,0.058716328,18
20,40,0.219,140,0.1259,4791,95.82,1.1272,0.056359841,18
20,40,0.219,140,0.1356,4073,81.46,1.04107,0.052053523,18
20,40,0.219,140,0.1466,3362.2,67.244,1.13795,0.05689727,18
20,40,0.24,60,0.0125,93054,1861.08,1.33256,0.079232811,19
20,40,0.24,60,0.0175,108740,2174.8,1.34265,0.082316627,19
20,40,0.24,60,0.0225,119790,2395.8,1.24384,0.077155689,19
20,40,0.24,60,0.0275,125980,2519.6,1.1351,0.07126655,19
20,40,0.24,60,0.0325,127440,2548.8,1.12994,0.071477872,19
20,40,0.24,60,0.0375,124790,2495.8,1.09784,0.070547319,19
20,40,0.24,60,0.0425,118930,2378.6,1.16875,0.075631128,19
20,40,0.24,60,0.0475,110890,2217.8,1.36171,0.088157814,19
20,40,0.24,60,0.0525,101580,2031.6,1.37822,0.09076137,19
20,40,0.24,60,0.0575,91758,1835.16,1.43857,0.091773796,19
20,40,0.24,60,0.0625,82004,1640.08,1.42676,0.093292035,19
20,40,0.24,60,0.0675,72700,1454,1.4718,0.098683906,19
20,40,0.24,60,0.0725,64076,1281.52,1.39366,0.097068169,19
20,40,0.24,60,0.0775,56243,1124.86,1.38151,0.100426542,19
20,40,0.24,60,0.0825,49229,984.58,1.32849,0.102762599,19
20,40,0.24,60,0.0875,43007,860.14,1.33234,0.109915595,19
20,40,0.24,60,0.0925,37523,750.46,1.14863,0.107954854,19
20,40,0.24,60,0.0975,32708,654.16,1.00281,0.118172313,19
20,40,0.24,60,0.103,28097,561.94,0.96807,0.136965512,19
20,40,0.24,60,0.108,24452,489.04,0.91608,0.162016195,19
20,40,0.24,60,0.113,21264,425.28,0.95467,0.202745956,19
20,40,0.24,60,0.118,18478,369.56,0.74683,0.247984089,19
20,40,0.24,90,0.0225,12677,253.54,1.08859,0.06621401,20
20,40,0.24,90,0.0275,15509,310.18,0.96073,0.058728738,20
20,40,0.24,90,0.0325,18558,371.16,0.90527,0.055530768,20
20,40,0.24,90,0.0375,21046,420.92,0.91229,0.056035826,20
20,40,0.24,90,0.0425,23025,460.5,0.92508,0.057026276,20
20,40,0.24,90,0.0475,24426,488.52,1.00712,0.062155899,20
20,40,0.24,90,0.0525,25220,504.4,1.03489,0.06423751,20
20,40,0.24,90,0.0575,25429,508.58,1.01852,0.06318298,20
20,40,0.24,90,0.0625,25119,502.38,1.04304,0.066341415,20
20,40,0.24,90,0.0675,24381,487.62,1.12793,0.07247939,20
20,40,0.24,90,0.0725,23317,466.34,1.16224,0.075393919,20
20,40,0.24,90,0.0775,22025,440.5,1.2622,0.082784109,20
20,40,0.24,90,0.0825,20595,411.9,1.26244,0.083954843,20
20,40,0.24,90,0.0875,19101,382.02,1.35071,0.090825088,20
20,40,0.24,90,0.0925,17603,352.06,1.28387,0.086859626,20
20,40,0.24,90,0.0975,16142,322.84,1.25139,0.087919093,20
20,40,0.24,90,0.103,14611,292.22,1.23195,0.089266991,20
20,40,0.24,90,0.108,13308,266.16,1.21731,0.091040727,20
20,40,0.24,90,0.113,12097,241.94,1.09945,0.086697528,20
20,40,0.24,90,0.118,10979,219.58,1.12943,0.092331724,20
20,40,0.24,90,0.123,9951.2,199.024,0.95265,0.085536418,20
20,40,0.24,90,0.128,9011.1,180.222,0.96548,0.0931621,20
20,40,0.24,90,0.133,8151.3,163.026,0.87839,0.098206666,20
20,40,0.24,90,0.138,7369.3,147.386,0.81419,0.109991587,20
20,40,0.24,90,0.143,6659.8,133.196,0.82885,0.135191297,20
20,40,0.24,140,0.0325,1722.1,34.442,1.38203,0.085258115,21
20,40,0.24,140,0.0375,2115.6,42.312,1.40386,0.086240783,21
20,40,0.24,140,0.0425,2562,51.24,1.39344,0.085507026,21
20,40,0.24,140,0.0475,3463.5,69.27,1.13758,0.070115201,21
20,40,0.24,140,0.0525,4194.5,83.89,1.1229,0.069384909,21
20,40,0.24,140,0.0575,4873.1,97.462,1.05067,0.064815005,21
20,40,0.24,140,0.0625,5489.1,109.782,1.03296,0.066050537,21
20,40,0.24,140,0.0675,6018.2,120.364,1.0219,0.06564172,21
20,40,0.24,140,0.0725,6439.2,128.784,1.07001,0.068942881,21
20,40,0.24,140,0.0775,6738.8,134.776,1.12483,0.072847094,21
20,40,0.24,140,0.0825,6914.3,138.286,1.08326,0.071055494,21
20,40,0.24,140,0.0875,6971.9,139.438,1.16037,0.076628753,21
20,40,0.24,140,0.0925,6924.3,138.486,1.19723,0.078721748,21
20,40,0.24,140,0.0975,6788.4,135.768,1.20647,0.081596989,21
20,40,0.24,140,0.103,6559.2,131.184,1.22423,0.084071228,21
20,40,0.24,140,0.108,6298.1,125.962,1.28134,0.089322494,21
20,40,0.24,140,0.113,6003.7,120.074,1.31419,0.093104086,21
20,40,0.24,140,0.118,5690.2,113.804,1.27588,0.092609399,21
20,40,0.24,140,0.123,5368.8,107.376,1.22187,0.089752645,21
20,40,0.24,140,0.128,5047.9,100.958,1.13513,0.085976941,21
20,40,0.24,140,0.133,4733.8,94.676,1.08581,0.084739533,21
20,40,0.24,140,0.138,4429.7,88.594,1.03393,0.0832404,21
20,40,0.24,140,0.143,4138.1,82.762,1.01738,0.084459293,21
20,40,0.24,140,0.148,3861.1,77.222,0.88317,0.077306467,21
20,40,0.24,140,0.153,3598,71.96,0.83658,0.077092551,21
20,40,0.24,140,0.158,3350.9,67.018,0.82068,0.079968665,21
20,40,0.248,90,0.029,13888,277.76,0.89972,0.044985887,22
20,40,0.248,90,0.0412,19951,399.02,0.81241,0.04062052,22
20,40,0.248,90,0.0501,22668,453.36,0.87011,0.04350547,22
20,40,0.248,90,0.0612,23693,473.86,0.90692,0.045345883,22
20,40,0.248,90,0.0739,22240,444.8,1.01928,0.050964029,22
20,40,0.248,90,0.085,19658,393.16,1.13389,0.056694476,22
20,40,0.248,90,0.095,16978,339.56,1.19871,0.059935799,22
20,40,0.248,90,0.1055,14240,284.8,1.19735,0.059867767,22
20,40,0.248,90,0.1198,11029,220.58,1.19395,0.059697706,22
20,40,0.248,90,0.1303,9065.6,181.312,1.08837,0.054418351,22
20,40,0.248,90,0.1404,7506.5,150.13,1.05621,0.052810364,22
20,40,0.249,140,0.0399,1801.1,36.022,1.12655,0.0563278,23
20,40,0.249,140,0.0542,3529.9,70.598,0.90616,0.045308082,23
20,40,0.249,140,0.0695,5317.1,106.342,0.88429,0.044214704,23
20,40,0.249,140,0.0854,6356,127.12,0.91399,0.045699654,23
20,40,0.249,140,0.0937,6476,129.52,1.01957,0.050978536,23
20,40,0.249,140,0.104,6290.7,125.814,1.07644,0.053821991,23
20,40,0.249,140,0.1257,5244.7,104.894,1.15693,0.057846397,23
20,40,0.249,140,0.1467,4086.4,81.728,1.05768,0.052883957,23
20,40,0.249,140,0.1564,3608.3,72.166,0.9963,0.049815148,23
20,40,0.249,140,0.1677,3114.2,62.284,0.9812,0.049060112,23
20,40,0.249,140,0.1775,2753.5,55.07,1.01212,0.050605774,23
20,40,0.25,50,0.0108,203130,4062.6,1.14833,0.057416433,24
20,40,0.25,50,0.0113,206810,4136.2,1.15659,0.057829892,24
20,40,0.25,50,0.0115,208160,4163.2,1.40001,0.07000048,24
20,40,0.25,50,0.012,211700,4234,1.17193,0.058596599,24
20,40,0.25,50,0.0131,217820,4356.4,1.64856,0.082428152,24
20,40,0.25,50,0.0135,220130,4402.6,1.24299,0.062149639,24
20,40,0.25,50,0.0137,221390,4427.8,1.26541,0.063270699,24
20,40,0.25,50,0.014,223030,4460.6,1.25078,0.06253912,24
20,40,0.25,50,0.0145,225490,4509.8,1.65303,0.082651115,24
20,40,0.25,50,0.0149,227240,4544.8,1.72126,0.086063193,24
20,40,0.25,50,0.0155,230090,4601.8,1.56323,0.078161154,24
20,40,0.25,50,0.0159,231710,4634.2,1.31664,0.065831859,24
20,40,0.25,50,0.0161,232700,4654,1.33909,0.066954448,24
20,40,0.25,50,0.0164,233710,4674.2,1.27489,0.063744812,24
20,40,0.25,50,0.0167,234860,4697.2,1.34952,0.067475943,24
20,40,0.25,50,0.0169,235840,4716.8,1.46471,0.073235668,24
20,40,0.25,50,0.0172,236920,4738.4,1.54822,0.077411362,24
20,40,0.25,50,0.0175,237740,4754.8,1.6802,0.084009843,24
20,40,0.25,50,0.0177,238530,4770.6,1.56266,0.07813273,24
20,40,0.25,50,0.018,239490,4789.8,1.50435,0.075217337,24
20,40,0.25,50,0.0182,240270,4805.4,1.53652,0.076826071,24
20,40,0.25,50,0.0185,241060,4821.2,1.54379,0.077189911,24
20,40,0.25,50,0.0187,241730,4834.6,1.59599,0.079799363,24
20,40,0.25,50,0.019,242570,4851.4,1.55621,0.077810529,24
20,40,0.25,50,0.0193,243300,4866,1.57349,0.078674476,24
20,40,0.25,50,0.0195,243870,4877.4,1.43839,0.071919465,24
20,40,0.25,50,0.0198,244550,4891,1.50235,0.075117154,24
20,40,0.25,50,0.0201,245180,4903.6,1.4888,0.074440003,24
20,40,0.25,50,0.0203,245670,4913.4,1.47859,0.073929255,24
20,40,0.25,50,0.0205,246140,4922.8,1.47576,0.073788088,24
20,40,0.25,50,0.0207,246620,4932.4,1.42475,0.071237937,24
20,40,0.25,50,0.021,247060,4941.2,1.39819,0.069909739,24
20,40,0.25,50,0.0213,247590,4951.8,1.34486,0.067243023,24
20,40,0.25,50,0.0215,248000,4960,1.28998,0.064499194,24
20,40,0.25,50,0.0218,248390,4967.8,1.20672,0.060335762,24
20,40,0.25,50,0.022,248790,4975.8,1.19762,0.059881024,24
20,40,0.25,50,0.0223,249100,4982,1.13656,0.05682778,24
20,40,0.25,50,0.0225,249400,4988,1.12567,0.05628348,24
20,40,0.25,50,0.0227,249650,4993,1.03658,0.051828961,24
20,40,0.25,50,0.023,249880,4997.6,1.03563,0.051781255,24
20,40,0.25,50,0.0232,250090,5001.8,1.05137,0.052568275,24
20,40,0.25,50,0.0232,250050,5001,1.05154,0.052576685,24
20,40,0.25,50,0.0235,250300,5006,1.02915,0.051457052,24
20,40,0.25,50,0.0238,250510,5010.2,0.96668,0.048333799,24
20,40,0.25,50,0.024,250660,5013.2,1.0253,0.05126506,24
20,40,0.25,50,0.0243,250760,5015.2,0.97755,0.048877413,24
20,40,0.25,50,0.0246,250860,5017.2,1.05997,0.052998485,24
20,40,0.25,50,0.0248,250900,5018,0.95098,0.047549223,24
20,40,0.25,50,0.025,250940,5018.8,0.98158,0.049079063,24
20,40,0.25,50,0.0253,250950,5019,0.91532,0.04576569,24
20,40,0.25,50,0.0254,250940,5018.8,1.05254,0.052626923,24
20,40,0.25,50,0.0258,250890,5017.8,1.01726,0.050862928,24
20,40,0.25,50,0.0258,250850,5017,1.01742,0.050871038,24
20,40,0.25,50,0.0259,250850,5017,0.93224,0.046612318,24
20,40,0.25,50,0.0263,250750,5015,1.05334,0.0526668,24
20,40,0.25,50,0.0266,250610,5012.2,1.00419,0.050209489,24
20,40,0.25,50,0.0268,250470,5009.4,1.02371,0.051185372,24
20,40,0.25,50,0.0271,250300,5006,0.94141,0.047070316,24
20,40,0.25,50,0.0273,250120,5002.4,1.04649,0.052324884,24
20,40,0.25,50,0.0276,249860,4997.2,1.08559,0.054279597,24
20,40,0.25,50,0.0279,249530,4990.6,1.00616,0.050307779,24
20,40,0.25,50,0.0283,249170,4983.4,1.04096,0.052047999,24
20,40,0.25,50,0.0288,248530,4970.6,1.13917,0.056958114,24
20,40,0.25,50,0.0288,248570,4971.4,1.13898,0.056948948,24
20,40,0.25,50,0.0288,248640,4972.8,1.13866,0.056932915,24
20,40,0.25,50,0.0288,248530,4970.6,1.0317,0.051584919,24
20,40,0.25,50,0.0288,248570,4971.4,1.03153,0.051576618,24
20,40,0.25,50,0.0288,248640,4972.8,1.03124,0.051562098,24
20,40,0.25,50,0.0287,248530,4970.6,0.97438,0.048718867,24
20,40,0.25,50,0.0287,248570,4971.4,0.97422,0.048711027,24
20,40,0.25,50,0.0287,248640,4972.8,0.97395,0.048697313,24
20,40,0.25,50,0.0293,247740,4954.8,1.09009,0.054504723,24
20,40,0.25,50,0.0296,247390,4947.8,1.03405,0.051702575,24
20,40,0.25,50,0.0298,246970,4939.4,1.11031,0.05551565,24
20,40,0.25,50,0.0301,246500,4930,1.05464,0.052731846,24
20,40,0.25,50,0.0303,246120,4922.4,1.07074,0.053536893,24
20,40,0.25,50,0.0305,245700,4914,1.14263,0.057131054,24
20,40,0.25,50,0.0309,245100,4902,1.16237,0.058118727,24
20,40,0.25,50,0.0309,245190,4903.8,1.16194,0.058097394,24
20,40,0.25,50,0.0308,245100,4902,1.01707,0.050853937,24
20,40,0.25,50,0.0308,245190,4903.8,1.0167,0.050835271,24
20,40,0.25,50,0.0312,244310,4886.2,1.09568,0.054783676,24
20,40,0.25,50,0.0315,243770,4875.4,1.10054,0.05502687,24
20,40,0.25,50,0.0319,242970,4859.4,1.13836,0.056918138,24
20,40,0.25,50,0.0319,242810,4856.2,1.13911,0.056955644,24
20,40,0.25,50,0.0319,242970,4859.4,0.92583,0.046291723,24
20,40,0.25,50,0.0319,242810,4856.2,0.92644,0.046322227,24
20,40,0.25,50,0.0322,242050,4841,1.11572,0.055785995,24
20,40,0.25,50,0.0325,241520,4830.4,0.99529,0.049764409,24
20,40,0.25,50,0.0327,240900,4818,1.12104,0.056052304,24
20,40,0.25,50,0.0232,250090,5001.8,0.80929,0.040464633,24
20,40,0.25,50,0.0232,250050,5001,0.80942,0.040471106,24
20,40,0.25,60,0.011,75967,1519.34,1.04443,0.052221623,25
20,40,0.25,60,0.0113,76793,1535.86,1.3629,0.068145013,25
20,40,0.25,60,0.0117,78001,1560.02,1.25627,0.062813682,25
20,40,0.25,60,0.012,78749,1574.98,1.11517,0.055758549,25
20,40,0.25,60,0.0123,79582,1591.64,1.32274,0.066136815,25
20,40,0.25,60,0.0126,80271,1605.42,1.47683,0.073841985,25
20,40,0.25,60,0.0129,81059,1621.18,1.36667,0.06833356,25
20,40,0.25,60,0.0132,81947,1638.94,1.43339,0.071669616,25
20,40,0.25,60,0.0135,82892,1657.84,1.29996,0.064997949,25
20,40,0.25,60,0.0139,83899,1677.98,1.21646,0.060823371,25
20,40,0.25,60,0.0143,84863,1697.26,1.29265,0.064632408,25
20,40,0.25,60,0.0146,85536,1710.72,1.48467,0.07423389,25
20,40,0.25,60,0.0149,86417,1728.34,1.51523,0.075761598,25
20,40,0.25,60,0.0153,87638,1752.76,1.39992,0.069996006,25
20,40,0.25,60,0.0155,88447,1768.94,1.5047,0.075235113,25
20,40,0.25,60,0.0157,89266,1785.32,1.33384,0.066692358,25
20,40,0.25,60,0.016,90132,1802.64,1.2563,0.062815093,25
20,40,0.25,60,0.0163,91191,1823.82,1.04019,0.052009628,25
20,40,0.25,60,0.0167,92261,1845.22,1.11092,0.055546222,25
20,40,0.25,60,0.017,93242,1864.84,1.24322,0.062160722,25
20,40,0.25,60,0.0173,93935,1878.7,1.29679,0.064839517,25
20,40,0.25,60,0.0176,94888,1897.76,1.47601,0.073800586,25
20,40,0.25,60,0.018,95751,1915.02,1.27586,0.063792859,25
20,40,0.25,60,0.0185,97245,1944.9,1.3096,0.065480076,25
20,40,0.25,60,0.0189,98072,1961.44,1.30445,0.065222592,25
20,40,0.25,60,0.0191,98650,1973,1.20842,0.060421287,25
20,40,0.25,60,0.0194,99386,1987.72,1.24736,0.06236804,25
20,40,0.25,60,0.0197,100000,2000,1.26007,0.0630037,25
20,40,0.25,60,0.0199,100430,2008.6,1.22394,0.061196754,25
20,40,0.25,60,0.0202,101100,2022,1.27722,0.06386093,25
20,40,0.25,60,0.0205,101850,2037,1.2987,0.064935395,25
20,40,0.25,60,0.0208,102580,2051.6,1.27944,0.063972119,25
20,40,0.25,60,0.0213,103500,2070,1.29362,0.064681256,25
20,40,0.25,60,0.0217,104290,2085.8,1.15683,0.057841404,25
20,40,0.25,60,0.0224,105730,2114.6,1.10022,0.055010877,25
20,40,0.25,60,0.0228,106420,2128.4,1.09694,0.054846833,25
20,40,0.25,60,0.0232,107240,2144.8,0.99487,0.049743566,25
20,40,0.25,60,0.0235,107670,2153.4,1.16349,0.058174422,25
20,40,0.25,60,0.0237,107980,2159.6,1.03933,0.05196666,25
20,40,0.25,60,0.024,108450,2169,1.01508,0.050753711,25
20,40,0.25,60,0.0243,108970,2179.4,1.05535,0.052767092,25
20,40,0.25,60,0.0246,109490,2189.8,0.97493,0.048746461,25
20,40,0.25,60,0.0252,110390,2207.8,1.02555,0.051277833,25
20,40,0.25,60,0.0256,110940,2218.8,1.05018,0.052509104,25
20,40,0.25,60,0.0262,111730,2234.6,1.04172,0.052085742,25
20,40,0.25,60,0.0262,111840,2236.8,1.04069,0.052034514,25
20,40,0.25,60,0.0263,111840,2236.8,0.9874,0.049369993,25
20,40,0.25,60,0.0268,112350,2247,1.04223,0.052111615,25
20,40,0.25,60,0.0271,112750,2255,1.0835,0.054175166,25
20,40,0.25,60,0.0275,113140,2262.8,0.99966,0.049982941,25
20,40,0.25,60,0.0282,113820,2276.4,1.12515,0.056257775,25
20,40,0.25,60,0.0284,114010,2280.2,0.93556,0.046777827,25
20,40,0.25,60,0.0293,114750,2295,0.75584,0.03779207,25
20,40,0.25,60,0.0291,114580,2291.6,0.89751,0.044875807,25
20,40,0.25,60,0.0294,114830,2296.6,1.04047,0.052023339,25
20,40,0.25,60,0.0299,115160,2303.2,0.96556,0.048277961,25
20,40,0.25,60,0.0305,115530,2310.6,1.12548,0.056274214,25
20,40,0.25,60,0.0305,115480,2309.6,1.12597,0.05629858,25
20,40,0.25,60,0.0312,115860,2317.2,1.07957,0.053978422,25
20,40,0.25,60,0.0318,116120,2322.4,1.17008,0.058504306,25
20,40,0.25,60,0.0318,116130,2322.6,1.16998,0.058499268,25
20,40,0.25,60,0.0319,116120,2322.4,1.02895,0.051447468,25
20,40,0.25,60,0.0319,116130,2322.6,1.02886,0.051443038,25
20,40,0.25,60,0.0313,115920,2318.4,0.85017,0.042508454,25
20,40,0.25,60,0.0304,115530,2310.6,0.93238,0.046619147,25
20,40,0.25,60,0.0304,115480,2309.6,0.93278,0.046639331,25
20,40,0.25,60,0.032,116130,2322.6,0.96368,0.048183846,25
20,40,0.25,60,0.032,116160,2323.2,0.96343,0.048171402,25
20,40,0.25,60,0.0327,116340,2326.8,1.14441,0.05722056,25
20,40,0.25,60,0.0325,116310,2326.2,1.04001,0.052000172,25
20,40,0.25,70,0.0139,34493,689.86,1.18185,0.05909257,26
20,40,0.25,70,0.0142,34819,696.38,1.36743,0.068371866,26
20,40,0.25,70,0.0145,35251,705.02,1.45487,0.072743468,26
20,40,0.25,70,0.0145,35218,704.36,1.45623,0.07281163,26
20,40,0.25,70,0.0145,35251,705.02,1.29826,0.064912768,26
20,40,0.25,70,0.0145,35218,704.36,1.29947,0.064973593,26
20,40,0.25,70,0.0149,35723,714.46,1.75062,0.087531002,26
20,40,0.25,70,0.0151,36026,720.52,1.37807,0.068903292,26
20,40,0.25,70,0.0153,36302,726.04,1.57416,0.07870806,26
20,40,0.25,70,0.0156,36645,732.9,1.57018,0.078508664,26
20,40,0.25,70,0.0159,36987,739.74,1.55872,0.077935761,26
20,40,0.25,70,0.0161,37255,745.1,1.34454,0.067227218,26
20,40,0.25,70,0.0163,37622,752.44,1.11817,0.055908511,26
20,40,0.25,70,0.0166,37946,758.92,1.08446,0.054223107,26
20,40,0.25,70,0.017,38416,768.32,1.14008,0.057003853,26
20,40,0.25,70,0.0174,38941,778.82,1.28402,0.064201227,26
20,40,0.25,70,0.0176,39240,784.8,1.35573,0.067786442,26
20,40,0.25,70,0.0178,39512,790.24,1.46754,0.073376696,26
20,40,0.25,70,0.0181,39841,796.82,1.37842,0.068920961,26
20,40,0.25,70,0.0183,40145,802.9,1.2892,0.064460331,26
20,40,0.25,70,0.0185,40408,808.16,1.27657,0.063828202,26
20,40,0.25,70,0.0188,40765,815.3,1.30261,0.065130872,26
20,40,0.25,70,0.019,41035,820.7,1.23972,0.061986109,26
20,40,0.25,70,0.0193,41445,828.9,1.35444,0.0677218,26
20,40,0.25,70,0.0196,41759,835.18,1.31782,0.065890946,26
20,40,0.25,70,0.0197,42325,846.5,1.36901,0.068450325,26
20,40,0.25,70,0.02,42914,858.28,1.31801,0.065900638,26
20,40,0.25,70,0.0203,43408,868.16,1.26469,0.063234427,26
20,40,0.25,70,0.0206,43881,877.62,1.34105,0.067052711,26
20,40,0.25,70,0.0208,44223,884.46,1.25489,0.062744273,26
20,40,0.25,70,0.0211,44724,894.48,1.3271,0.066354977,26
20,40,0.25,70,0.0214,45144,902.88,1.24475,0.062237507,26
20,40,0.25,70,0.0216,45584,911.68,1.225,0.06125,26
20,40,0.25,70,0.022,46059,921.18,1.29615,0.064807529,26
20,40,0.25,70,0.0223,46535,930.7,1.24924,0.062462233,26
20,40,0.25,70,0.0226,46976,939.52,1.12251,0.056125681,26
20,40,0.25,70,0.0228,47311,946.22,1.16437,0.058218385,26
20,40,0.25,70,0.0231,47669,953.38,1.23059,0.061529506,26
20,40,0.25,70,0.0233,47963,959.26,1.10832,0.055415841,26
20,40,0.25,70,0.0236,48311,966.22,1.12009,0.056004637,26
20,40,0.25,70,0.0239,48839,976.78,1.12965,0.056482729,26
20,40,0.25,70,0.0242,49128,982.56,1.08717,0.054358207,26
20,40,0.25,70,0.0244,49445,988.9,1.06354,0.053176863,26
20,40,0.25,70,0.025,50196,1003.92,1.1454,0.057270101,26
20,40,0.25,70,0.0251,50196,1003.92,1.02998,0.051498924,26
20,40,0.25,70,0.0251,50290,1005.8,1.02806,0.051402665,26
20,40,0.25,70,0.0247,49872,997.44,0.94239,0.047119827,26
20,40,0.25,70,0.0254,50739,1014.78,1.04715,0.052357161,26
20,40,0.25,70,0.0257,51014,1020.28,1.09684,0.054841808,26
20,40,0.25,70,0.0259,51339,1026.78,1.02469,0.051234734,26
20,40,0.25,70,0.0262,51643,1032.86,0.96651,0.048325426,26
20,40,0.25,70,0.0263,51799,1035.98,0.89155,0.044577695,26
20,40,0.25,70,0.0266,52140,1042.8,1.04402,0.052200806,26
20,40,0.25,70,0.0268,52377,1047.54,1.04673,0.052336522,26
20,40,0.25,70,0.027,52632,1052.64,1.04731,0.052365481,26
20,40,0.25,70,0.0273,52876,1057.52,1.03925,0.051962516,26
20,40,0.25,70,0.0275,53159,1063.18,1.06927,0.053463383,26
20,40,0.25,70,0.0278,53423,1068.46,1.05907,0.052953784,26
20,40,0.25,70,0.028,53717,1074.34,1.03799,0.051899399,26
20,40,0.25,70,0.0282,53921,1078.42,0.97015,0.048507261,26
20,40,0.25,70,0.0285,54239,1084.78,1.03041,0.051520677,26
20,40,0.25,70,0.0288,54518,1090.36,1.04268,0.052133791,26
20,40,0.25,70,0.029,54676,1093.52,0.95434,0.047716914,26
