Z,A,E0,ThetaDeg,nu,cross,error,ratio,ratio_error,dataSet
20,40,0.48,140,0.243,1019.5,20.39,1.09858,0.069977146,49
20,40,0.48,140,0.248,1044.7,20.894,1.11037,0.070919116,49
20,40,0.48,140,0.253,1064.2,21.284,1.1558,0.07388987,49
20,40,0.48,140,0.258,1078.6,21.572,1.16818,0.072983497,49
20,40,0.48,140,0.263,1088.6,21.772,1.10233,0.069731306,49
20,40,0.48,140,0.268,1095.2,21.904,1.10482,0.070402118,49
20,40,0.48,140,0.273,1099.2,21.984,1.14629,0.073171488,49
20,40,0.48,140,0.278,1101.2,22.024,1.08064,0.070111515,49
20,40,0.48,140,0.283,1102.5,22.05,1.08844,0.071132426,49
20,40,0.48,140,0.288,1103.7,22.074,1.09631,0.072103833,49
20,40,0.48,140,0.293,1105.5,22.11,1.10357,0.072919041,49
20,40,0.48,140,0.298,1109.1,22.182,1.06393,0.070670724,49
20,40,0.48,140,0.303,1115.3,22.306,1.04008,0.069844347,49
20,40,0.48,140,0.308,1124.7,22.494,1.00471,0.070169201,49
20,40,0.48,140,0.313,1138.3,22.766,1.03663,0.072498023,49
20,40,0.48,140,0.318,1156.6,23.132,1.02888,0.072447605,49
20,40,0.48,140,0.323,1180.9,23.618,1.07545,0.075866458,49
20,40,0.48,140,0.328,1211.6,24.232,1.08121,0.076628755,49
20,40,0.48,140,0.333,1249.4,24.988,1.0325,0.072782456,49
20,40,0.48,140,0.338,1294.8,25.896,1.05036,0.075927325,49
20,40,0.48,140,0.343,1348.1,26.962,1.01625,0.074419553,49
20,40,0.48,140,0.348,1409.6,28.192,1.07123,0.078295261,49
20,40,0.48,140,0.353,1479.2,29.584,1.06814,0.078647918,49
20,40,0.48,140,0.358,1556.4,31.128,1.04729,0.077964534,49
20,40,0.48,140,0.363,1640.8,32.816,1.06046,0.08046136,49
20,40,0.48,140,0.368,1731.1,34.622,1.08024,0.082519785,49
20,40,0.48,140,0.373,1826.2,36.524,1.02398,0.079891578,49
20,40,0.48,140,0.378,1924,38.48,1.0499,0.082720374,49
20,40,0.48,140,0.383,2022.6,40.452,1.02344,0.082156136,49
20,40,0.48,140,0.388,2119.5,42.39,0.98136,0.082663836,49
20,40,0.48,140,0.393,2212.4,44.248,0.98988,0.084675014,49
20,40,0.48,140,0.398,2298.4,45.968,0.98764,0.086417943,49
20,40,0.5,60,0.0459,4558.7,91.174,0.92132,0.059267993,50
20,40,0.5,60,0.0557,6432.8,128.656,1.03687,0.066704235,50
20,40,0.5,60,0.0658,9610.2,192.204,0.90945,0.058259245,50
20,40,0.5,60,0.0757,12447,248.94,0.89982,0.055289307,50
20,40,0.5,60,0.0856,15047,300.94,0.87725,0.055028245,50
20,40,0.5,60,0.0955,17124,342.48,0.911,0.057467473,50
20,40,0.5,60,0.105,18440,368.8,0.94902,0.060767354,50
20,40,0.5,60,0.114,19039,380.78,0.97694,0.061137665,50
20,40,0.5,60,0.125,19011,380.22,1.02046,0.066137499,50
20,40,0.5,60,0.135,18426,368.52,1.12884,0.071209161,50
20,40,0.5,60,0.145,17489,349.78,1.18932,0.075024301,50
20,40,0.5,60,0.155,16356,327.12,1.13108,0.070922597,50
20,40,0.5,60,0.165,15152,303.04,1.23416,0.081213041,50
20,40,0.5,60,0.175,13966,279.32,1.1528,0.076384076,50
20,40,0.5,60,0.184,12958,259.16,1.13443,0.07322133,50
20,40,0.5,60,0.194,11941,238.82,1.03006,0.066376853,50
20,40,0.5,60,0.204,11053,221.06,0.90202,0.057825206,50
20,40,0.5,60,0.214,10305,206.1,0.9442,0.060506938,50
20,40,0.5,60,0.224,9712.3,194.246,0.85973,0.06024886,50
20,40,0.5,60,0.234,9276.8,185.536,0.92381,0.065437651,50
20,40,0.5,60,0.244,9009.6,180.192,0.92457,0.068056961,50
20,40,0.5,60,0.253,8912.5,178.25,0.95933,0.072120281,50
20,40,0.5,60,0.263,8963.9,179.278,0.97168,0.074815873,50
20,40,0.5,60,0.273,9179.3,183.586,0.94996,0.073095552,50
20,40,0.5,60,0.283,9538.7,190.774,1.02844,0.078044178,50
20,40,0.5,60,0.293,10020,200.4,1.01796,0.078589222,50
20,40,0.545,45.5,0.0464,30424,608.48,0.90488,0.045358927,51
20,40,0.545,45.5,0.0864,53597,1071.94,0.9633,0.048137023,51
20,40,0.545,45.5,0.1243,44808,896.16,1.15917,0.058025353,51
20,40,0.545,45.5,0.1595,31298,625.96,1.17803,0.058789699,51
20,40,0.545,45.5,0.1957,21882,437.64,1.08034,0.053925601,51
20,40,0.545,45.5,0.2384,17365,347.3,1.18284,0.059314714,51
20,40,0.545,45.5,0.2779,18693,373.86,1.26036,0.063125234,51
20,40,0.56,60,0.0525,1973.4,39.468,1.22124,0.076886085,52
20,40,0.56,60,0.0575,2353.2,47.064,1.20262,0.074625191,52
20,40,0.56,60,0.0625,2791.9,55.838,1.21065,0.074239765,52
20,40,0.56,60,0.0675,3291.7,65.834,1.19087,0.072301243,52
20,40,0.56,60,0.0725,4233.5,84.67,1.0724,0.06453053,52
20,40,0.56,60,0.0775,5074.1,101.482,1.07999,0.064286869,52
20,40,0.56,60,0.0825,5923.1,118.462,1.05181,0.062225186,52
20,40,0.56,60,0.0875,6790.9,135.818,1.03226,0.060859827,52
20,40,0.56,60,0.0925,7667.1,153.342,0.99907,0.05881298,52
20,40,0.56,60,0.0975,8533.6,170.672,0.96091,0.056518117,52
20,40,0.56,60,0.103,9449.9,188.998,0.95451,0.056008318,52
20,40,0.56,60,0.108,10226,204.52,0.98768,0.057844123,52
20,40,0.56,60,0.113,10926,218.52,0.96101,0.05632052,52
20,40,0.56,60,0.118,11536,230.72,0.98821,0.057756328,52
20,40,0.56,60,0.123,12043,240.86,1.03795,0.060099228,52
20,40,0.56,60,0.128,12442,248.84,1.00466,0.058457643,52
20,40,0.56,60,0.133,12733,254.66,0.99741,0.058158407,52
20,40,0.56,60,0.138,12918,258.36,0.99861,0.061507741,52
20,40,0.56,60,0.143,13004,260.08,0.96893,0.059941172,52
20,40,0.56,60,0.148,13002,260.04,1.0383,0.064061529,52
20,40,0.56,60,0.153,12920,258.4,1.05263,0.065008514,52
20,40,0.56,60,0.158,12772,255.44,1.04134,0.06467507,52
20,40,0.56,60,0.163,12567,251.34,1.0265,0.064168059,52
20,40,0.56,60,0.168,12317,246.34,1.03921,0.065244297,52
20,40,0.56,60,0.173,12032,240.64,1.00565,0.063723737,52
20,40,0.56,60,0.178,11723,234.46,1.07481,0.067872814,52
20,40,0.56,60,0.183,11395,227.9,1.00044,0.064279245,52
20,40,0.56,60,0.188,11060,221.2,1.04882,0.067327306,52
20,40,0.56,60,0.193,10720,214.4,1.11007,0.07096306,52
20,40,0.56,60,0.198,10384,207.68,1.09784,0.070780046,52
20,40,0.56,60,0.203,10054,201.08,1.04436,0.068388303,52
20,40,0.56,60,0.208,9735.6,194.712,1.01483,0.062424812,52
20,40,0.56,60,0.213,9430.5,188.61,0.96814,0.060231271,52
20,40,0.56,60,0.218,9143.9,182.878,1.00067,0.06259911,52
20,40,0.56,60,0.223,8876.5,177.53,0.93167,0.059111249,52
20,40,0.56,60,0.228,8628.8,172.576,0.92249,0.05889498,52
20,40,0.56,60,0.233,8405.6,168.112,0.91011,0.058424265,52
20,40,0.56,60,0.238,8204.9,164.098,0.92993,0.059682019,52
20,40,0.56,60,0.243,8031.8,160.636,0.89146,0.05783523,52
20,40,0.56,60,0.248,7885.2,157.704,0.88013,0.057351367,52
20,40,0.56,60,0.253,7764.5,155.29,0.85904,0.05641561,52
20,40,0.56,60,0.258,7674.2,153.484,0.88348,0.057794689,52
20,40,0.56,60,0.263,7611.1,152.222,0.91051,0.059282101,52
20,40,0.56,60,0.268,7579.9,151.598,0.95384,0.061723506,52
20,40,0.56,60,0.273,7578.4,151.568,0.93555,0.060771403,52
20,40,0.56,60,0.278,7605,152.1,0.91519,0.058980276,52
20,40,0.56,60,0.283,7663.2,153.264,0.94869,0.063455606,52
20,40,0.56,60,0.288,7748.2,154.964,0.91118,0.061405746,52
20,40,0.56,60,0.293,7863.1,157.262,0.92712,0.062191248,52
20,40,0.56,60,0.298,8003.9,160.078,0.92955,0.062212297,52
20,40,0.56,60,0.303,8167.5,163.35,0.93786,0.062623569,52
20,40,0.56,60,0.308,8354.1,167.082,0.96599,0.064095354,52
20,40,0.56,60,0.313,8558.2,171.164,0.98385,0.06503003,52
20,40,0.56,60,0.318,8778.9,175.578,1.0024,0.066001549,52
20,40,0.56,60,0.323,9010.8,180.216,1.02322,0.067228215,52
20,40,0.56,60,0.328,9249.2,184.984,1.00117,0.066081823,52
20,40,0.56,60,0.333,9491.2,189.824,0.97143,0.064513971,52
20,40,0.56,60,0.338,9730.8,194.616,0.95676,0.064225244,52
20,40,0.56,60,0.343,9964.6,199.292,0.93631,0.063128676,52
20,40,0.56,60,0.348,10187,203.74,0.95907,0.06460322,52
20,40,0.56,60,0.353,10394,207.88,0.97171,0.06559111,52
20,40,0.56,60,0.358,10580,211.6,0.94518,0.064473157,52
20,40,0.56,60,0.363,10743,214.86,0.97738,0.066593782,52
20,40,0.56,60,0.368,10879,217.58,0.94678,0.065532953,52
20,40,0.56,60,0.373,10985,219.7,0.96495,0.067273828,52
20,40,0.56,60,0.378,11058,221.16,0.94954,0.065625791,52
20,40,0.56,60,0.383,11098,221.96,0.96414,0.069460804,52
20,40,0.56,60,0.388,11103,222.06,0.90066,0.067347023,52
20,40,0.56,60,0.393,11074,221.48,0.92108,0.070287159,52
20,40,0.56,60,0.398,11010,220.2,0.92643,0.072776022,52
20,40,0.56,60,0.403,10913,218.26,0.93467,0.076140841,52
20,40,0.56,60,0.408,10786,215.72,0.91971,0.079086316,52
20,40,0.56,60,0.413,10629,212.58,0.85615,0.077996049,52
20,40,0.56,60,0.418,10446,208.92,0.88263,0.086818687,52
20,40,0.56,60,0.423,10241,204.82,0.86515,0.094549556,52
20,40,0.56,60,0.428,10015,200.3,0.83674,0.10467998,52
20,40,0.628,45.5,0.0614,16703,334.06,1.03454,0.051727235,53
20,40,0.628,45.5,0.1101,33817,676.34,0.96815,0.048496318,53
20,40,0.628,45.5,0.1556,28685,573.7,1.07722,0.053686596,53
20,40,0.628,45.5,0.1989,20238,404.76,0.97984,0.049016701,53
20,40,0.628,45.5,0.236,15967,319.34,0.91689,0.045844554,53
20,40,0.628,45.5,0.2857,15436,308.72,0.96398,0.048199015,53
20,40,0.628,45.5,0.3323,18579,371.58,0.97207,0.048603262,53
20,40,0.628,45.5,0.3757,20314,406.28,0.97027,0.048488727,53
20,40,0.628,45.5,0.419,18375,367.5,1.04054,0.052027211,53
20,40,0.681,45.5,0.0535,5877.8,117.556,1.0145,0.050699241,54
20,40,0.681,45.5,0.0952,19306,386.12,0.83446,0.041696882,54
20,40,0.681,45.5,0.1401,25494,509.88,0.9108,0.045500902,54
20,40,0.681,45.5,0.1818,21023,420.46,1.05789,0.052799315,54
20,40,0.681,45.5,0.2214,16051,321.02,1.05414,0.052706996,54
20,40,0.681,45.5,0.2545,13662,273.24,1.06061,0.053066901,54
20,40,0.681,45.5,0.2898,13335,266.7,1.08886,0.054443195,54
20,40,0.681,45.5,0.323,14792,295.84,1.09045,0.054488913,54
20,40,0.681,45.5,0.3519,16562,331.24,1.05362,0.052711025,54
20,40,0.681,45.5,0.3818,17734,354.68,1.04207,0.052103304,54
20,40,0.681,45.5,0.4086,17596,351.92,1.05138,0.052568766,54
20,40,0.681,45.5,0.4332,16485,329.7,1.08826,0.054413103,54
20,40,0.681,45.5,0.4545,15016,300.32,1.20538,0.060269046,54
20,40,0.681,45.5,0.4749,13451,269.02,1.30399,0.065199613,54
20,40,0.739,45.5,0.0672,4077.5,81.55,1.06045,0.052973636,55
20,40,0.739,45.5,0.1121,14066,281.32,0.83819,0.041874022,55
20,40,0.739,45.5,0.1526,18938,378.76,0.94889,0.047470694,55
20,40,0.739,45.5,0.199,16461,329.22,1.06373,0.053155944,55
20,40,0.739,45.5,0.2412,12986,259.72,1.03727,0.051825042,55
20,40,0.739,45.5,0.28,11371,227.42,1.02014,0.051006947,55
20,40,0.739,45.5,0.3165,11685,233.7,1.003,0.050149765,55
20,40,0.739,45.5,0.3518,13227,264.54,0.99115,0.049595524,55
20,40,0.739,45.5,0.3815,14598,291.96,0.96794,0.048362789,55
20,40,0.739,45.5,0.4113,15199,303.98,0.95862,0.047897888,55
20,40,0.739,45.5,0.4412,14682,293.64,0.97807,0.048903419,55
20,40,0.739,45.5,0.4667,13515,270.3,0.99593,0.049796522,55
20,40,0.739,45.5,0.491,12087,241.74,1.07057,0.053528584,55
20,40,0.739,45.5,0.512,10829,216.58,1.16539,0.058269462,55
20,40,0.739,45.5,0.533,9685.3,193.706,1.26893,0.063395042,55
20,40,0.782,45.5,0.068,2295,45.9,1.02048,0.050980392,56
20,40,0.782,45.5,0.108,8146.1,162.922,0.9213,0.046034299,56
20,40,0.782,45.5,0.1468,14112,282.24,0.91553,0.045776644,56
20,40,0.782,45.5,0.1969,14645,292.9,1.09525,0.054762718,56
20,40,0.782,45.5,0.2843,10149,202.98,1.12425,0.056261701,56
20,40,0.782,45.5,0.3234,10182,203.64,1.06953,0.053427617,56
20,40,0.782,45.5,0.358,11344,226.88,0.99788,0.049894217,56
20,40,0.782,45.5,0.4004,12983,259.66,0.96973,0.04844797,56
20,40,0.782,45.5,0.425,13385,267.7,0.96825,0.048412402,56
20,40,0.782,45.5,0.454,13059,261.18,0.95796,0.047859714,56
20,40,0.782,45.5,0.4854,11903,238.06,0.99639,0.049819373,56
20,40,0.782,45.5,0.5111,10651,213.02,1.08253,0.054173317,56
20,40,0.782,45.5,0.5368,9403.9,188.078,1.19844,0.059868778,56
20,40,0.782,45.5,0.5592,8456.2,169.124,1.30082,0.065041035,56
20,40,0.782,45.5,0.5793,7756,155.12,1.4015,0.070010315,56
20,40,0.841,45.5,0.0787,1400.1,28.002,0.74709,0.037354475,57
20,40,0.841,45.5,0.125,5866,117.32,0.98057,0.049096488,57
20,40,0.841,45.5,0.1658,10427,208.54,1.05304,0.052651769,57
20,40,0.841,45.5,0.1985,11558,231.16,1.09102,0.05459422,57
20,40,0.841,45.5,0.2636,9467.1,189.342,1.19466,0.059680367,57
20,40,0.841,45.5,0.3061,8390.2,167.804,1.12953,0.056494482,57
20,40,0.841,45.5,0.35,8673.9,173.478,1.10769,0.055338429,57
20,40,0.841,45.5,0.3972,10121,202.42,1.07894,0.053947238,57
20,40,0.841,45.5,0.4422,11123,222.46,1.04558,0.052324013,57
20,40,0.841,45.5,0.4883,10666,213.32,1.066,0.053347084,57
20,40,0.841,45.5,0.5309,9237,184.74,1.15297,0.057702717,57
