Z,A,E0,ThetaDeg,nu,cross,error,dataSet,normalization,normError,normCross,system_err,normCrossError,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),nuel,Ex,Ep,R,Veff,Eeff,Ep_eff,F2foc,Q2,Q2eff,qv,W2,RT,RTerr,qvbin,qvcenter,Q2bin,Q2center
26,56,0.2356,180,0.0468,3940,205.080472,Hotta:1984,1,0,3940,0.05,205.080472,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.044690852,0.1888,4.433234524,0.0089,0.2445,0.1977,1.076978801,0.17792512,0.1933506,0.4422,0.774827975,42.1672553,2.194842797,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.2356,180,0.0567,4940,254.1830049,Hotta:1984,1,0,4940,0.05,254.1830049,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.054590852,0.1789,4.433234524,0.0089,0.2445,0.1878,1.076978801,0.16859536,0.1836684,0.4323,0.803087981,52.86960436,2.720355244,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.2356,180,0.0666,5890,302.9376999,Hotta:1984,1,0,5890,0.05,302.9376999,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.064490852,0.169,4.433234524,0.0089,0.2445,0.1779,1.076978801,0.1592656,0.1739862,0.4224,0.831347986,63.03683596,3.242145007,"[0.340,0.428]",0.38,"[0.145,0.206]",0.16
26,56,0.2356,180,0.0765,6930,354.3137734,Hotta:1984,1,0,6930,0.05,354.3137734,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.074390852,0.1591,4.433234524,0.0089,0.2445,0.168,1.076978801,0.14993584,0.164304,0.4125,0.859607992,74.16727899,3.791989679,"[0.340,0.428]",0.38,"[0.145,0.206]",0.16
26,56,0.2356,180,0.0864,7870,402.7880957,Hotta:1984,1,0,7870,0.05,402.7880957,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.084290852,0.1492,4.433234524,0.0089,0.2445,0.1581,1.076978801,0.14060608,0.1546218,0.4026,0.887867997,84.2274871,4.310778797,"[0.340,0.428]",0.38,"[0.145,0.206]",0.16
26,56,0.2356,180,0.0964,8330,424.8861612,Hotta:1984,1,0,8330,0.05,424.8861612,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.094290852,0.1392,4.433234524,0.0089,0.2445,0.1481,1.076978801,0.13118208,0.1448418,0.3926,0.916413457,89.15056767,4.547280008,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2356,180,0.1063,8240,419.6951274,Hotta:1984,1,0,8240,0.05,419.6951274,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.104190852,0.1293,4.433234524,0.0089,0.2445,0.1382,1.076978801,0.12185232,0.1351596,0.3827,0.944673462,88.18735625,4.491723753,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2356,180,0.1162,8170,413.7973538,Hotta:1984,1,0,8170,0.05,413.7973538,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.114090852,0.1194,4.433234524,0.0089,0.2445,0.1283,1.076978801,0.11252256,0.1254774,0.3728,0.972933468,87.43819182,4.42860372,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2356,180,0.1261,7790,399.0980456,Hotta:1984,1,0,7790,0.05,399.0980456,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.123990852,0.1095,4.433234524,0.0089,0.2445,0.1184,1.076978801,0.1031928,0.1157952,0.3629,1.001193473,83.37129918,4.271286593,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2356,180,0.136,6770,347.8250279,Hotta:1984,1,0,6770,0.05,347.8250279,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.133890852,0.0996,4.433234524,0.0089,0.2445,0.1085,1.076978801,0.09386304,0.106113,0.353,1.029453479,72.45490314,3.72254486,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2356,180,0.146,5750,297.6327435,Hotta:1984,1,0,5750,0.05,297.6327435,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.143890852,0.0896,4.433234524,0.0089,0.2445,0.0985,1.076978801,0.08443904,0.096333,0.343,1.057998939,61.53850709,3.185369513,"[0.340,0.428]",0.38,"[0.070,0.100]",0.093
26,56,0.2356,180,0.1559,5100,301.0398645,Hotta:1984,1,0,5100,0.05,301.0398645,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.153790852,0.0797,4.433234524,0.0089,0.2445,0.0886,1.076978801,0.07510928,0.0866508,0.3331,1.086258944,54.58198021,3.221833711,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093
26,56,0.2356,180,0.1658,4870,297.5453747,Hotta:1984,1,0,4870,0.05,297.5453747,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.163690852,0.0698,4.433234524,0.0089,0.2445,0.0787,1.076978801,0.06577952,0.0769686,0.3232,1.114518949,52.12043992,3.184434461,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093
26,56,0.2356,180,0.1757,4830,307.2820366,Hotta:1984,1,0,4830,0.05,307.2820366,3.141592654,1,3.75E-33,2.67E+32,0.002109148,0.173590852,0.0599,4.433234524,0.0089,0.2445,0.0688,1.076978801,0.05644976,0.0672864,0.3133,1.142778955,51.69234596,3.288639615,"[0.270,0.340]",0.3,"[0.045,0.070]",0.056
26,56,0.2519,180,0.0073,53,11.31470282,Hotta:1984,1,0,53,0.05,11.31470282,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.004890406,0.2446,4.433234524,0.0089,0.2608,0.2535,1.071911275,0.24645896,0.2644512,0.5143,0.629603808,0.648426483,0.138429301,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2519,180,0.0173,487,42.63710239,Hotta:1984,1,0,487,0.05,42.63710239,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.014890406,0.2346,4.433234524,0.0089,0.2608,0.2435,1.071911275,0.23638296,0.2540192,0.5043,0.658801268,5.958182965,0.521642006,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2519,180,0.0272,1040,72.13875519,Hotta:1984,1,0,1040,0.05,72.13875519,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.024790406,0.2247,4.433234524,0.0089,0.2608,0.2336,1.071911275,0.22640772,0.24369152,0.4944,0.687706754,12.72384042,0.882578855,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2519,180,0.0371,1970,118.0137704,Hotta:1984,1,0,1970,0.05,118.0137704,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.034690406,0.2148,4.433234524,0.0089,0.2608,0.2237,1.071911275,0.21643248,0.23336384,0.4845,0.716612239,24.10189002,1.443834982,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2519,180,0.047,2720,157.2800051,Hotta:1984,1,0,2720,0.05,157.2800051,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.044590406,0.2049,4.433234524,0.0089,0.2608,0.2138,1.071911275,0.20645724,0.22303616,0.4746,0.745517725,33.27773648,1.924236236,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2519,180,0.0569,3940,218.2773465,Hotta:1984,1,0,3940,0.05,218.2773465,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.054490406,0.195,4.433234524,0.0089,0.2608,0.2039,1.071911275,0.196482,0.21270848,0.4647,0.77442321,48.20378005,2.670505888,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2519,180,0.0668,4380,245.0734584,Hotta:1984,1,0,4380,0.05,245.0734584,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.064390406,0.1851,4.433234524,0.0089,0.2608,0.194,1.071911275,0.18650676,0.2023808,0.4548,0.803328695,53.5869433,2.998341899,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.2519,180,0.0768,5460,299.4294575,Hotta:1984,1,0,5460,0.05,299.4294575,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.074390406,0.1751,4.433234524,0.0089,0.2608,0.184,1.071911275,0.17643076,0.1919488,0.4448,0.832526155,66.80016219,3.663358301,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.2519,180,0.0867,6230,335.6445292,Hotta:1984,1,0,6230,0.05,335.6445292,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.084290406,0.1652,4.433234524,0.0089,0.2608,0.1741,1.071911275,0.16645552,0.18162112,0.4349,0.861431641,76.22069789,4.106430218,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.2519,180,0.0966,6920,366.218514,Hotta:1984,1,0,6920,0.05,366.218514,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.094190406,0.1553,4.433234524,0.0089,0.2608,0.1642,1.071911275,0.15648028,0.17129344,0.425,0.890337126,84.66247663,4.480486471,"[0.340,0.428]",0.38,"[0.145,0.206]",0.16
26,56,0.2519,180,0.1065,7290,389.3960067,Hotta:1984,1,0,7290,0.05,389.3960067,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.104090406,0.1454,4.433234524,0.0089,0.2608,0.1543,1.071911275,0.14650504,0.16096576,0.4151,0.919242612,89.18922755,4.764050623,"[0.340,0.428]",0.38,"[0.145,0.206]",0.16
26,56,0.2519,180,0.1164,7500,396.5677748,Hotta:1984,1,0,7500,0.05,396.5677748,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.113990406,0.1355,4.433234524,0.0089,0.2608,0.1444,1.071911275,0.1365298,0.15063808,0.4052,0.948148097,91.75846455,4.851793347,"[0.340,0.428]",0.38,"[0.145,0.206]",0.16
26,56,0.2519,180,0.1264,6840,367.6805679,Hotta:1984,1,0,6840,0.05,367.6805679,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.123990406,0.1255,4.433234524,0.0089,0.2608,0.1344,1.071911275,0.1264538,0.14020608,0.3952,0.977345557,83.68371967,4.498373914,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2519,180,0.1363,6770,361.5401084,Hotta:1984,1,0,6770,0.05,361.5401084,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.133890406,0.1156,4.433234524,0.0089,0.2608,0.1245,1.071911275,0.11647856,0.1298784,0.3853,1.006251042,82.82730734,4.423248696,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2519,180,0.1462,5850,318.484301,Hotta:1984,1,0,5850,0.05,318.484301,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.143790406,0.1057,4.433234524,0.0089,0.2608,0.1146,1.071911275,0.10650332,0.11955072,0.3754,1.035156528,71.57160235,3.89648406,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2519,180,0.1561,5030,279.9665159,Hotta:1984,1,0,5030,0.05,279.9665159,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.153690406,0.0958,4.433234524,0.0089,0.2608,0.1047,1.071911275,0.09652808,0.10922304,0.3655,1.064062013,61.53934356,3.425239683,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2519,180,0.1661,4150,240.2025187,Hotta:1984,1,0,4150,0.05,240.2025187,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.163690406,0.0858,4.433234524,0.0089,0.2608,0.0947,1.071911275,0.08645208,0.09879104,0.3555,1.093259473,50.77301705,2.938748573,"[0.340,0.428]",0.38,"[0.070,0.100]",0.093
26,56,0.2519,180,0.176,4310,251.1598097,Hotta:1984,1,0,4310,0.05,251.1598097,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.173590406,0.0759,4.433234524,0.0089,0.2608,0.0848,1.071911275,0.07647684,0.08846336,0.3456,1.122164959,52.73053096,3.072805133,"[0.340,0.428]",0.38,"[0.070,0.100]",0.093
26,56,0.2519,180,0.1859,4130,247.8129335,Hotta:1984,1,0,4130,0.05,247.8129335,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.183490406,0.066,4.433234524,0.0089,0.2608,0.0749,1.071911275,0.0665016,0.07813568,0.3357,1.151070444,50.52832781,3.031857903,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093
26,56,0.2519,180,0.1958,4790,289.1439953,Hotta:1984,1,0,4790,0.05,289.1439953,3.141592654,1,3.75E-33,2.67E+32,0.002409594,0.193390406,0.0561,4.433234524,0.0089,0.2608,0.065,1.071911275,0.05652636,0.067808,0.3258,1.179975929,58.60307269,3.537521205,"[0.270,0.340]",0.3,"[0.045,0.070]",0.056
26,56,0.2712,180,0.0077,8,4.019950248,Hotta:1984,1,0,8,0.05,4.019950248,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.004909071,0.2635,4.433234524,0.0089,0.2801,0.2724,1.066711181,0.2858448,0.30519696,0.5525,0.589608667,0.113448275,0.057007053,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.2712,180,0.0177,212,23.52360517,Hotta:1984,1,0,212,0.05,23.52360517,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.014909071,0.2535,4.433234524,0.0089,0.2801,0.2624,1.066711181,0.2749968,0.29399296,0.5425,0.619578127,3.006379287,0.333589053,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.2712,180,0.0276,608,43.41842927,Hotta:1984,1,0,608,0.05,43.41842927,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.024809071,0.2436,4.433234524,0.0089,0.2801,0.2525,1.066711181,0.26425728,0.282901,0.5326,0.649247892,8.622068898,0.615718238,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.2712,180,0.0375,1070,67.40363492,Hotta:1984,1,0,1070,0.05,67.40363492,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.034709071,0.2337,4.433234524,0.0089,0.2801,0.2426,1.066711181,0.25351776,0.27180904,0.5227,0.678917658,15.17370678,0.955853264,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2712,180,0.0474,1630,96.6760053,Hotta:1984,1,0,1630,0.05,96.6760053,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.044609071,0.2238,4.433234524,0.0089,0.2801,0.2327,1.066711181,0.24277824,0.26071708,0.5128,0.708587423,23.11508603,1.370965754,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2712,180,0.0573,2570,144.9180803,Hotta:1984,1,0,2570,0.05,144.9180803,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.054509071,0.2139,4.433234524,0.0089,0.2801,0.2228,1.066711181,0.23203872,0.24962512,0.5029,0.738257188,36.44525834,2.055088278,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2712,180,0.0673,3090,172.6245927,Hotta:1984,1,0,3090,0.05,172.6245927,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.064509071,0.2039,4.433234524,0.0089,0.2801,0.2128,1.066711181,0.22119072,0.23842112,0.4929,0.768226648,43.81939621,2.447995282,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2712,180,0.0772,4030,216.8000231,Hotta:1984,1,0,4030,0.05,216.8000231,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.074409071,0.194,4.433234524,0.0089,0.2801,0.2029,1.066711181,0.2104512,0.22732916,0.483,0.797896414,57.14956852,3.074448579,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2712,180,0.0871,4620,245.4587542,Hotta:1984,1,0,4620,0.05,245.4587542,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.084309071,0.1841,4.433234524,0.0089,0.2801,0.193,1.066711181,0.19971168,0.2162372,0.4731,0.827566179,65.5163788,3.48085903,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2712,180,0.097,5540,292.8378391,Hotta:1984,1,0,5540,0.05,292.8378391,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.094209071,0.1742,4.433234524,0.0089,0.2801,0.1831,1.066711181,0.18897216,0.20514524,0.4632,0.857235945,78.56293042,4.152743461,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.2712,180,0.107,6010,317.9878142,Hotta:1984,1,0,6010,0.05,317.9878142,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.104209071,0.1642,4.433234524,0.0089,0.2801,0.1731,1.066711181,0.17812416,0.19394124,0.4532,0.887205405,85.22801657,4.509396123,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.2712,180,0.1169,6190,326.5061255,Hotta:1984,1,0,6190,0.05,326.5061255,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.114109071,0.1543,4.433234524,0.0089,0.2801,0.1632,1.066711181,0.16738464,0.18284928,0.4433,0.91687517,87.78060276,4.630194589,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.2712,180,0.1268,6450,340.743672,Hotta:1984,1,0,6450,0.05,340.743672,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.124009071,0.1444,4.433234524,0.0089,0.2801,0.1533,1.066711181,0.15664512,0.17175732,0.4334,0.946544935,91.4676717,4.832097724,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.2712,180,0.1367,6180,327.3301086,Hotta:1984,1,0,6180,0.05,327.3301086,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.133909071,0.1345,4.433234524,0.0089,0.2801,0.1434,1.066711181,0.1459056,0.16066536,0.4235,0.976214701,87.63879242,4.641879521,"[0.340,0.428]",0.38,"[0.145,0.206]",0.16
26,56,0.2712,180,0.1466,6380,335.8362696,Hotta:1984,1,0,6380,0.05,335.8362696,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.143809071,0.1246,4.433234524,0.0089,0.2801,0.1335,1.066711181,0.13516608,0.1495734,0.4136,1.005884466,90.47499929,4.762505683,"[0.340,0.428]",0.38,"[0.145,0.206]",0.16
26,56,0.2712,180,0.1566,5140,276.1340254,Hotta:1984,1,0,5140,0.05,276.1340254,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.153809071,0.1146,4.433234524,0.0089,0.2801,0.1235,1.066711181,0.12431808,0.1383694,0.4036,1.035853926,72.89051667,3.915866106,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2712,180,0.1665,4690,251.9012703,Hotta:1984,1,0,4690,0.05,251.9012703,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.163709071,0.1047,4.433234524,0.0089,0.2801,0.1136,1.066711181,0.11357856,0.12727744,0.3937,1.065523692,66.5090512,3.572220573,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2712,180,0.1764,4400,239.2404648,Hotta:1984,1,0,4400,0.05,239.2404648,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.173609071,0.0948,4.433234524,0.0089,0.2801,0.1037,1.066711181,0.10283904,0.11618548,0.3838,1.095193457,62.39655124,3.392677255,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2712,180,0.1863,4360,270.4144967,Hotta:1984,1,0,4360,0.05,270.4144967,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.183509071,0.0849,4.433234524,0.0089,0.2801,0.0938,1.066711181,0.09209952,0.10509352,0.3739,1.124863222,61.82930986,3.834757272,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2712,180,0.1962,4590,297.9433671,Hotta:1984,1,0,4590,0.05,297.9433671,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.193409071,0.075,4.433234524,0.0089,0.2801,0.0839,1.066711181,0.08136,0.09400156,0.364,1.154532988,65.09094777,4.22514513,"[0.340,0.428]",0.38,"[0.070,0.100]",0.093
26,56,0.2712,180,0.2061,4280,304.7704054,Hotta:1984,1,0,4280,0.05,304.7704054,3.141592654,1,3.75E-33,2.67E+32,0.002790929,0.203309071,0.0651,4.433234524,0.0089,0.2801,0.074,1.066711181,0.07062048,0.0829096,0.3541,1.184202753,60.69482711,4.321959594,"[0.340,0.428]",0.38,"[0.070,0.100]",0.093
26,56,0.2928,180,0.0082,7,3.020347662,Hotta:1984,1,0,7,0.05,3.020347662,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.004949458,0.2846,4.433234524,0.0089,0.3017,0.2935,1.061716277,0.33332352,0.3541958,0.5952,0.5415481,0.115709422,0.049926097,"[0.523,0.609]",0.57,"[0.322,0.438]",0.38
26,56,0.2928,180,0.0181,42,8.271033793,Hotta:1984,1,0,42,0.05,8.271033793,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.014849458,0.2747,4.433234524,0.0089,0.3017,0.2836,1.061716277,0.32172864,0.34224848,0.5853,0.572073225,0.694256532,0.136719506,"[0.523,0.609]",0.57,"[0.322,0.438]",0.38
26,56,0.2928,180,0.0281,170,15.53222457,Hotta:1984,1,0,170,0.05,15.53222457,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.024849458,0.2647,4.433234524,0.0089,0.3017,0.2736,1.061716277,0.31001664,0.33018048,0.5753,0.602906685,2.810085962,0.25674639,"[0.523,0.609]",0.57,"[0.322,0.438]",0.38
26,56,0.2928,180,0.038,389,28.62346066,Hotta:1984,1,0,389,0.05,28.62346066,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.034749458,0.2548,4.433234524,0.0089,0.3017,0.2637,1.061716277,0.29842176,0.31823316,0.5654,0.633431811,6.430137878,0.473143441,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.2928,180,0.0479,877,55.48713815,Hotta:1984,1,0,877,0.05,55.48713815,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.044649458,0.2449,4.433234524,0.0089,0.3017,0.2538,1.061716277,0.28682688,0.30628584,0.5555,0.663956936,14.49673758,0.917197812,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.2928,180,0.0578,1380,81.83520025,Hotta:1984,1,0,1380,0.05,81.83520025,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.054549458,0.235,4.433234524,0.0089,0.3017,0.2439,1.061716277,0.275232,0.29433852,0.5456,0.694482061,22.81128605,1.352729103,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.2928,180,0.0678,1860,105.5888252,Hotta:1984,1,0,1860,0.05,105.5888252,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.064549458,0.225,4.433234524,0.0089,0.3017,0.2339,1.061716277,0.26352,0.28227052,0.5356,0.725315521,30.74564641,1.745374561,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.2928,180,0.0777,2670,144.7696446,Hotta:1984,1,0,2670,0.05,144.7696446,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.074449458,0.2151,4.433234524,0.0089,0.3017,0.224,1.061716277,0.25192512,0.2703232,0.5257,0.755840647,44.13487952,2.393030271,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.2928,180,0.0876,3450,184.6950189,Hotta:1984,1,0,3450,0.05,184.6950189,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.084349458,0.2052,4.433234524,0.0089,0.3017,0.2141,1.061716277,0.24033024,0.25837588,0.5158,0.786365772,57.02821511,3.052993411,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2928,180,0.0975,3980,210.6228857,Hotta:1984,1,0,3980,0.05,210.6228857,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.094249458,0.1953,4.433234524,0.0089,0.3017,0.2042,1.061716277,0.22873536,0.24642856,0.5059,0.816890898,65.78907135,3.481578909,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2928,180,0.1074,4780,253.3317982,Hotta:1984,1,0,4780,0.05,253.3317982,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.104149458,0.1854,4.433234524,0.0089,0.3017,0.1943,1.061716277,0.21714048,0.23448124,0.496,0.847416023,79.01300529,4.187553706,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2928,180,0.1173,5370,283.8243295,Hotta:1984,1,0,5370,0.05,283.8243295,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.114049458,0.1755,4.433234524,0.0089,0.3017,0.1844,1.061716277,0.2055456,0.22253392,0.4861,0.877941148,88.76565657,4.691592729,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2928,180,0.1273,5680,295.0525377,Hotta:1984,1,0,5680,0.05,295.0525377,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.124049458,0.1655,4.433234524,0.0089,0.3017,0.1744,1.061716277,0.1938336,0.21046592,0.4761,0.908774608,93.88993097,4.877194084,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.2928,180,0.1372,5830,306.9010427,Hotta:1984,1,0,5830,0.05,306.9010427,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.133949458,0.1556,4.433234524,0.0089,0.3017,0.1645,1.061716277,0.18223872,0.1985186,0.4662,0.939299734,96.36941858,5.073048893,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.2928,180,0.1471,5640,296.3190848,Hotta:1984,1,0,5640,0.05,296.3190848,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.143849458,0.1457,4.433234524,0.0089,0.3017,0.1546,1.061716277,0.17064384,0.18657128,0.4563,0.969824859,93.22873427,4.898130002,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.2928,180,0.157,5670,299.3129633,Hotta:1984,1,0,5670,0.05,299.3129633,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.153749458,0.1358,4.433234524,0.0089,0.3017,0.1447,1.061716277,0.15904896,0.17462396,0.4464,1.000349985,93.7246318,4.947618567,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.2928,180,0.1669,4880,258.3815009,Hotta:1984,1,0,4880,0.05,258.3815009,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.163649458,0.1259,4.433234524,0.0089,0.3017,0.1348,1.061716277,0.14745408,0.16267664,0.4365,1.03087511,80.66599703,4.271024874,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.2928,180,0.1769,4920,263.3476789,Hotta:1984,1,0,4920,0.05,263.3476789,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.173649458,0.1159,4.433234524,0.0089,0.3017,0.1248,1.061716277,0.13574208,0.15060864,0.4265,1.06170857,81.32719373,4.353115387,"[0.340,0.428]",0.38,"[0.145,0.206]",0.16
26,56,0.2928,180,0.1868,4480,244.4994888,Hotta:1984,1,0,4480,0.05,244.4994888,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.183549458,0.106,4.433234524,0.0089,0.3017,0.1149,1.061716277,0.1241472,0.13866132,0.4166,1.092233695,74.05403006,4.041556359,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2928,180,0.1967,4170,231.67488,Hotta:1984,1,0,4170,0.05,231.67488,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.193449458,0.0961,4.433234524,0.0089,0.3017,0.105,1.061716277,0.11255232,0.126714,0.4067,1.122758821,68.92975566,3.829566635,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.2928,180,0.2066,3960,223.1882613,Hotta:1984,1,0,3960,0.05,223.1882613,3.141592654,1,3.75E-33,2.67E+32,0.003250542,0.203349458,0.0862,4.433234524,0.0089,0.3017,0.0951,1.061716277,0.10095744,0.11476668,0.3968,1.153283946,65.458473,3.68928353,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
