Z,A,E0,ThetaDeg,nu,cross,ratio,ratio_error,dataSet
26,56,1.2047,55,0.3813,694.86,1.08223,0.010016406,E04001
26,56,1.2047,55,0.3951,810.28,1.05519,0.008552599,E04001
26,56,1.2047,55,0.4089,917.91,1.05021,0.007408134,E04001
26,56,1.2047,55,0.4227,1013.1,1.03642,0.006524529,E04001
26,56,1.2047,55,0.4364,1092.9,1.01565,0.00584683,E04001
26,56,1.2047,55,0.4502,1158.3,1.04463,0.005991539,E04001
26,56,1.2047,55,0.4778,1251.2,1.039,0.005722506,E04001
26,56,1.2047,55,0.4915,1283.9,1.03591,0.005530026,E04001
26,56,1.2047,55,0.5053,1312.2,1.01357,0.005380277,E04001
26,56,1.2047,55,0.5191,1338.7,1.02338,0.005430642,E04001
26,56,1.2047,55,0.5329,1366.5,1.03183,0.005510428,E04001
26,56,1.2047,55,0.5466,1397.2,1.01632,0.00543945,E04001
26,56,1.2047,55,0.5604,1433.3,1.01165,0.005414079,E04001
26,56,1.2047,55,0.5742,1475.3,1.05063,0.006425812,E04001
26,56,1.2047,55,0.5879,1523.4,1.14875,0.007089405,E04001
26,56,1.2047,55,0.6017,1577.3,1.13485,0.006263869,E04001
26,56,1.2047,55,0.6155,1635.6,1.12497,0.006058939,E04001
26,56,1.2047,55,0.6293,1696.4,1.10823,0.005788729,E04001
26,56,1.2047,55,0.643,1757.3,1.12104,0.005679167,E04001
26,56,1.2047,55,0.6568,1815.9,1.09037,0.005396773,E04001
26,56,1.2047,55,0.6706,1869.7,1.10178,0.005722843,E04001
26,56,1.2047,55,0.6844,1916.5,1.06966,0.006313592,E04001
26,56,1.2047,55,0.6981,1954.7,1.02829,0.005034021,E04001
26,56,1.2047,55,0.7119,1984.6,1.01784,0.004917868,E04001
26,56,1.2047,55,0.7257,2006.2,1.01186,0.00485495,E04001
26,56,1.2047,55,0.7395,2020.7,1.00955,0.004825061,E04001
26,56,1.2047,55,0.7532,2029.8,1.01488,0.005025126,E04001
26,56,1.2047,55,0.7808,2040.6,0.99481,0.004469274,E04001
26,56,1.2047,55,0.7946,2046.2,0.99208,0.004461929,E04001
26,56,1.2047,55,0.8083,2054.6,0.98316,0.004443687,E04001
26,56,1.2047,55,0.8221,2066.4,0.98238,0.004548974,E04001
26,56,1.2047,70,0.4678,88.154,1.13098,0.022347256,E04001
26,56,1.2047,70,0.4794,109.96,1.10949,0.017915606,E04001
26,56,1.2047,70,0.4909,134.37,1.09399,0.015926174,E04001
26,56,1.2047,70,0.5025,161.18,1.09815,0.014393845,E04001
26,56,1.2047,70,0.514,189.03,1.07919,0.012802201,E04001
26,56,1.2047,70,0.5256,217.46,1.05767,0.011450382,E04001
26,56,1.2047,70,0.5371,245.12,1.06478,0.010443864,E04001
26,56,1.2047,70,0.5487,271.82,1.03009,0.009454786,E04001
26,56,1.2047,70,0.5602,296.71,1.00435,0.008661656,E04001
26,56,1.2047,70,0.5718,320.15,1.03701,0.009308137,E04001
26,56,1.2047,70,0.5949,362.1,1.03563,0.011295222,E04001
26,56,1.2047,70,0.6065,381.38,1.02522,0.010829094,E04001
26,56,1.2047,70,0.618,399.79,1.01553,0.010455489,E04001
26,56,1.2047,70,0.6296,418.05,1.00227,0.010166248,E04001
26,56,1.2047,70,0.6411,436.22,1.01325,0.010086654,E04001
26,56,1.2047,70,0.6527,455.08,1.00202,0.009800475,E04001
26,56,1.2047,70,0.6642,474.5,0.99684,0.009694415,E04001
26,56,1.2047,70,0.6873,516.83,1.05838,0.010680495,E04001
26,56,1.2047,70,0.6989,540.05,1.09064,0.009739839,E04001
26,56,1.2047,70,0.7105,564.69,1.0767,0.009367972,E04001
26,56,1.2047,70,0.722,590.22,1.08095,0.009183017,E04001
26,56,1.2047,70,0.7336,616.83,1.07971,0.008932769,E04001
26,56,1.2047,70,0.7451,643.66,1.06889,0.008607029,E04001
26,56,1.2047,70,0.7567,670.7,1.10482,0.009557179,E04001
26,56,1.25,85,0.8331,235.47,1.29103,0.022932858,Chen:1990kq
26,56,1.25,85,0.8414,245.97,1.31723,0.023702077,Chen:1990kq
26,56,1.25,85,0.8498,256.93,1.3311,0.02494843,Chen:1990kq
26,56,1.25,85,0.8581,268.09,1.34656,0.026110634,Chen:1990kq
26,56,1.299,37.5,0.153,734.88,1.89147,0.141519704,Sealock:1989nx
26,56,1.299,37.5,0.163,1046,1.42447,0.102294455,Sealock:1989nx
26,56,1.299,37.5,0.173,1373.2,1.39091,0.085930673,Sealock:1989nx
26,56,1.299,37.5,0.183,1749,1.27501,0.058319039,Sealock:1989nx
26,56,1.299,37.5,0.193,2180.2,1.30722,0.052747454,Sealock:1989nx
26,56,1.299,37.5,0.203,2666.9,1.25614,0.066369193,Sealock:1989nx
26,56,1.299,37.5,0.213,3203.1,1.15513,0.068683463,Sealock:1989nx
26,56,1.299,37.5,0.223,3776.3,1.10161,0.062495035,Sealock:1989nx
26,56,1.299,37.5,0.233,4368.3,1.1675,0.058832956,Sealock:1989nx
26,56,1.299,37.5,0.243,4957.1,1.1418,0.054870791,Sealock:1989nx
26,56,1.299,37.5,0.253,5519,1.13608,0.040043486,Sealock:1989nx
26,56,1.299,37.5,0.263,6033,1.10061,0.035637328,Sealock:1989nx
26,56,1.299,37.5,0.273,6482.4,1.1323,0.041805504,Sealock:1989nx
26,56,1.299,37.5,0.283,6856.7,1.04715,0.047398895,Sealock:1989nx
26,56,1.299,37.5,0.293,7151.9,1.08642,0.046561054,Sealock:1989nx
26,56,1.299,37.5,0.303,7369.3,0.91325,0.042202109,Sealock:1989nx
26,56,1.299,37.5,0.313,7514.6,1.00072,0.043781439,Sealock:1989nx
26,56,1.299,37.5,0.317,7514.6,1.06193,0.09448274,Sealock:1989nx
26,56,1.299,37.5,0.313,7554.4,0.99545,0.043550778,Sealock:1989nx
26,56,1.299,37.5,0.317,7554.4,1.05634,0.093984962,Sealock:1989nx
26,56,1.299,37.5,0.327,7613.2,0.97988,0.039405244,Sealock:1989nx
26,56,1.299,37.5,0.337,7622.1,0.98529,0.039621627,Sealock:1989nx
26,56,1.299,37.5,0.347,7593.6,1.02981,0.040297092,Sealock:1989nx
26,56,1.299,37.5,0.357,7537.6,0.99236,0.039667799,Sealock:1989nx
26,56,1.299,37.5,0.367,7464.7,1.03286,0.040323121,Sealock:1989nx
26,56,1.299,37.5,0.377,7384,1.013,0.03968039,Sealock:1989nx
26,56,1.299,37.5,0.387,7303.8,0.99674,0.029162902,Sealock:1989nx
26,56,1.299,37.5,0.397,7231.4,1.02193,0.027933733,Sealock:1989nx
26,56,1.299,37.5,0.407,7172.4,0.98015,0.038201997,Sealock:1989nx
26,56,1.299,37.5,0.417,7131.4,0.96475,0.037860729,Sealock:1989nx
26,56,1.299,37.5,0.427,7110.6,0.97882,0.038112114,Sealock:1989nx
26,56,1.299,37.5,0.437,7113.8,0.95589,0.037392111,Sealock:1989nx
26,56,1.299,37.5,0.447,7140.3,0.97335,0.027729927,Sealock:1989nx
26,56,1.299,37.5,0.457,7189.2,1.00011,0.027541312,Sealock:1989nx
26,56,1.299,37.5,0.467,7258.4,0.99195,0.036096109,Sealock:1989nx
26,56,1.299,37.5,0.477,7344,0.9409,0.034994553,Sealock:1989nx
26,56,1.299,37.5,0.487,7443.9,0.9135,0.03398756,Sealock:1989nx
26,56,1.299,37.5,0.497,7552.4,0.95202,0.03085112,Sealock:1989nx
26,56,1.299,37.5,0.507,7664.3,0.95247,0.023224561,Sealock:1989nx
26,56,1.299,37.5,0.517,7773.9,0.90302,0.026241655,Sealock:1989nx
26,56,1.299,37.5,0.527,7877.9,0.91014,0.030084159,Sealock:1989nx
26,56,1.299,37.5,0.537,7970.4,1.02755,0.031867911,Sealock:1989nx
26,56,1.299,37.5,0.547,8047.6,1.00651,0.031189423,Sealock:1989nx
26,56,1.299,37.5,0.557,8106,1.0153,0.022452504,Sealock:1989nx
26,56,1.299,37.5,0.567,8144,0.95653,0.024189587,Sealock:1989nx
26,56,1.299,37.5,0.577,8159.8,0.93262,0.031005662,Sealock:1989nx
26,56,1.299,37.5,0.587,8152.9,0.96898,0.030909247,Sealock:1989nx
26,56,1.299,37.5,0.597,8124.5,1.00068,0.028432519,Sealock:1989nx
26,56,1.299,37.5,0.607,8075.2,1.00307,0.021299782,Sealock:1989nx
26,56,1.299,37.5,0.617,8007.6,0.96284,0.026100205,Sealock:1989nx
26,56,1.299,37.5,0.627,7923.8,0.94525,0.028143063,Sealock:1989nx
26,56,1.299,37.5,0.637,7826.9,0.97612,0.028747014,Sealock:1989nx
26,56,1.299,37.5,0.647,7720.1,1.0246,0.023056696,Sealock:1989nx
26,56,1.299,37.5,0.657,7606.8,0.99779,0.021296735,Sealock:1989nx
26,56,1.299,37.5,0.667,7490.1,0.97328,0.028037009,Sealock:1989nx
26,56,1.299,37.5,0.677,7373.2,1.02262,0.029024033,Sealock:1989nx
26,56,1.299,37.5,0.687,7258.8,1.03323,0.026863944,Sealock:1989nx
26,56,1.299,37.5,0.697,7149.3,1.03367,0.022519687,Sealock:1989nx
26,56,1.299,37.5,0.707,7046.5,0.9934,0.030653516,Sealock:1989nx
26,56,1.299,37.5,0.717,6951.9,1.0774,0.031933716,Sealock:1989nx
26,56,1.299,37.5,0.727,6866.8,1.0893,0.030145046,Sealock:1989nx
26,56,1.299,37.5,0.737,6791.6,1.11167,0.025914365,Sealock:1989nx
26,56,1.299,37.5,0.747,6725.8,1.127,0.036575575,Sealock:1989nx
26,56,1.299,37.5,0.757,6669.6,1.15599,0.037333573,Sealock:1989nx
26,56,1.299,37.5,0.767,6623.1,1.26376,0.038803581,Sealock:1989nx
26,56,1.299,37.5,0.777,6583.8,1.1103,0.058324979,Sealock:1989nx
26,56,1.5,11.939,0.02,1216900,1.4463,0.011258115,Baran:1988tw
26,56,1.5,11.939,0.03,1697100,1.18437,0.008779683,Baran:1988tw
26,56,1.5,11.939,0.04,2050600,0.98995,0.012094021,Baran:1988tw
26,56,1.5,11.939,0.05,2251200,0.96393,0.011282871,Baran:1988tw
26,56,1.5,11.939,0.06,2303300,0.98554,0.011331568,Baran:1988tw
26,56,1.5,11.939,0.07,2238100,1.00979,0.011974443,Baran:1988tw
26,56,1.5,11.939,0.08,2096900,1.09209,0.009347131,Baran:1988tw
26,56,1.5,11.939,0.09,1916200,1.12723,0.010124204,Baran:1988tw
26,56,1.5,11.939,0.1,1723000,1.17818,0.014915844,Baran:1988tw
26,56,1.5,11.939,0.11,1534400,1.10792,0.015771637,Baran:1988tw
26,56,1.5,11.939,0.12,1359600,1.09591,0.016990291,Baran:1988tw
26,56,1.5,11.939,0.13,1203000,1.02244,0.017955112,Baran:1988tw
26,56,1.5,11.939,0.14,1065400,0.98555,0.013046743,Baran:1988tw
26,56,1.5,11.939,0.15,946390,0.94676,0.018068661,Baran:1988tw
26,56,1.5,11.939,0.16,844850,0.89247,0.018938273,Baran:1988tw
26,56,1.5,11.939,0.17,759330,0.84943,0.020017647,Baran:1988tw
26,56,1.5,11.939,0.18,688940,0.86074,0.021337127,Baran:1988tw
26,56,1.5,11.939,0.19,632300,0.88566,0.017871264,Baran:1988tw
26,56,1.5,11.939,0.2,588810,0.93409,0.029381294,Baran:1988tw
26,56,1.5,11.939,0.21,557200,0.9476,0.029612347,Baran:1988tw
26,56,1.5,11.939,0.22,536670,0.95962,0.029813479,Baran:1988tw
26,56,1.5,11.939,0.23,526140,1.03204,0.031360474,Baran:1988tw
26,56,1.5,11.939,0.24,524330,1.01463,0.031659451,Baran:1988tw
26,56,1.5,11.939,0.25,529780,1.06459,0.03303258,Baran:1988tw
26,56,1.5,11.939,0.26,540810,1.06322,0.036426841,Baran:1988tw
26,56,1.5,11.939,0.27,555600,1.05472,0.035457163,Baran:1988tw
26,56,1.5,11.939,0.28,572230,1.04154,0.034426717,Baran:1988tw
26,56,1.5,11.939,0.29,588840,1.01895,0.016591943,Baran:1988tw
26,56,1.5,11.939,0.3,603740,0.97227,0.015983702,Baran:1988tw
26,56,1.5,11.939,0.31,615520,0.93742,0.015255394,Baran:1988tw
26,56,1.5,11.939,0.32,623060,0.95015,0.015375726,Baran:1988tw
26,56,1.5,11.939,0.33,625690,0.91899,0.015518867,Baran:1988tw
26,56,1.5,11.939,0.34,623110,0.91477,0.010896952,Baran:1988tw
26,56,1.5,11.939,0.35,615420,0.90995,0.014624159,Baran:1988tw
26,56,1.5,11.939,0.36,602970,0.91547,0.014561255,Baran:1988tw
26,56,1.5,11.939,0.37,586380,0.87998,0.015143763,Baran:1988tw
26,56,1.5,11.939,0.38,566390,0.86513,0.011158389,Baran:1988tw
26,56,1.5,11.939,0.39,543790,0.85511,0.01544714,Baran:1988tw
26,56,1.5,11.939,0.4,519400,0.83365,0.015344628,Baran:1988tw
26,56,1.5,11.939,0.41,493970,0.85633,0.016337025,Baran:1988tw
26,56,1.5,11.939,0.42,468170,0.82662,0.017493645,Baran:1988tw
26,56,1.5,11.939,0.43,442570,0.81795,0.018934858,Baran:1988tw
26,56,1.5,13.539,0.03,661780,1.2693,0.023421681,Baran:1988tw
26,56,1.5,13.539,0.04,926790,1.0121,0.017803386,Baran:1988tw
26,56,1.5,13.539,0.05,1107900,0.92969,0.015615128,Baran:1988tw
26,56,1.5,13.539,0.06,1225500,0.93023,0.014851081,Baran:1988tw
26,56,1.5,13.539,0.07,1277000,0.92404,0.01495693,Baran:1988tw
26,56,1.5,13.539,0.08,1271300,0.95178,0.012192244,Baran:1988tw
26,56,1.5,13.539,0.09,1223200,0.97286,0.012589928,Baran:1988tw
26,56,1.5,13.539,0.1,1148300,1.04502,0.020900462,Baran:1988tw
26,56,1.5,13.539,0.11,1059500,1.10429,0.021991505,Baran:1988tw
26,56,1.5,13.539,0.12,966350,1.06587,0.023283489,Baran:1988tw
26,56,1.5,13.539,0.13,875060,1.07421,0.025598245,Baran:1988tw
26,56,1.5,13.539,0.14,789410,1.10969,0.019254887,Baran:1988tw
26,56,1.5,13.539,0.15,711250,1.0109,0.019683656,Baran:1988tw
26,56,1.5,13.539,0.16,641530,0.98982,0.026810905,Baran:1988tw
26,56,1.5,13.539,0.17,580310,0.96156,0.028260757,Baran:1988tw
26,56,1.5,13.539,0.18,527530,0.9099,0.029950903,Baran:1988tw
26,56,1.5,13.539,0.19,483070,0.87358,0.017595794,Baran:1988tw
26,56,1.5,13.539,0.2,446410,0.88708,0.018122354,Baran:1988tw
26,56,1.5,13.539,0.21,417310,0.92258,0.021710479,Baran:1988tw
26,56,1.5,13.539,0.22,395390,0.91302,0.021902425,Baran:1988tw
26,56,1.5,13.539,0.23,380170,0.93905,0.022516243,Baran:1988tw
26,56,1.5,13.539,0.24,371100,1.01859,0.024225276,Baran:1988tw
26,56,1.5,13.539,0.25,367480,1.01502,0.025008164,Baran:1988tw
26,56,1.5,13.539,0.26,368500,1.04478,0.040162822,Baran:1988tw
26,56,1.5,13.539,0.27,373170,1.06386,0.039660208,Baran:1988tw
26,56,1.5,13.539,0.28,380520,1.07484,0.038894145,Baran:1988tw
26,56,1.5,13.539,0.29,389370,1.07867,0.03056219,Baran:1988tw
26,56,1.5,13.539,0.3,398670,1.08862,0.030100083,Baran:1988tw
26,56,1.5,13.539,0.31,407340,1.05808,0.028477439,Baran:1988tw
26,56,1.5,13.539,0.32,414520,0.95291,0.02677796,Baran:1988tw
26,56,1.5,13.539,0.33,419460,1.03228,0.018857579,Baran:1988tw
26,56,1.5,13.539,0.34,421680,0.99127,0.018260292,Baran:1988tw
26,56,1.5,13.539,0.35,420900,1.00261,0.022855785,Baran:1988tw
26,56,1.5,13.539,0.36,417060,0.96629,0.022946339,Baran:1988tw
26,56,1.5,13.539,0.37,410270,1.04078,0.024106076,Baran:1988tw
26,56,1.5,13.539,0.38,400820,0.96303,0.014620029,Baran:1988tw
26,56,1.5,13.539,0.39,389090,1.01262,0.018479015,Baran:1988tw
26,56,1.5,13.539,0.4,375530,1.01457,0.018347402,Baran:1988tw
26,56,1.5,13.539,0.41,360590,0.97618,0.018608392,Baran:1988tw
26,56,1.5,13.539,0.42,344750,1.01523,0.020217549,Baran:1988tw
26,56,1.65,11.939,0.03,1047900,1.14515,0.013073767,Baran:1988tw
26,56,1.65,11.939,0.04,1374600,0.99665,0.010985014,Baran:1988tw
26,56,1.65,11.939,0.05,1608100,0.94521,0.008332815,Baran:1988tw
26,56,1.65,11.939,0.06,1744800,0.9342,0.008138469,Baran:1988tw
26,56,1.65,11.939,0.07,1787100,0.95126,0.00833753,Baran:1988tw
26,56,1.65,11.939,0.08,1752800,0.9927,0.014319945,Baran:1988tw
26,56,1.65,11.939,0.09,1665500,1.00871,0.015130591,Baran:1988tw
26,56,1.65,11.939,0.1,1547400,1.07277,0.016414631,Baran:1988tw
26,56,1.65,11.939,0.11,1415900,1.08765,0.017444735,Baran:1988tw
26,56,1.65,11.939,0.12,1282700,1.11484,0.011538162,Baran:1988tw
26,56,1.65,11.939,0.13,1155500,1.08178,0.011856339,Baran:1988tw
26,56,1.65,11.939,0.14,1038100,1.03073,0.015027454,Baran:1988tw
26,56,1.65,11.939,0.15,932650,0.98215,0.016083204,Baran:1988tw
26,56,1.65,11.939,0.16,839480,0.92676,0.016676991,Baran:1988tw
26,56,1.65,11.939,0.17,758450,0.87811,0.017272068,Baran:1988tw
26,56,1.65,11.939,0.18,689210,0.87637,0.011578474,Baran:1988tw
26,56,1.65,11.939,0.19,631440,0.89953,0.014759914,Baran:1988tw
26,56,1.65,11.939,0.2,584330,0.85739,0.014888847,Baran:1988tw
26,56,1.65,11.939,0.21,547480,0.90049,0.015525681,Baran:1988tw
26,56,1.65,11.939,0.22,520270,0.94374,0.016337671,Baran:1988tw
26,56,1.65,11.939,0.23,502030,0.95811,0.013545007,Baran:1988tw
26,56,1.65,11.939,0.24,491910,1.00018,0.014087943,Baran:1988tw
26,56,1.65,11.939,0.25,488940,1.03489,0.022497648,Baran:1988tw
26,56,1.65,11.939,0.26,491930,1.07536,0.021954343,Baran:1988tw
26,56,1.65,11.939,0.27,499530,1.04098,0.021820511,Baran:1988tw
26,56,1.65,11.939,0.28,510380,1.05999,0.021944434,Baran:1988tw
26,56,1.65,11.939,0.29,522870,1.00981,0.02161149,Baran:1988tw
26,56,1.65,11.939,0.3,535610,1.03994,0.022404361,Baran:1988tw
26,56,1.65,11.939,0.31,547170,1.0271,0.025220681,Baran:1988tw
26,56,1.65,11.939,0.32,556410,1.01724,0.024801855,Baran:1988tw
26,56,1.65,11.939,0.33,562470,1.01694,0.024534642,Baran:1988tw
26,56,1.65,11.939,0.34,564700,1.02886,0.017354347,Baran:1988tw
26,56,1.65,11.939,0.35,562840,1.00028,0.016843153,Baran:1988tw
26,56,1.65,11.939,0.36,556860,0.98768,0.016844449,Baran:1988tw
26,56,1.65,11.939,0.37,546990,1.0055,0.016673065,Baran:1988tw
26,56,1.65,11.939,0.38,533640,0.97631,0.017052695,Baran:1988tw
26,56,1.65,11.939,0.39,517360,0.96065,0.016081645,Baran:1988tw
26,56,1.65,11.939,0.4,498750,1.00852,0.017483709,Baran:1988tw
26,56,1.65,11.939,0.41,478450,0.93218,0.039711569,Baran:1988tw
26,56,1.65,11.939,0.42,457070,1.05236,0.043975759,Baran:1988tw
26,56,1.65,11.939,0.43,435150,1.04332,0.046190969,Baran:1988tw
26,56,1.65,11.939,0.44,413180,1.02619,0.020039692,Baran:1988tw
26,56,1.65,11.939,0.45,391560,1.02666,0.021605884,Baran:1988tw
26,56,1.65,11.939,0.46,370620,1.07388,0.022286979,Baran:1988tw
26,56,1.65,11.939,0.47,350590,1.04966,0.022875724,Baran:1988tw
26,56,1.65,11.939,0.48,331660,1.08846,0.024241693,Baran:1988tw
26,56,1.65,11.939,0.49,313920,1.10219,0.019431702,Baran:1988tw
26,56,1.65,11.939,0.5,297450,1.12624,0.033316524,Baran:1988tw
26,56,1.65,11.939,0.51,282270,1.14075,0.033691147,Baran:1988tw
26,56,1.65,11.939,0.52,268360,1.12908,0.035996423,Baran:1988tw
26,56,1.65,11.939,0.53,255700,1.14587,0.029605006,Baran:1988tw
26,56,1.65,11.939,0.54,244210,1.11789,0.046271651,Baran:1988tw
26,56,1.65,11.939,0.55,233850,1.11182,0.046183451,Baran:1988tw
26,56,1.65,11.939,0.56,224530,1.19806,0.049436601,Baran:1988tw
26,56,1.65,11.939,0.57,216170,1.12874,0.050885877,Baran:1988tw
26,56,1.65,11.939,0.58,208700,1.20747,0.055103019,Baran:1988tw
26,56,1.65,13.539,0.03,377980,1.3334,0.016561723,Baran:1988tw
26,56,1.65,13.539,0.04,540140,1.05713,0.012811493,Baran:1988tw
26,56,1.65,13.539,0.05,698990,0.9528,0.008769796,Baran:1988tw
26,56,1.65,13.539,0.06,825460,0.9098,0.007801711,Baran:1988tw
26,56,1.65,13.539,0.07,913960,0.89829,0.007505799,Baran:1988tw
26,56,1.65,13.539,0.08,961210,0.91031,0.010923732,Baran:1988tw
26,56,1.65,13.539,0.09,970630,0.9262,0.011023768,Baran:1988tw
26,56,1.65,13.539,0.1,949910,0.95167,0.011474771,Baran:1988tw
26,56,1.65,13.539,0.11,907980,0.97139,0.012335073,Baran:1988tw
26,56,1.65,13.539,0.12,853050,1.03511,0.00971807,Baran:1988tw
26,56,1.65,13.539,0.13,791650,1.02697,0.01026969,Baran:1988tw
26,56,1.65,13.539,0.14,728620,1.10483,0.014822541,Baran:1988tw
26,56,1.65,13.539,0.15,667180,1.0402,0.014988459,Baran:1988tw
26,56,1.65,13.539,0.16,609380,1.00594,0.016278841,Baran:1988tw
26,56,1.65,13.539,0.17,556480,0.99914,0.017556786,Baran:1988tw
26,56,1.65,13.539,0.18,508970,0.94505,0.012810185,Baran:1988tw
26,56,1.65,13.539,0.19,467210,0.9225,0.013698337,Baran:1988tw
26,56,1.65,13.539,0.2,431280,0.9066,0.01952328,Baran:1988tw
26,56,1.65,13.539,0.21,401160,0.8974,0.019692891,Baran:1988tw
26,56,1.65,13.539,0.22,376720,0.86536,0.020253769,Baran:1988tw
26,56,1.65,13.539,0.23,357760,0.91402,0.013025492,Baran:1988tw
26,56,1.65,13.539,0.24,343930,0.91588,0.013054982,Baran:1988tw
26,56,1.65,13.539,0.25,335010,0.9343,0.016089072,Baran:1988tw
26,56,1.65,13.539,0.26,330440,0.94722,0.015948432,Baran:1988tw
26,56,1.65,13.539,0.27,329600,0.96784,0.015807039,Baran:1988tw
26,56,1.65,13.539,0.28,331890,1.01238,0.016451234,Baran:1988tw
26,56,1.65,13.539,0.29,336440,1.01355,0.011710855,Baran:1988tw
26,56,1.65,13.539,0.3,342520,1.01308,0.015356767,Baran:1988tw
26,56,1.65,13.539,0.31,349220,0.99651,0.014489434,Baran:1988tw
26,56,1.65,13.539,0.32,355780,0.99219,0.01413795,Baran:1988tw
26,56,1.65,13.539,0.33,361480,0.94888,0.013998008,Baran:1988tw
26,56,1.65,13.539,0.34,365740,0.9679,0.011128124,Baran:1988tw
26,56,1.65,13.539,0.35,368080,0.95903,0.011166051,Baran:1988tw
26,56,1.65,13.539,0.36,368250,0.98031,0.016293279,Baran:1988tw
26,56,1.65,13.539,0.37,366110,0.95053,0.016115375,Baran:1988tw
26,56,1.65,13.539,0.38,361680,0.95941,0.016561601,Baran:1988tw
26,56,1.65,13.539,0.39,355080,0.95471,0.012278923,Baran:1988tw
26,56,1.65,13.539,0.4,346550,0.91473,0.012148319,Baran:1988tw
26,56,1.65,13.539,0.41,336390,0.95722,0.016825708,Baran:1988tw
26,56,1.65,13.539,0.42,324910,0.9418,0.016835431,Baran:1988tw
26,56,1.65,13.539,0.43,312480,0.93126,0.017601126,Baran:1988tw
26,56,1.65,13.539,0.44,299420,0.97188,0.012724601,Baran:1988tw
26,56,1.65,13.539,0.45,286040,0.99986,0.017410152,Baran:1988tw
26,56,1.65,13.539,0.46,272610,0.99043,0.017204064,Baran:1988tw
26,56,1.65,13.539,0.47,259370,1.01014,0.018043721,Baran:1988tw
26,56,1.65,13.539,0.48,246500,0.9858,0.018498986,Baran:1988tw
26,56,1.65,13.539,0.49,234150,1.00363,0.013581038,Baran:1988tw
26,56,1.65,13.539,0.5,222430,1.05651,0.019017219,Baran:1988tw
26,56,1.65,13.539,0.51,211420,1.05004,0.019534576,Baran:1988tw
26,56,1.65,13.539,0.52,201160,1.08371,0.020481209,Baran:1988tw
26,56,1.65,13.539,0.53,191670,1.07476,0.014295404,Baran:1988tw
26,56,1.65,13.539,0.54,182950,1.08773,0.018857611,Baran:1988tw
26,56,1.65,13.539,0.55,174990,1.10292,0.019029659,Baran:1988tw
26,56,1.65,13.539,0.56,167760,1.10277,0.019670959,Baran:1988tw
26,56,1.65,13.539,0.57,161220,1.12889,0.021151222,Baran:1988tw
26,56,1.65,13.539,0.58,155320,1.12671,0.022147824,Baran:1988tw
26,56,2.02,15.022,0.06,67785,1.33363,0.035996164,Day:1993md
26,56,2.02,15.022,0.075,116090,1.11121,0.024980618,Day:1993md
26,56,2.02,15.022,0.09,164020,0.98768,0.020180466,Day:1993md
26,56,2.02,15.022,0.105,207880,1.04868,0.039493939,Day:1993md
26,56,2.02,15.022,0.12,242560,0.95646,0.034548153,Day:1993md
26,56,2.02,15.022,0.135,264280,0.93083,0.024557288,Day:1993md
26,56,2.02,15.022,0.15,272660,0.9499,0.024389349,Day:1993md
26,56,2.02,15.022,0.165,269930,1.00396,0.036305709,Day:1993md
26,56,2.02,15.022,0.18,259360,0.99476,0.035317705,Day:1993md
26,56,2.02,15.022,0.195,244130,0.99537,0.03539098,Day:1993md
26,56,2.02,15.022,0.21,226870,1.04906,0.026094239,Day:1993md
26,56,2.02,15.022,0.225,209500,1.0358,0.026968974,Day:1993md
26,56,2.02,15.022,0.24,193310,1.03461,0.035642233,Day:1993md
26,56,2.02,15.022,0.255,179170,0.98231,0.035385388,Day:1993md
26,56,2.02,15.022,0.27,167540,0.98484,0.036349528,Day:1993md
26,56,2.02,15.022,0.285,158690,0.94524,0.0260886,Day:1993md
26,56,2.02,15.022,0.3,152670,1.06111,0.038448942,Day:1993md
26,56,2.02,15.022,0.315,149240,0.95819,0.036317341,Day:1993md
26,56,2.02,15.022,0.33,148080,0.89816,0.034778498,Day:1993md
26,56,2.02,15.022,0.345,148670,0.94841,0.036994686,Day:1993md
26,56,2.02,15.022,0.36,150400,0.9242,0.037699468,Day:1993md
26,56,2.02,20.016,0.09,4021.7,1.19353,0.031081383,Day:1993md
26,56,2.02,20.016,0.105,5812.3,1.30069,0.026323486,Day:1993md
26,56,2.02,20.016,0.12,9759,1.18865,0.068859514,Day:1993md
26,56,2.02,20.016,0.135,14596,1.06879,0.0517265,Day:1993md
26,56,2.02,20.016,0.15,19959,1.12731,0.034771281,Day:1993md
26,56,2.02,20.016,0.165,25799,1.04268,0.028760805,Day:1993md
26,56,2.02,20.016,0.18,31714,1.08154,0.023522734,Day:1993md
26,56,2.02,20.016,0.195,37162,1.00371,0.020908455,Day:1993md
26,56,2.02,20.016,0.21,41646,1.0013,0.025692744,Day:1993md
26,56,2.02,20.016,0.225,44866,1.03865,0.021486203,Day:1993md
26,56,2.02,20.016,0.24,46760,1.0479,0.026518392,Day:1993md
26,56,2.02,20.016,0.255,47459,1.08936,0.021492235,Day:1993md
26,56,2.02,20.016,0.27,47198,1.04877,0.024789186,Day:1993md
26,56,2.02,20.016,0.285,46242,1.03802,0.024652913,Day:1993md
26,56,2.02,20.016,0.3,44853,1.00328,0.024747509,Day:1993md
26,56,2.02,20.016,0.315,43251,1.01732,0.033756445,Day:1993md
26,56,2.02,20.016,0.33,41619,0.96831,0.023643048,Day:1993md
26,56,2.02,20.016,0.345,40100,1.07731,0.034413965,Day:1993md
26,56,2.02,20.016,0.36,38792,1.01567,0.032738709,Day:1993md
