Z,A,E0,ThetaDeg,nu,cross,ratio,ratio_error,dataSet
26,56,2.3474,30,0.6009,1324.5,1.0268,0.009060023,E04001
26,56,2.3474,30,0.6169,1392,1.01293,0.008548851,E04001
26,56,2.3474,30,0.6328,1450.6,1.02027,0.008341376,E04001
26,56,2.3474,30,0.6488,1502.6,1.01824,0.00811926,E04001
26,56,2.3474,30,0.6648,1549.4,1.00684,0.007874016,E04001
26,56,2.3474,30,0.6807,1592.4,1.01733,0.007849786,E04001
26,56,2.3474,30,0.6967,1633.3,0.99186,0.007653217,E04001
26,56,2.3474,30,0.7127,1672.9,0.99827,0.007591607,E04001
26,56,2.3474,30,0.7286,1711.6,0.99907,0.007653657,E04001
26,56,2.3474,30,0.7446,1750.6,1.03393,0.008111505,E04001
26,56,2.3474,30,0.9841,2328.1,1.02229,0.008719557,E04001
26,56,2.3474,30,1,2363.7,1.0069,0.007911325,E04001
26,56,2.3474,30,1.016,2400.1,1.00412,0.007833007,E04001
26,56,2.3474,30,1.032,2436.9,1.01769,0.007796791,E04001
26,56,2.3474,30,1.0479,2474.1,1.01855,0.007760398,E04001
26,56,2.3474,30,1.0639,2512.1,1.01509,0.007722623,E04001
26,56,2.3474,30,1.0799,2550.8,1.00753,0.007566254,E04001
26,56,2.3474,30,1.0958,2590,1.01544,0.007567568,E04001
26,56,2.3474,30,1.1118,2629,1.00799,0.007455306,E04001
26,56,2.3474,30,1.1278,2668,1.00075,0.007346327,E04001
26,56,2.3474,30,1.1437,2706.8,1.00118,0.007314911,E04001
26,56,2.3474,30,1.1597,2745.6,1.03438,0.007903555,E04001
26,56,2.3474,30,1.1757,2783.7,1.04178,0.008334231,E04001
26,56,2.3474,30,1.1916,2820.1,1.03188,0.007588383,E04001
26,56,2.3474,30,1.2076,2856,1.03291,0.007528011,E04001
26,56,2.3474,30,1.2236,2890.8,1.03086,0.007402795,E04001
26,56,2.3474,30,1.2395,2923.1,1.03657,0.007423626,E04001
26,56,2.3474,30,1.2555,2954.5,1.02555,0.007277035,E04001
26,56,2.3474,30,1.2715,2983.7,1.03563,0.007272849,E04001
26,56,2.3474,30,1.2874,3010.7,1.01305,0.007107982,E04001
26,56,2.3474,30,1.3034,3036,1.01449,0.007048748,E04001
26,56,2.3474,30,1.3193,3058.5,1.02992,0.007291156,E04001
26,56,2.3474,30,1.3353,3079.3,1.01971,0.007761504,E04001
26,56,2.3474,30,1.3513,3097.4,1.04281,0.006973591,E04001
26,56,2.3474,30,1.3672,3113.4,1.02782,0.006841395,E04001
26,56,2.3474,30,1.3832,3127,1.02335,0.006779661,E04001
26,56,2.3474,30,1.3992,3138.7,1.03227,0.006754389,E04001
26,56,2.3474,30,1.4151,3148.5,1.01953,0.006669843,E04001
26,56,2.3474,30,1.4311,3156.2,1.03289,0.006685254,E04001
26,56,2.3474,30,1.4471,3162.4,1.00873,0.006577283,E04001
26,56,2.3474,30,1.463,3166.8,1.0389,0.006915498,E04001
26,56,2.3474,30,1.479,3169.7,1.04111,0.007508597,E04001
26,56,2.3474,30,1.495,3171.4,1.01848,0.006653213,E04001
26,56,2.3474,30,1.5109,3171.8,1.03411,0.006683902,E04001
26,56,2.3474,30,1.5269,3170.9,1.0281,0.006654262,E04001
26,56,2.3474,30,1.5429,3169.2,1.01918,0.006594724,E04001
26,56,2.3474,30,1.5588,3166.7,1.02946,0.006631509,E04001
26,56,2.3474,30,1.5748,3163.6,1.01783,0.006543179,E04001
26,56,2.3474,30,1.5908,3159.8,1.04437,0.007183999,E04001
26,56,2.3474,30,1.7028,3125.1,1.05277,0.005407827,E04001
26,56,2.3474,30,1.7188,3119.6,1.05462,0.004615976,E04001
26,56,2.3474,30,1.7348,3114,1.06294,0.004624277,E04001
26,56,2.3474,30,1.7507,3108.4,1.03912,0.004503925,E04001
26,56,2.3474,30,1.7667,3102.7,1.03458,0.004479969,E04001
26,56,2.3474,30,1.7827,3097.1,1.06228,0.004681799,E04001
26,56,2.3474,30,1.7986,3091.5,1.07068,0.006663432,E04001
26,56,2.3474,30,1.8146,3086.1,1.07255,0.006253848,E04001
26,56,2.3474,30,1.8306,3080.7,1.0582,0.006167429,E04001
26,56,2.3474,30,1.8465,3075.6,1.05996,0.006145142,E04001
26,56,2.3474,30,1.8625,3070.6,1.07145,0.006480818,E04001
26,56,2.3474,45,0.7554,4.3457,0.8215,0.133695377,E04001
26,56,2.3474,45,0.7677,5.3092,0.60273,0.094364499,E04001
26,56,2.3474,45,0.78,6.4829,1.09056,0.107976369,E04001
26,56,2.3474,45,0.7923,7.9097,1.1075,0.097095971,E04001
26,56,2.3474,45,0.8046,9.6316,1.03513,0.085759375,E04001
26,56,2.3474,45,0.8169,11.687,1.06101,0.078719945,E04001
26,56,2.3474,45,0.8292,14.104,1.13443,0.074446965,E04001
26,56,2.3474,45,0.8415,16.904,1.07075,0.065664931,E04001
26,56,2.3474,45,0.8538,20.102,1.08944,0.061187941,E04001
26,56,2.3474,45,0.8661,23.704,1.14327,0.057374283,E04001
26,56,2.3474,45,0.8784,27.702,1.02159,0.050176883,E04001
26,56,2.3474,45,0.8907,32.07,1.09448,0.048331774,E04001
26,56,2.3474,45,0.9031,36.808,1.04869,0.044012171,E04001
26,56,2.3474,45,0.9154,41.785,1.03147,0.040923776,E04001
26,56,2.3474,45,0.9277,46.984,1.00885,0.037885238,E04001
26,56,2.3474,45,0.94,52.342,1.01257,0.035917619,E04001
26,56,2.3474,45,0.9523,57.816,1.10004,0.036149163,E04001
26,56,2.3474,45,0.9646,63.361,1.11741,0.036615584,E04001
26,56,2.3474,45,0.9769,68.962,1.04695,0.037266901,E04001
26,56,2.3474,45,0.9769,68.962,1.02085,0.03175662,E04001
26,56,2.3474,45,0.9769,68.962,1.04695,0.037266901,E04001
26,56,2.3474,45,0.9769,68.962,1.02085,0.03175662,E04001
26,56,2.3474,45,0.9892,74.601,1.05629,0.027747617,E04001
26,56,2.3474,45,1.0015,80.293,1.0362,0.02453514,E04001
26,56,2.3474,45,1.0138,86.038,1.05651,0.023710454,E04001
26,56,2.3474,45,1.0261,91.873,1.06016,0.022966486,E04001
26,56,2.3474,45,1.0384,97.805,1.05312,0.021880272,E04001
26,56,2.3474,45,1.0507,103.87,1.03013,0.020987773,E04001
26,56,2.3474,45,1.063,110.04,1.04507,0.02044711,E04001
26,56,2.3474,45,1.0753,116.36,0.98831,0.019250602,E04001
26,56,2.3474,45,1.0876,122.79,1.018,0.019056926,E04001
26,56,2.3474,45,1.0999,129.35,1.02049,0.01863162,E04001
26,56,2.3474,45,1.1122,136.04,0.99236,0.017788886,E04001
26,56,2.3474,45,1.1245,142.86,1.02198,0.017639647,E04001
26,56,2.3474,45,1.1368,149.83,1.00781,0.017019289,E04001
26,56,2.3474,45,1.1491,156.93,1.00682,0.017077678,E04001
26,56,2.3474,45,1.1614,164.23,1.05949,0.018510625,E04001
26,56,2.3474,45,1.1737,171.68,0.99021,0.014736719,E04001
26,56,2.3474,45,1.186,179.37,1.00351,0.013212912,E04001
26,56,2.3474,45,1.1983,187.27,1.01992,0.012815721,E04001
26,56,2.3474,45,1.2106,195.45,1.02328,0.012535175,E04001
26,56,2.3474,45,1.2229,203.91,1.02006,0.012260311,E04001
26,56,2.3474,45,1.2352,212.68,1.00621,0.011848787,E04001
26,56,2.3474,45,1.2475,221.79,1.00546,0.011632625,E04001
26,56,2.3474,45,1.2598,231.2,1.01644,0.011461938,E04001
26,56,2.3474,45,1.2721,240.98,1.02083,0.011287244,E04001
26,56,2.3474,45,1.2844,251.05,1.00378,0.010834495,E04001
26,56,2.3474,45,1.2967,261.5,1.00191,0.010630975,E04001
26,56,2.3474,45,1.309,272.21,1.02127,0.010616803,E04001
26,56,2.3474,45,1.3213,283.27,1.06259,0.011155435,E04001
26,56,2.3474,45,1.3336,294.58,1.07611,0.012390522,E04001
26,56,2.3474,45,1.3336,294.58,1.015,0.011440016,E04001
26,56,2.3474,45,1.3336,294.58,1.07611,0.012390522,E04001
26,56,2.3474,45,1.3336,294.58,1.015,0.011440016,E04001
26,56,2.3474,45,1.3459,306.2,1.03854,0.010026127,E04001
26,56,2.3474,45,1.3583,318.15,1.04039,0.009492378,E04001
26,56,2.3474,45,1.3706,330.23,1.02656,0.009296551,E04001
26,56,2.3474,45,1.3829,342.6,1.03911,0.00910683,E04001
26,56,2.3474,45,1.3952,355.04,1.0196,0.00887224,E04001
26,56,2.3474,45,1.4075,367.74,1.03062,0.008756186,E04001
26,56,2.3474,45,1.4198,380.56,1.02743,0.0085926,E04001
26,56,2.3474,45,1.4321,393.54,1.01896,0.008360014,E04001
26,56,2.3474,45,1.4444,406.7,1.00566,0.008138677,E04001
26,56,2.3474,45,1.4567,419.84,1.01467,0.008169779,E04001
26,56,2.3474,45,1.469,433.15,1.05506,0.008934549,E04001
26,56,2.3474,45,1.4813,446.59,1.03898,0.008979153,E04001
26,56,2.3474,45,1.4936,459.89,1.03503,0.008088891,E04001
26,56,2.3474,45,1.5059,473.34,1.01407,0.007880171,E04001
26,56,2.3474,45,1.5182,486.8,1.03944,0.007847165,E04001
26,56,2.3474,45,1.5305,500.13,1.03773,0.007717993,E04001
26,56,2.3474,45,1.5428,513.5,1.04382,0.007614411,E04001
26,56,2.3474,45,1.5551,526.84,1.01169,0.007364665,E04001
26,56,2.3474,45,1.5674,539.96,1.03711,0.007352396,E04001
26,56,2.3474,45,1.5797,553.04,1.02343,0.007286996,E04001
26,56,2.3474,45,1.592,566.02,1.05827,0.008003251,E04001
26,56,2.3474,45,1.6043,578.81,1.0487,0.009260379,E04001
26,56,2.3474,45,1.6166,591.44,1.02969,0.008470851,E04001
26,56,2.3474,45,1.6289,603.92,1.0465,0.008444827,E04001
26,56,2.3474,45,1.6412,616.23,1.02721,0.008243675,E04001
26,56,2.3474,45,1.6535,628.3,1.0218,0.008101226,E04001
26,56,2.3474,45,1.6658,640.19,1.02313,0.007997626,E04001
26,56,2.3474,45,1.6781,651.89,1.01397,0.007900106,E04001
26,56,2.3474,45,1.6904,663.41,1.04159,0.008230205,E04001
26,56,2.3474,45,1.7033,675.32,1.0321,0.013682402,E04001
26,56,2.3474,45,1.7156,686.5,1.05317,0.011478514,E04001
26,56,2.3474,45,1.7279,697.58,1.04647,0.011152843,E04001
26,56,2.3474,45,1.7402,708.55,1.04721,0.011022511,E04001
26,56,2.3474,45,1.7525,719.43,1.02442,0.010744617,E04001
26,56,2.3474,45,1.7648,730.22,1.02983,0.010709101,E04001
26,56,2.3474,45,1.7771,740.92,1.0298,0.01070291,E04001
26,56,2.3474,45,1.7894,751.56,1.0405,0.011868647,E04001
26,56,2.3474,45,1.8017,762.14,1.03787,0.007019708,E04001
26,56,2.3474,45,1.814,772.7,1.0418,0.006781416,E04001
26,56,2.3474,45,1.8263,783.23,1.05205,0.00671578,E04001
26,56,2.3474,45,1.8386,793.76,1.02676,0.006576295,E04001
26,56,2.3474,45,1.8509,804.29,1.03445,0.00657723,E04001
26,56,2.3474,45,1.8632,814.84,1.06156,0.0070566,E04001
26,56,2.3474,60,1.1691,2.8302,1.02113,0.093632959,E04001
26,56,2.3474,60,1.1786,3.2737,0.99276,0.07758805,E04001
26,56,2.3474,60,1.188,3.7627,1.02054,0.06883355,E04001
26,56,2.3474,60,1.1975,4.3086,1.06995,0.065682588,E04001
26,56,2.3474,60,1.207,4.9075,1.11055,0.06296485,E04001
26,56,2.3474,60,1.2164,5.5501,1.14412,0.060179096,E04001
26,56,2.3474,60,1.2259,6.2488,1.07701,0.054730508,E04001
26,56,2.3474,60,1.2354,6.9944,1.11089,0.052327576,E04001
26,56,2.3474,60,1.2449,7.7861,1.05958,0.048548054,E04001
26,56,2.3474,60,1.2543,8.6112,1.10205,0.046451133,E04001
26,56,2.3474,60,1.2638,9.4861,1.07526,0.043642804,E04001
26,56,2.3474,60,1.2733,10.402,1.07672,0.041818881,E04001
26,56,2.3474,60,1.2827,11.35,1.02203,0.038502203,E04001
26,56,2.3474,60,1.2922,12.352,1.09294,0.038212435,E04001
26,56,2.3474,60,1.3017,13.397,1.01515,0.035231768,E04001
26,56,2.3474,60,1.3112,14.488,1.11126,0.035546659,E04001
26,56,2.3474,60,1.3206,15.617,1.12057,0.036114491,E04001
26,56,2.3474,60,1.3301,16.809,1.1244,0.037777381,E04001
26,56,2.3474,60,1.3396,18.058,0.95802,0.037545686,E04001
26,56,2.3474,60,1.349,19.352,1.07482,0.035448532,E04001
26,56,2.3474,60,1.3585,20.723,1.0761,0.03392366,E04001
26,56,2.3474,60,1.368,22.165,1.07828,0.032844575,E04001
26,56,2.3474,60,1.3774,23.659,1.06936,0.031362272,E04001
26,56,2.3474,60,1.3869,25.24,1.06181,0.030269414,E04001
26,56,2.3474,60,1.3964,26.893,1.03744,0.028817908,E04001
26,56,2.3474,60,1.4059,28.626,0.98512,0.027143157,E04001
26,56,2.3474,60,1.4153,30.418,1.06845,0.027385101,E04001
26,56,2.3474,60,1.4248,32.309,1.0121,0.025875143,E04001
26,56,2.3474,60,1.4343,34.28,1.03559,0.025233372,E04001
26,56,2.3474,60,1.4437,36.315,1.02988,0.02459039,E04001
26,56,2.3474,60,1.4532,38.465,1.03211,0.02389185,E04001
26,56,2.3474,60,1.4627,40.703,1.06626,0.024568214,E04001
26,56,2.3474,60,1.4722,43.033,1.08521,0.026723677,E04001
26,56,2.3474,60,1.4816,45.437,1.02119,0.019367476,E04001
26,56,2.3474,60,1.4911,47.978,1.00463,0.01740381,E04001
26,56,2.3474,60,1.5006,50.632,1.06652,0.017380313,E04001
26,56,2.3474,60,1.51,53.375,1.04356,0.01676815,E04001
26,56,2.3474,60,1.5195,56.265,1.05572,0.016404514,E04001
26,56,2.3474,60,1.529,59.29,1.02884,0.015719346,E04001
26,56,2.3474,60,1.5385,62.457,1.0183,0.015242487,E04001
26,56,2.3474,60,1.5479,65.73,1.04366,0.015031188,E04001
26,56,2.3474,60,1.5574,69.162,1.04248,0.014603395,E04001
26,56,2.3474,60,1.5669,72.744,1.05163,0.01443418,E04001
26,56,2.3474,60,1.5763,76.434,1.01133,0.013737342,E04001
26,56,2.3474,60,1.5858,80.309,1.04098,0.014070652,E04001
26,56,2.3474,60,1.5953,84.318,1.07213,0.015536422,E04001
26,56,2.3474,60,1.7096,142.45,1.06002,0.016426816,E04001
26,56,2.3474,60,1.7191,147.99,1.04737,0.015068586,E04001
26,56,2.3474,60,1.7286,153.63,1.03495,0.014710668,E04001
26,56,2.3474,60,1.738,159.27,1.04853,0.014503673,E04001
26,56,2.3474,60,1.7475,165.05,1.02999,0.013995759,E04001
26,56,2.3474,60,1.757,170.92,1.05312,0.013866136,E04001
26,56,2.3474,60,1.7665,176.86,1.05733,0.013626597,E04001
26,56,2.3474,60,1.7759,182.8,1.02298,0.013183807,E04001
26,56,2.3474,60,1.7854,188.88,1.04299,0.013765354,E04001
26,56,2.3474,60,1.8706,245.57,1.03433,0.010831942,E04001
26,56,2.3474,60,1.8801,252.12,1.03125,0.00912264,E04001
26,56,2.3474,60,1.8895,258.66,1.03998,0.008930643,E04001
26,56,2.3474,60,1.899,265.33,1.04398,0.008819206,E04001
26,56,2.3474,60,1.9085,272.06,1.05491,0.00874807,E04001
26,56,2.3474,60,1.918,278.88,1.0327,0.008534137,E04001
26,56,2.3474,60,1.9274,285.69,1.04659,0.008715741,E04001
26,56,2.3474,60,1.9369,292.65,1.09346,0.010490347,E04001
26,56,2.7,15,0.1285,19310,0.91144,0.035007768,Chen:1990kq
26,56,2.7,15,0.141,25918,0.91056,0.029670499,Chen:1990kq
26,56,2.7,15,0.1536,33215,0.93632,0.026192985,Chen:1990kq
26,56,2.7,15,0.1661,40973,0.89571,0.022649062,Chen:1990kq
26,56,2.7,15,0.1786,48909,0.93643,0.020855057,Chen:1990kq
26,56,2.7,15,0.1911,56568,0.91571,0.019092066,Chen:1990kq
26,56,2.7,15,0.2037,63530,0.91295,0.017629466,Chen:1990kq
26,56,2.7,15,0.2162,69292,0.92507,0.016885066,Chen:1990kq
26,56,2.7,15,0.2287,73682,0.92696,0.016421921,Chen:1990kq
26,56,2.7,15,0.2412,76642,0.97858,0.016831502,Chen:1990kq
26,56,2.7,15,0.2538,78258,1.02865,0.017250633,Chen:1990kq
26,56,2.7,15,0.2663,78682,1.02565,0.017920236,Chen:1990kq
26,56,2.7,15,0.2785,78183,1.14219,0.024429863,Chen:1990kq
26,56,2.7,15,0.2903,77038,1.16436,0.024014123,Chen:1990kq
26,56,2.7,15,0.3021,75433,1.1613,0.023729667,Chen:1990kq
26,56,2.7,15,0.3139,73537,1.20212,0.02393353,Chen:1990kq
26,56,2.7,15,0.3257,71498,1.25458,0.024336345,Chen:1990kq
26,56,2.7,15,0.3375,69442,1.24132,0.024192852,Chen:1990kq
26,56,2.7,15,0.3493,67469,1.2717,0.02430746,Chen:1990kq
26,56,2.7,15,0.3611,65657,1.22759,0.023759843,Chen:1990kq
26,56,2.7,15,0.3729,64062,1.21601,0.024039212,Chen:1990kq
26,56,2.7,15,0.3847,62720,1.18304,0.024234694,Chen:1990kq
26,56,2.7,15,0.3965,61650,1.16464,0.024493106,Chen:1990kq
26,56,2.7,15,0.4083,60851,1.1865,0.025965062,Chen:1990kq
26,56,2.7,15,0.4193,60340,1.23467,0.030825323,Chen:1990kq
26,56,2.7,15,0.4304,60030,1.2094,0.029818424,Chen:1990kq
26,56,2.7,15,0.4415,59897,1.14363,0.028382056,Chen:1990kq
26,56,2.7,15,0.4526,59902,1.17358,0.028212747,Chen:1990kq
26,56,2.7,15,0.4637,60018,1.11133,0.026991902,Chen:1990kq
26,56,2.7,15,0.4748,60196,1.15955,0.027410459,Chen:1990kq
26,56,2.7,15,0.486,60395,1.20705,0.027485719,Chen:1990kq
26,56,2.7,15,0.4971,60583,1.11582,0.026079923,Chen:1990kq
26,56,2.7,15,0.5082,60716,1.10185,0.026187496,Chen:1990kq
26,56,2.7,15,0.5193,60777,1.13365,0.026819356,Chen:1990kq
26,56,2.7,15,0.5304,60735,1.16572,0.027825801,Chen:1990kq
26,56,2.7,15,0.5415,60573,1.12591,0.02856058,Chen:1990kq
26,56,2.7,15,0.5529,60275,1.18125,0.029033596,Chen:1990kq
26,56,2.7,15,0.5633,59882,1.17565,0.028389165,Chen:1990kq
26,56,2.7,15,0.5738,59369,1.1538,0.027623844,Chen:1990kq
26,56,2.7,15,0.5843,58749,1.17789,0.027574937,Chen:1990kq
26,56,2.7,15,0.5947,58036,1.22855,0.027913709,Chen:1990kq
26,56,2.7,15,0.6052,57230,1.22838,0.027782631,Chen:1990kq
26,56,2.7,15,0.6156,56359,1.16219,0.026792526,Chen:1990kq
26,56,2.7,15,0.6261,55423,1.20347,0.027245007,Chen:1990kq
26,56,2.7,15,0.6365,54453,1.20655,0.027730336,Chen:1990kq
26,56,2.7,15,0.647,53447,1.20867,0.028252287,Chen:1990kq
26,56,2.7,15,0.6575,52430,1.23403,0.029372497,Chen:1990kq
26,56,2.7,15,0.6679,51426,1.21728,0.030723758,Chen:1990kq
26,56,2.7,15,0.6782,50448,1.25476,0.031319378,Chen:1990kq
26,56,2.7,15,0.6881,49534,1.28397,0.031089757,Chen:1990kq
26,56,2.7,15,0.6979,48663,1.23913,0.030207755,Chen:1990kq
26,56,2.7,15,0.7078,47823,1.26926,0.030320139,Chen:1990kq
26,56,2.7,15,0.7176,47039,1.26066,0.029975127,Chen:1990kq
26,56,2.7,15,0.7275,46294,1.33279,0.030889532,Chen:1990kq
26,56,2.7,15,0.7373,45611,1.34178,0.03069435,Chen:1990kq
26,56,2.7,15,0.7472,44974,1.24516,0.029350291,Chen:1990kq
26,56,2.7,15,0.757,44393,1.29525,0.0304102,Chen:1990kq
26,56,2.7,15,0.7669,43863,1.34966,0.031689579,Chen:1990kq
26,56,2.7,15,0.7767,43382,1.36001,0.03273247,Chen:1990kq
26,56,2.7,15,0.7866,42947,1.25271,0.032831164,Chen:1990kq
26,56,3.116,14.975,1.6517,18588,0.97913,0.011674198,E04001
26,56,3.116,14.975,1.6708,18331,0.99285,0.011783318,E04001
26,56,3.116,14.975,1.69,18078,0.99015,0.011782277,E04001
26,56,3.116,14.975,1.7092,17829,0.99276,0.011834651,E04001
26,56,3.116,14.975,1.7283,17587,0.98937,0.011826918,E04001
26,56,3.116,14.975,1.7475,17347,0.99153,0.011817605,E04001
26,56,3.116,14.975,1.7666,17113,0.9934,0.011862327,E04001
26,56,3.116,14.975,1.7858,16882,0.9833,0.011787703,E04001
26,56,3.116,14.975,1.8049,16656,0.99063,0.011887608,E04001
26,56,3.116,14.975,1.8241,16433,0.98582,0.011866366,E04001
26,56,3.116,14.975,1.8434,16212,0.98692,0.011472983,E04001
26,56,3.116,14.975,1.8626,15997,1.00019,0.011752204,E04001
26,56,3.116,14.975,1.8817,15787,0.98815,0.012161905,E04001
26,56,3.116,14.975,1.9009,15579,0.99493,0.012260094,E04001
26,56,3.116,14.975,1.92,15376,0.99506,0.012291883,E04001
26,56,3.116,14.975,1.9392,15176,1.00158,0.012387981,E04001
26,56,3.116,14.975,1.9583,14981,0.98792,0.012282224,E04001
26,56,3.116,14.975,1.9775,14789,0.98722,0.012238826,E04001
26,56,3.116,14.975,1.9966,14602,1.00671,0.012395562,E04001
26,56,3.116,14.975,2.0158,14418,1.01956,0.012900541,E04001
26,56,3.116,14.975,2.035,14239,1.01131,0.014748227,E04001
26,56,3.116,24.98,1.4338,2492,0.9992,0.012921348,E04001
26,56,3.116,24.98,1.45,2524,1.0103,0.012559429,E04001
26,56,3.116,24.98,1.4663,2555.1,0.998,0.012328285,E04001
26,56,3.116,24.98,1.4826,2584.4,1.00217,0.012304597,E04001
26,56,3.116,24.98,1.4988,2612,0.99923,0.012289433,E04001
26,56,3.116,24.98,1.5151,2638.3,1.00443,0.012318538,E04001
26,56,3.116,24.98,1.5314,2663.1,0.99884,0.012278923,E04001
26,56,3.116,24.98,1.5476,2685.5,0.99795,0.01221374,E04001
26,56,3.116,24.98,1.5639,2706.7,1.00122,0.012228913,E04001
26,56,3.116,24.98,1.5801,2726.2,0.98672,0.01206808,E04001
26,56,3.116,24.98,1.5964,2744.3,0.99479,0.012134242,E04001
26,56,3.116,24.98,1.6127,2760.5,0.99257,0.012099257,E04001
26,56,3.116,24.98,1.6289,2775.2,0.99813,0.012143269,E04001
26,56,3.116,24.98,1.6449,2788.5,1.00054,0.011977766,E04001
26,56,3.116,24.98,1.6612,2800.7,0.99261,0.013568037,E04001
26,56,3.116,24.98,1.6774,2811.7,0.9994,0.013408258,E04001
26,56,3.116,24.98,1.6937,2821.7,0.99585,0.013289861,E04001
26,56,3.116,24.98,1.71,2830.6,0.99979,0.013354059,E04001
26,56,3.116,24.98,1.7262,2838.5,0.99348,0.013281663,E04001
26,56,3.116,24.98,1.7425,2845.6,0.991,0.013248524,E04001
26,56,3.116,24.98,1.7588,2851.8,1.00638,0.01346518,E04001
26,56,3.116,24.98,1.775,2857.2,1.00448,0.013404732,E04001
26,56,3.116,24.98,1.7913,2861.9,0.99584,0.013277892,E04001
26,56,3.116,24.98,1.8076,2865.9,0.98747,0.013189574,E04001
26,56,3.116,24.98,1.8238,2869.3,1.00373,0.013348203,E04001
26,56,3.116,24.98,1.8401,2872,1.01323,0.014101671,E04001
26,56,3.116,24.98,1.8566,2874.2,0.99506,0.012420848,E04001
26,56,3.116,24.98,1.8729,2875.8,0.99798,0.013005077,E04001
26,56,3.116,24.98,1.8891,2876.9,0.99413,0.012930585,E04001
26,56,3.116,24.98,1.9054,2877.6,1.00083,0.013066444,E04001
26,56,3.116,24.98,1.9217,2877.8,0.98686,0.012857044,E04001
26,56,3.116,24.98,1.9379,2877.6,1.00083,0.013031693,E04001
26,56,3.116,24.98,1.9542,2877,0.99757,0.013034411,E04001
26,56,3.116,24.98,1.9704,2876.1,0.99788,0.01300372,E04001
26,56,3.116,24.98,1.9867,2874.8,1.00529,0.013079171,E04001
26,56,3.116,24.98,2.003,2873.1,0.99544,0.013365354,E04001
26,56,3.116,24.98,2.0192,2871.2,0.9961,0.012015882,E04001
26,56,3.116,24.98,2.0355,2869,1.00383,0.011955385,E04001
26,56,3.116,24.98,2.0518,2866.6,1.00119,0.01193051,E04001
26,56,3.116,24.98,2.068,2864,0.9986,0.011941341,E04001
26,56,3.116,24.98,2.0843,2861.2,1.00657,0.011987977,E04001
26,56,3.116,24.98,2.1005,2858.3,0.9831,0.011790225,E04001
26,56,3.116,24.98,2.1168,2855.4,0.99811,0.011907263,E04001
26,56,3.116,24.98,2.1331,2852.4,0.99565,0.011884729,E04001
26,56,3.116,24.98,2.1493,2849.4,1.00723,0.012213097,E04001
26,56,3.116,24.98,2.1656,2846.4,1.01883,0.012858347,E04001
26,56,3.116,34.98,1.6447,352.61,1.04932,0.022007317,E04001
26,56,3.116,34.98,1.658,364.32,0.99363,0.019323671,E04001
26,56,3.116,34.98,1.6713,376.12,1.05817,0.018557907,E04001
26,56,3.116,34.98,1.6846,387.89,1.01575,0.017582304,E04001
26,56,3.116,34.98,1.698,399.84,1.02041,0.017456983,E04001
26,56,3.116,34.98,1.7113,411.73,1.01037,0.01714716,E04001
26,56,3.116,34.98,1.7246,423.65,1.03151,0.017325623,E04001
26,56,3.116,34.98,1.7379,435.56,0.98953,0.016668197,E04001
26,56,3.116,34.98,1.7513,447.55,1.02782,0.016981343,E04001
26,56,3.116,34.98,1.7646,459.36,1.04711,0.017110763,E04001
26,56,3.116,34.98,1.7779,471.13,1.00397,0.016407361,E04001
26,56,3.116,34.98,1.7912,482.85,1.00859,0.016340478,E04001
26,56,3.116,34.98,1.8045,494.49,1.0071,0.016158062,E04001
26,56,3.116,34.98,1.8179,506.14,1.01948,0.016220808,E04001
26,56,3.116,34.98,1.8312,517.6,1.01623,0.016924266,E04001
26,56,3.116,34.98,1.8445,528.95,0.99631,0.014349182,E04001
26,56,3.116,34.98,1.8578,540.17,1.00524,0.014476924,E04001
26,56,3.116,34.98,1.8712,551.35,0.99574,0.015670627,E04001
26,56,3.116,34.98,1.8845,562.31,0.99411,0.015525244,E04001
26,56,3.116,34.98,1.8978,573.12,1.00503,0.015598827,E04001
26,56,3.116,34.98,1.9111,583.77,1.00725,0.015588331,E04001
26,56,3.116,34.98,1.9244,594.26,0.99788,0.015397301,E04001
26,56,3.116,34.98,1.9378,604.69,1.00217,0.015379781,E04001
26,56,3.116,34.98,1.9511,614.87,1.00834,0.015352839,E04001
26,56,3.116,34.98,1.9644,624.9,0.99696,0.015138422,E04001
26,56,3.116,34.98,1.9777,634.77,0.99721,0.015044819,E04001
26,56,3.116,34.98,1.9911,644.55,1.01932,0.015266465,E04001
26,56,3.116,34.98,2.0044,654.1,1.02278,0.016052591,E04001
26,56,3.116,34.98,2.0177,663.48,1.00681,0.013775849,E04001
26,56,3.116,34.98,2.031,672.72,1.0019,0.014835296,E04001
26,56,3.116,34.98,2.0443,681.81,0.99295,0.014666843,E04001
26,56,3.116,34.98,2.0577,690.85,1.00745,0.014764421,E04001
26,56,3.116,34.98,2.071,699.71,1.00613,0.014720384,E04001
26,56,3.116,34.98,2.0843,708.44,1.01208,0.014821297,E04001
26,56,3.116,34.98,2.0976,717.05,1.01109,0.014782791,E04001
26,56,3.116,34.98,2.111,725.63,1.00189,0.014607996,E04001
26,56,3.116,34.98,2.1243,734.03,1.00677,0.014577061,E04001
26,56,3.116,34.98,2.1376,742.32,1.00226,0.014414269,E04001
26,56,3.116,34.98,2.1509,750.52,0.98998,0.013230827,E04001
26,56,3.116,34.98,2.1642,758.63,1.00049,0.01344529,E04001
26,56,3.116,34.98,2.1776,766.71,1.01733,0.014477443,E04001
26,56,3.116,34.98,2.1909,774.66,1.01077,0.014328867,E04001
26,56,3.116,34.98,2.2042,782.52,1.00189,0.014312733,E04001
