Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Fit:ep,theta,nu_fit,Ex,W2,q2,sigtot_shifted,qe_shifted
26,56,0.2712,180,0.1268,6450,110,Hotta:1984,0.1444,180,0.1268,0.1176,0.9617,0.1566,6980.74,6902.948
26,56,0.2712,180,0.1367,6180,108,Hotta:1984,0.1345,180,0.1367,0.1275,0.991,0.1459,6778.356,6649.552
26,56,0.2712,180,0.1466,6380,105,Hotta:1984,0.1246,180,0.1466,0.1374,1.0203,0.1352,6152.692,5968.196
26,56,0.2712,180,0.1566,5140,101,Hotta:1984,0.1146,180,0.1566,0.1474,1.0499,0.1243,5302.232,5020.132
26,56,0.2712,180,0.1665,4690,92,Hotta:1984,0.1047,180,0.1665,0.1573,1.0792,0.1136,4454.528,4037.228
26,56,0.2712,180,0.1764,4400,94,Hotta:1984,0.0948,180,0.1764,0.1672,1.1085,0.1028,3791.684,3169.192
26,56,0.2712,180,0.1863,4360,160,Hotta:1984,0.0849,180,0.1863,0.1771,1.1379,0.0921,3356.548,2480.504
26,56,0.2712,180,0.1962,4590,190,Hotta:1984,0.075,180,0.1962,0.187,1.1672,0.0814,3191.604,1957.644
26,56,0.2712,180,0.2061,4280,217,Hotta:1984,0.0651,180,0.2061,0.1969,1.1965,0.0706,3251.768,1552.512
26,56,0.2928,180,0.0181,42,8,Hotta:1984,0.2747,180,0.0181,0.0074,0.5926,0.3217,0,0
26,56,0.2928,180,0.0281,170,13,Hotta:1984,0.2647,180,0.0281,0.0174,0.6231,0.31,176.1359032,176.1359032
26,56,0.2928,180,0.038,389,21,Hotta:1984,0.2548,180,0.038,0.0273,0.6532,0.2984,550.5827142,550.5827142
26,56,0.2928,180,0.0479,877,34,Hotta:1984,0.2449,180,0.0479,0.0372,0.6834,0.2868,982.494917,982.494917
26,56,0.2928,180,0.0578,1380,44,Hotta:1984,0.235,180,0.0578,0.0471,0.7136,0.2752,1580.587973,1580.061251
26,56,0.2928,180,0.0678,1860,50,Hotta:1984,0.225,180,0.0678,0.0571,0.7441,0.2635,2335.170195,2333.642701
26,56,0.2928,180,0.0777,2670,56,Hotta:1984,0.2151,180,0.0777,0.067,0.7742,0.2519,3176.345546,3172.289785
26,56,0.2928,180,0.0876,3450,66,Hotta:1984,0.2052,180,0.0876,0.0769,0.8044,0.2403,4032.585152,4026.36983
26,56,0.2928,180,0.0975,3980,69,Hotta:1984,0.1953,180,0.0975,0.0868,0.8346,0.2287,4821.088283,4809.447723
26,56,0.2928,180,0.1074,4780,84,Hotta:1984,0.1854,180,0.1074,0.0967,0.8648,0.2171,5441.72505,5421.55159
26,56,0.2928,180,0.1173,5370,92,Hotta:1984,0.1755,180,0.1173,0.1066,0.8949,0.2055,5788.834979,5755.756825
26,56,0.2928,180,0.1273,5680,80,Hotta:1984,0.1655,180,0.1273,0.1166,0.9254,0.1938,5780.144063,5728.419943
26,56,0.2928,180,0.1372,5830,96,Hotta:1984,0.1556,180,0.1372,0.1265,0.9556,0.1822,5772.78,5695.456
26,56,0.2928,180,0.1471,5640,91,Hotta:1984,0.1457,180,0.1471,0.1364,0.9858,0.1706,5751.408,5636.592
26,56,0.2928,180,0.157,5670,96,Hotta:1984,0.1358,180,0.157,0.1463,1.0159,0.159,5401.968,5219.968
26,56,0.2928,180,0.1669,4880,85,Hotta:1984,0.1259,180,0.1669,0.1562,1.0461,0.1475,4801.524,4542.668
26,56,0.2928,180,0.1769,4920,94,Hotta:1984,0.1159,180,0.1769,0.1662,1.0766,0.1357,4136.964,3752.164
26,56,0.2928,180,0.1868,4480,98,Hotta:1984,0.106,180,0.1868,0.1761,1.1067,0.1241,3567.408,3011.164
26,56,0.2928,180,0.1967,4170,101,Hotta:1984,0.0961,180,0.1967,0.186,1.1369,0.1126,3186.04,2397.304
26,56,0.2928,180,0.2066,3960,103,Hotta:1984,0.0862,180,0.2066,0.1959,1.1671,0.101,3039.452,1927.172
26,56,0.2928,180,0.2166,4630,220,Hotta:1984,0.0762,180,0.2166,0.2059,1.1976,0.0892,3104.036,1569.048
26,56,0.2928,180,0.2265,5060,281,Hotta:1984,0.0663,180,0.2265,0.2158,1.2277,0.0777,3356.912,1287.988
26,56,0.3122,180,0.0186,12,5,Hotta:1984,0.2936,180,0.0186,0.0065,0.5486,0.3666,0,0
26,56,0.3122,180,0.0285,49,8,Hotta:1984,0.2837,180,0.0285,0.0164,0.5796,0.3543,64.64163722,64.64163722
26,56,0.3122,180,0.0384,171,18,Hotta:1984,0.2738,180,0.0384,0.0263,0.6105,0.3419,268.9173291,268.86659
26,56,0.3122,180,0.0483,416,30,Hotta:1984,0.2639,180,0.0483,0.0362,0.6414,0.3296,492.9305381,492.9305381
26,56,0.3122,180,0.0582,775,35,Hotta:1984,0.254,180,0.0582,0.0461,0.6724,0.3172,826.1850697,826.1850697
26,56,0.3122,180,0.0681,1070,41,Hotta:1984,0.2441,180,0.0681,0.056,0.7033,0.3048,1283.496747,1282.73566
26,56,0.3122,180,0.078,1510,53,Hotta:1984,0.2342,180,0.078,0.0659,0.7343,0.2925,1852.941876,1851.318224
26,56,0.3122,180,0.0879,2110,66,Hotta:1984,0.2243,180,0.0879,0.0758,0.7652,0.2801,2498.08977,2494.182858
26,56,0.3122,180,0.0978,2790,77,Hotta:1984,0.2144,180,0.0978,0.0857,0.7961,0.2677,3165.004746,3159.01753
26,56,0.3122,180,0.1077,3150,84,Hotta:1984,0.2045,180,0.1077,0.0956,0.8271,0.2554,3797.112687,3785.899342
26,56,0.3122,180,0.1176,3810,93,Hotta:1984,0.1946,180,0.1176,0.1055,0.858,0.243,4322.972913,4303.438352
26,56,0.3122,180,0.1275,4240,97,Hotta:1984,0.1847,180,0.1275,0.1154,0.889,0.2307,4657.800357,4630.654929
26,56,0.3122,180,0.1374,4580,99,Hotta:1984,0.1748,180,0.1374,0.1253,0.9199,0.2183,4739.99773,4696.565044
26,56,0.3122,180,0.1473,4450,91,Hotta:1984,0.1649,180,0.1473,0.1352,0.9508,0.2059,4831.06,4761.9
26,56,0.3122,180,0.1572,4650,92,Hotta:1984,0.155,180,0.1572,0.1451,0.9818,0.1936,4920.292,4805.736
26,56,0.3122,180,0.1671,4360,101,Hotta:1984,0.1451,180,0.1671,0.155,1.0127,0.1812,4722.952,4556.448
26,56,0.3122,180,0.177,4360,90,Hotta:1984,0.1352,180,0.177,0.1649,1.0437,0.1688,4320.16,4065.932
26,56,0.3122,180,0.1869,3790,93,Hotta:1984,0.1253,180,0.1869,0.1748,1.0746,0.1565,3802.552,3445.052
26,56,0.3122,180,0.1968,3900,89,Hotta:1984,0.1154,180,0.1968,0.1847,1.1055,0.1441,3333.46,2816.892
26,56,0.3122,180,0.2067,3600,89,Hotta:1984,0.1055,180,0.2067,0.1946,1.1365,0.1317,3001.388,2270.944
26,56,0.3122,180,0.2166,3440,91,Hotta:1984,0.0956,180,0.2166,0.2045,1.1674,0.1194,2858.544,1842.88
26,56,0.3122,180,0.2265,3660,98,Hotta:1984,0.0857,180,0.2265,0.2144,1.1984,0.107,2919.436,1522.404
26,56,0.3122,180,0.2364,4120,111,Hotta:1984,0.0758,180,0.2364,0.2243,1.2293,0.0947,3154.32,1277.224
26,56,0.3331,180,0.0191,11,4,Hotta:1984,0.314,180,0.0191,0.0054,0.4978,0.4184,0,0
26,56,0.3331,180,0.029,38,7,Hotta:1984,0.3041,180,0.029,0.0153,0.5296,0.4052,14.02234591,14.02234591
26,56,0.3331,180,0.0389,51,9,Hotta:1984,0.2942,180,0.0389,0.0252,0.5614,0.392,136.3102463,136.3102463
26,56,0.3331,180,0.0488,153,15,Hotta:1984,0.2843,180,0.0488,0.0351,0.5931,0.3788,253.7609808,253.7609808
26,56,0.3331,180,0.0587,309,20,Hotta:1984,0.2744,180,0.0587,0.045,0.6249,0.3656,437.084131,437.084131
26,56,0.3331,180,0.0686,549,38,Hotta:1984,0.2645,180,0.0686,0.0549,0.6567,0.3524,707.6393167,707.6936669
26,56,0.3331,180,0.0785,896,50,Hotta:1984,0.2546,180,0.0785,0.0648,0.6884,0.3392,1079.992386,1079.014083
26,56,0.3331,180,0.0884,1300,43,Hotta:1984,0.2447,180,0.0884,0.0747,0.7202,0.326,1547.730017,1545.827761
26,56,0.3331,180,0.0983,1800,44,Hotta:1984,0.2348,180,0.0983,0.0846,0.752,0.3128,2085.198927,2081.937916
26,56,0.3331,180,0.1082,2230,51,Hotta:1984,0.2249,180,0.1082,0.0945,0.7837,0.2997,2655.549694,2649.082023
26,56,0.3331,180,0.1181,2630,53,Hotta:1984,0.215,180,0.1181,0.1044,0.8155,0.2865,3212.258567,3202.421184
26,56,0.3331,180,0.128,3130,60,Hotta:1984,0.2051,180,0.128,0.1143,0.8473,0.2733,3705.432081,3688.257425
26,56,0.3331,180,0.1379,3540,63,Hotta:1984,0.1952,180,0.1379,0.1242,0.879,0.2601,4070.230476,4041.696632
26,56,0.3331,180,0.1478,3900,70,Hotta:1984,0.1853,180,0.1478,0.1341,0.9108,0.2469,4242.68359,4197.029441
26,56,0.3331,180,0.1577,4160,71,Hotta:1984,0.1754,180,0.1577,0.144,0.9426,0.2337,4183.876698,4113.384517
26,56,0.3331,180,0.1676,4080,81,Hotta:1984,0.1655,180,0.1676,0.1539,0.9744,0.2205,4119.128,4017.832
26,56,0.3331,180,0.1775,4270,77,Hotta:1984,0.1556,180,0.1775,0.1638,1.0061,0.2073,4068.168,3918.98
26,56,0.3331,180,0.1874,3910,74,Hotta:1984,0.1457,180,0.1874,0.1737,1.0379,0.1941,3821.688,3605.004
26,56,0.3331,180,0.1973,3880,75,Hotta:1984,0.1358,180,0.1973,0.1836,1.0697,0.1809,3465.748,3143.712
26,56,0.3331,180,0.2072,3560,72,Hotta:1984,0.1259,180,0.2072,0.1935,1.1014,0.1677,3094.728,2630.264
26,56,0.3331,180,0.2171,3500,70,Hotta:1984,0.116,180,0.2171,0.2034,1.1332,0.1546,2794.584,2150.824
26,56,0.3331,180,0.227,3520,73,Hotta:1984,0.1061,180,0.227,0.2133,1.165,0.1414,2652.728,1756.404
26,56,0.3331,180,0.2369,4200,93,Hotta:1984,0.0962,180,0.2369,0.2232,1.1967,0.1282,2688.14,1457.04
26,56,0.3331,180,0.2468,4510,88,Hotta:1984,0.0863,180,0.2468,0.2331,1.2285,0.115,2887.092,1234.324
26,56,0.3331,180,0.2567,4000,167,Hotta:1984,0.0764,180,0.2567,0.243,1.2603,0.1018,3237.156,1060.28
26,56,0.5553,180,0.2724,327,33.1,Hotta:1984,0.2829,180,0.2724,0.2364,0.7631,0.6284,382.3995091,376.7391427
26,56,0.5553,180,0.2814,428,33,Hotta:1984,0.2739,180,0.2814,0.2454,0.8,0.6084,442.7148891,433.8067714
26,56,0.5553,180,0.2941,536,31.1,Hotta:1984,0.2612,180,0.2941,0.2581,0.8521,0.5802,524.6974094,508.9690142
26,56,0.5553,180,0.3025,511,29.2,Hotta:1984,0.2528,180,0.3025,0.2665,0.8865,0.5615,572.9497134,550.6330228
26,56,0.5553,180,0.3139,460,29.2,Hotta:1984,0.2414,180,0.3139,0.2779,0.9332,0.5362,624.9137331,589.7452269
26,56,0.5553,180,0.3212,575,54.4,Hotta:1984,0.2341,180,0.3212,0.2852,0.9631,0.52,667.836,615.628
26,56,0.5553,180,0.3346,932,52.5,Hotta:1984,0.2207,180,0.3346,0.2986,1.018,0.4902,749.632,665.132
26,56,0.5553,180,0.3414,988,54.4,Hotta:1984,0.2139,180,0.3414,0.3054,1.0459,0.4751,781.924,674.596
26,56,0.5553,180,0.3549,903,54.4,Hotta:1984,0.2004,180,0.3549,0.3189,1.1012,0.4451,827.164,658.632
26,56,0.5553,180,0.3614,1010,62.2,Hotta:1984,0.1939,180,0.3614,0.3254,1.1278,0.4307,842.608,635.492
26,56,0.5553,180,0.3752,1030,60.3,Hotta:1984,0.1801,180,0.3752,0.3392,1.1844,0.4,873.756,561.288
26,56,0.5553,180,0.381,1120,64.2,Hotta:1984,0.1743,180,0.381,0.345,1.2082,0.3872,891.696,523.744
26,56,0.5553,180,0.3954,1300,73.9,Hotta:1984,0.1599,180,0.3954,0.3594,1.2672,0.3552,963.716,428.116
26,56,0.5553,180,0.4006,1410,83.6,Hotta:1984,0.1547,180,0.4006,0.3646,1.2885,0.3436,1002.456,395.772
26,56,0.5553,180,0.4154,1800,107,Hotta:1984,0.1399,180,0.4154,0.3794,1.3491,0.3107,1156.428,318.344
26,56,0.5553,180,0.42,1860,105,Hotta:1984,0.1353,180,0.42,0.384,1.368,0.3005,1217.06,299.104
26,56,0.5553,180,0.4254,2070,121,Hotta:1984,0.1299,180,0.4254,0.3894,1.3901,0.2885,1293.032,279.136
26,56,0.5553,180,0.4296,2260,128,Hotta:1984,0.1257,180,0.4296,0.3936,1.4073,0.2792,1354.652,265.252
26,56,0.16,60,0.015,793000,40500,Meziani:1984is,0.145,60,0.015,0.0142,0.8853,0.0232,,
26,56,0.16,60,0.025,629000,35700,Meziani:1984is,0.135,60,0.025,0.0242,0.9057,0.0216,,
26,56,0.16,60,0.035,537000,36600,Meziani:1984is,0.125,60,0.035,0.0342,0.926,0.02,,
26,56,0.16,60,0.045,361000,34900,Meziani:1984is,0.115,60,0.045,0.0442,0.9464,0.0184,,
26,56,0.16,60,0.055,248000,37000,Meziani:1984is,0.105,60,0.055,0.0542,0.9668,0.0168,197413.58,195577.356
26,56,0.2,60,0.015,364000,12500,Meziani:1984is,0.185,60,0.015,0.0137,0.8715,0.037,170942.8382,31666.73947
26,56,0.2,60,0.025,337000,11900,Meziani:1984is,0.175,60,0.025,0.0237,0.8923,0.035,342224.2386,161268.4193
26,56,0.2,60,0.035,327000,12800,Meziani:1984is,0.165,60,0.035,0.0337,0.913,0.033,279015.3467,213786.4014
26,56,0.2,60,0.045,293000,12800,Meziani:1984is,0.155,60,0.045,0.0437,0.9338,0.031,214353.7237,197438.662
26,56,0.2,60,0.055,239000,12300,Meziani:1984is,0.145,60,0.055,0.0537,0.9546,0.029,183249.508,180662.144
26,56,0.2,60,0.065,159000,11000,Meziani:1984is,0.135,60,0.065,0.0637,0.9753,0.027,162609.356,162463.496
26,56,0.2,60,0.075,117000,11300,Meziani:1984is,0.125,60,0.075,0.0737,0.9961,0.025,120516.448,120481.556
26,56,0.2,60,0.085,74700,12500,Meziani:1984is,0.115,60,0.085,0.0837,1.0169,0.023,80900.144,80783.664
26,56,0.2,60,0.095,46900,15600,Meziani:1984is,0.105,60,0.095,0.0937,1.0376,0.021,51402.364,51042.576
26,56,0.24,60,0.015,179000,5810,Meziani:1984is,0.225,60,0.015,0.0132,0.8545,0.054,65363.42699,19290.72343
26,56,0.24,60,0.025,192000,6430,Meziani:1984is,0.215,60,0.025,0.0232,0.8757,0.0516,236381.4625,118048.7855
26,56,0.24,60,0.035,189000,6700,Meziani:1984is,0.205,60,0.035,0.0332,0.8968,0.0492,224710.0497,171546.1182
26,56,0.24,60,0.045,196000,7230,Meziani:1984is,0.195,60,0.045,0.0432,0.918,0.0468,203380.2066,184449.4169
26,56,0.24,60,0.055,192000,7320,Meziani:1984is,0.185,60,0.055,0.0532,0.9392,0.0444,168193.2107,164091.533
26,56,0.24,60,0.065,156000,6620,Meziani:1984is,0.175,60,0.065,0.0632,0.9603,0.042,145247.804,145027.116
26,56,0.24,60,0.075,125000,5960,Meziani:1984is,0.165,60,0.075,0.0732,0.9815,0.0396,127188.672,127133.864
26,56,0.24,60,0.085,98400,5420,Meziani:1984is,0.155,60,0.085,0.0832,1.0027,0.0372,99590.66,99435.024
26,56,0.24,60,0.095,63300,4460,Meziani:1984is,0.145,60,0.095,0.0932,1.0238,0.0348,72996.768,72661.16
26,56,0.24,60,0.105,43200,4510,Meziani:1984is,0.135,60,0.105,0.1032,1.045,0.0324,51630.124,50971.232
26,56,0.24,60,0.115,33400,5350,Meziani:1984is,0.125,60,0.115,0.1132,1.0662,0.03,36049.468,34756.28
26,56,0.28,60,0.015,84200,2510,Meziani:1984is,0.265,60,0.015,0.0126,0.8343,0.0742,45461.04626,9413.406244
26,56,0.28,60,0.025,102000,2980,Meziani:1984is,0.255,60,0.025,0.0226,0.8559,0.0714,133398.4602,77395.18568
26,56,0.28,60,0.035,110000,3380,Meziani:1984is,0.245,60,0.035,0.0326,0.8774,0.0686,150233.2871,118087.255
26,56,0.28,60,0.045,116000,3720,Meziani:1984is,0.235,60,0.045,0.0426,0.899,0.0658,156536.6908,139460.2738
26,56,0.28,60,0.055,120000,4060,Meziani:1984is,0.225,60,0.055,0.0526,0.9206,0.063,144804.1755,140297.9455
26,56,0.28,60,0.065,119000,4260,Meziani:1984is,0.215,60,0.065,0.0626,0.9421,0.0602,125914.9274,125549.6956
26,56,0.28,60,0.075,110000,4140,Meziani:1984is,0.205,60,0.075,0.0726,0.9637,0.0574,112105.604,112038.004
26,56,0.28,60,0.085,95400,3830,Meziani:1984is,0.195,60,0.085,0.0826,0.9853,0.0546,99430.344,99278.92
26,56,0.28,60,0.095,73200,3190,Meziani:1984is,0.185,60,0.095,0.0926,1.0068,0.0518,81392.324,81115.788
26,56,0.28,60,0.105,56300,2710,Meziani:1984is,0.175,60,0.105,0.1026,1.0284,0.049,63378.796,62840.544
26,56,0.28,60,0.115,42600,2370,Meziani:1984is,0.165,60,0.115,0.1126,1.05,0.0462,48083.36,47122.452
26,56,0.28,60,0.125,33700,2250,Meziani:1984is,0.155,60,0.125,0.1226,1.0715,0.0434,36225.488,34636.784
26,56,0.28,60,0.135,24700,2230,Meziani:1984is,0.145,60,0.135,0.1326,1.0931,0.0406,27555.424,25103.208
26,56,0.28,60,0.145,20500,2650,Meziani:1984is,0.135,60,0.145,0.1426,1.1147,0.0378,21383.18,17959.552
26,56,0.28,60,0.155,19800,3560,Meziani:1984is,0.125,60,0.155,0.1526,1.1362,0.035,17428.06,12659.452
26,56,0.34,60,0.015,32900,920,Meziani:1984is,0.325,60,0.015,0.0114,0.798,0.1105,256902.9473,0
26,56,0.34,60,0.025,42800,1180,Meziani:1984is,0.315,60,0.025,0.0214,0.8202,0.1071,98482.1248,35099.10795
26,56,0.34,60,0.035,52400,1490,Meziani:1984is,0.305,60,0.035,0.0314,0.8423,0.1037,66598.77559,56562.32274
26,56,0.34,60,0.045,60900,1780,Meziani:1984is,0.295,60,0.045,0.0414,0.8645,0.1003,83232.22756,72892.85916
26,56,0.34,60,0.055,68100,2020,Meziani:1984is,0.285,60,0.055,0.0514,0.8867,0.0969,86523.37174,82794.74012
26,56,0.34,60,0.065,69800,2150,Meziani:1984is,0.275,60,0.065,0.0614,0.9088,0.0935,85983.19525,85594.87721
26,56,0.34,60,0.075,71900,2270,Meziani:1984is,0.265,60,0.075,0.0714,0.931,0.0901,81735.39433,81641.46303
26,56,0.34,60,0.085,71700,2340,Meziani:1984is,0.255,60,0.085,0.0814,0.9532,0.0867,77779.676,77659.036
26,56,0.34,60,0.095,68600,2320,Meziani:1984is,0.245,60,0.095,0.0914,0.9753,0.0833,73745.412,73523.06
26,56,0.34,60,0.105,61600,2190,Meziani:1984is,0.235,60,0.105,0.1014,0.9975,0.0799,65466.648,65084.084
26,56,0.34,60,0.115,50600,1950,Meziani:1984is,0.225,60,0.115,0.1114,1.0197,0.0765,55325.088,54703.532
26,56,0.34,60,0.125,41700,1750,Meziani:1984is,0.215,60,0.125,0.1214,1.0418,0.0731,45331.416,44370.3
26,56,0.34,60,0.135,32600,1500,Meziani:1984is,0.205,60,0.135,0.1314,1.064,0.0697,36645.648,35221.056
26,56,0.34,60,0.145,26300,1320,Meziani:1984is,0.195,60,0.145,0.1414,1.0862,0.0663,29678.324,27642.732
26,56,0.34,60,0.155,23200,1220,Meziani:1984is,0.185,60,0.155,0.1514,1.1083,0.0629,24398.244,21582.028
26,56,0.34,60,0.165,20000,1160,Meziani:1984is,0.175,60,0.165,0.1614,1.1305,0.0595,20591.948,16806.608
26,56,0.34,60,0.175,18200,1160,Meziani:1984is,0.165,60,0.175,0.1714,1.1527,0.0561,18013.58,13055.692
26,56,0.34,60,0.185,19500,1330,Meziani:1984is,0.155,60,0.185,0.1814,1.1748,0.0527,16448.068,10104.068
26,56,0.4,60,0.015,12200,326,Meziani:1984is,0.385,60,0.015,0.0101,0.7545,0.154,43.26736684,0
26,56,0.4,60,0.025,19100,499,Meziani:1984is,0.375,60,0.025,0.0201,0.7773,0.15,18741.91385,15365.50369
26,56,0.4,60,0.035,24400,654,Meziani:1984is,0.365,60,0.035,0.0301,0.8,0.146,30605.64148,27692.5551
26,56,0.4,60,0.045,31700,861,Meziani:1984is,0.355,60,0.045,0.0401,0.8228,0.142,43726.71533,38516.19515
26,56,0.4,60,0.055,36800,1120,Meziani:1984is,0.345,60,0.055,0.0501,0.8456,0.138,50218.72158,47632.76185
26,56,0.4,60,0.065,41100,1270,Meziani:1984is,0.335,60,0.065,0.0601,0.8683,0.134,54721.58122,54364.26537
26,56,0.4,60,0.075,43300,1360,Meziani:1984is,0.325,60,0.075,0.0701,0.8911,0.13,58168.68254,58094.76506
26,56,0.4,60,0.085,47500,1500,Meziani:1984is,0.315,60,0.085,0.0801,0.9139,0.126,58534.06422,58430.41843
26,56,0.4,60,0.095,48700,1560,Meziani:1984is,0.305,60,0.095,0.0901,0.9366,0.122,55675.47975,55514.16333
26,56,0.4,60,0.105,50200,1640,Meziani:1984is,0.295,60,0.105,0.1001,0.9594,0.118,52820.352,52599.144
26,56,0.4,60,0.115,48700,1640,Meziani:1984is,0.285,60,0.115,0.1101,0.9822,0.114,50093.264,49704.2
26,56,0.4,60,0.125,41000,1450,Meziani:1984is,0.275,60,0.125,0.1201,1.0049,0.11,45225.596,44681.156
26,56,0.4,60,0.135,37100,1370,Meziani:1984is,0.265,60,0.135,0.1301,1.0277,0.106,39349.284,38586.808
26,56,0.4,60,0.145,32000,1240,Meziani:1984is,0.255,60,0.145,0.1401,1.0505,0.102,33533.812,32382.688
26,56,0.4,60,0.155,26000,1090,Meziani:1984is,0.245,60,0.155,0.1501,1.0732,0.098,28249.78,26703.248
26,56,0.4,60,0.165,24200,1050,Meziani:1984is,0.235,60,0.165,0.1601,1.096,0.094,24008.92,21837.296
26,56,0.4,60,0.175,20700,1820,Meziani:1984is,0.225,60,0.175,0.1701,1.1188,0.09,20774.572,17826.016
26,56,0.4,60,0.185,17200,823,Meziani:1984is,0.215,60,0.185,0.1801,1.1415,0.086,18338.06,14578.772
26,56,0.4,60,0.195,16000,788,Meziani:1984is,0.205,60,0.195,0.1901,1.1643,0.082,16819.972,11959.688
26,56,0.4,60,0.205,17100,825,Meziani:1984is,0.195,60,0.205,0.2001,1.187,0.078,15895.412,9836.424
26,56,0.4,60,0.215,18400,883,Meziani:1984is,0.185,60,0.215,0.2101,1.2098,0.074,15633.228,8100.196
26,56,0.4,60,0.225,18000,918,Meziani:1984is,0.175,60,0.225,0.2201,1.2326,0.07,15851.992,6668.064
26,56,0.4,60,0.235,20100,1040,Meziani:1984is,0.165,60,0.235,0.2301,1.2553,0.066,16436.94,5478.304
26,56,0.4,60,0.245,23600,1250,Meziani:1984is,0.155,60,0.245,0.2401,1.2781,0.062,17378.504,4484.74
26,56,0.48,60,0.015,2060,124,Meziani:1984is,0.465,60,0.015,0.0081,0.6853,0.2232,4168.841316,0
26,56,0.48,60,0.025,4220,194,Meziani:1984is,0.455,60,0.025,0.0181,0.7089,0.2184,4550.466762,3276.778234
26,56,0.48,60,0.035,7420,287,Meziani:1984is,0.445,60,0.035,0.0281,0.7324,0.2136,8790.730399,8402.002814
26,56,0.48,60,0.045,10700,320,Meziani:1984is,0.435,60,0.045,0.0381,0.756,0.2088,14278.96595,13109.34667
26,56,0.48,60,0.055,13800,435,Meziani:1984is,0.425,60,0.055,0.0481,0.7796,0.204,19055.09746,18148.3719
26,56,0.48,60,0.065,16800,520,Meziani:1984is,0.415,60,0.065,0.0581,0.8031,0.1992,23290.0345,23101.31232
26,56,0.48,60,0.075,20000,615,Meziani:1984is,0.405,60,0.075,0.0681,0.8267,0.1944,27629.21261,27598.51304
26,56,0.48,60,0.085,22500,692,Meziani:1984is,0.395,60,0.085,0.0781,0.8503,0.1896,31357.03397,31314.30659
26,56,0.48,60,0.095,25300,778,Meziani:1984is,0.385,60,0.095,0.0881,0.8738,0.1848,34011.28677,33936.14155
26,56,0.48,60,0.105,28100,864,Meziani:1984is,0.375,60,0.105,0.0981,0.8974,0.18,35291.84834,35192.41839
26,56,0.48,60,0.115,30200,936,Meziani:1984is,0.365,60,0.115,0.1081,0.921,0.1752,35102.20976,34943.04165
26,56,0.48,60,0.125,31100,978,Meziani:1984is,0.355,60,0.125,0.1181,0.9445,0.1704,33517.4017,33271.80514
26,56,0.48,60,0.135,29400,946,Meziani:1984is,0.345,60,0.135,0.1281,0.9681,0.1656,31960.916,31627.752
26,56,0.48,60,0.145,28000,927,Meziani:1984is,0.335,60,0.145,0.1381,0.9917,0.1608,30477.46,29994.12
26,56,0.48,60,0.155,26400,898,Meziani:1984is,0.325,60,0.155,0.1481,1.0152,0.156,28077.868,27394.848
26,56,0.48,60,0.165,24000,848,Meziani:1984is,0.315,60,0.165,0.1581,1.0388,0.1512,25192.284,24249.472
26,56,0.48,60,0.175,21900,802,Meziani:1984is,0.305,60,0.175,0.1681,1.0624,0.1464,22241.18,20966.4
26,56,0.48,60,0.185,20300,768,Meziani:1984is,0.295,60,0.185,0.1781,1.0859,0.1416,19546.696,17854.044
26,56,0.48,60,0.195,17900,708,Meziani:1984is,0.285,60,0.195,0.1881,1.1095,0.1368,17302.168,15091.024
26,56,0.48,60,0.205,15400,634,Meziani:1984is,0.275,60,0.205,0.1981,1.133,0.132,15587.832,12742.704
26,56,0.48,60,0.215,14400,607,Meziani:1984is,0.265,60,0.215,0.2081,1.1566,0.1272,14405.56,10797.072
26,56,0.48,60,0.225,13900,596,Meziani:1984is,0.255,60,0.225,0.2181,1.1802,0.1224,13713.128,9201.036
26,56,0.48,60,0.235,13700,593,Meziani:1984is,0.245,60,0.235,0.2281,1.2037,0.1176,13450.476,7888.92
26,56,0.48,60,0.245,14500,619,Meziani:1984is,0.235,60,0.245,0.2381,1.2273,0.1128,13552.968,6798.948
26,56,0.48,60,0.255,15200,1270,Meziani:1984is,0.225,60,0.255,0.2481,1.2509,0.108,13995.332,5880.992
26,56,0.48,60,0.265,15900,684,Meziani:1984is,0.215,60,0.265,0.2581,1.2744,0.1032,14624.948,5096.936
26,56,0.48,60,0.275,17100,735,Meziani:1984is,0.205,60,0.275,0.2681,1.298,0.0984,15424.812,4419.012
26,56,0.48,60,0.285,17900,779,Meziani:1984is,0.195,60,0.285,0.2781,1.3216,0.0936,16320.668,3826.992
26,56,0.48,60,0.295,20400,883,Meziani:1984is,0.185,60,0.295,0.2881,1.3451,0.0888,17233.476,3305.744
26,56,0.48,60,0.305,19700,917,Meziani:1984is,0.175,60,0.305,0.2981,1.3687,0.084,18084.248,2843.932
26,56,0.48,60,0.315,21200,1020,Meziani:1984is,0.165,60,0.315,0.3081,1.3923,0.0792,18799.04,2432.976
26,56,0.48,60,0.325,22600,1160,Meziani:1984is,0.155,60,0.325,0.3181,1.4158,0.0744,19314.152,2066.376
26,56,0.56,60,0.015,186,16.8,Meziani:1984is,0.545,60,0.015,0.0058,0.6033,0.3052,0,0
26,56,0.56,60,0.025,652,34.2,Meziani:1984is,0.535,60,0.025,0.0158,0.6277,0.2996,344.8363024,341.9511072
26,56,0.56,60,0.035,1450,57.8,Meziani:1984is,0.525,60,0.035,0.0258,0.652,0.294,1965.872088,1941.625352
26,56,0.56,60,0.045,2530,87.2,Meziani:1984is,0.515,60,0.045,0.0358,0.6764,0.2884,3440.040345,3319.306026
