Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Fit:ep,theta,nu_fit,Ex,W2,q2,sigtot_shifted,qe_shifted
26,56,4.045,15,0.195,148,6.25,Arrington:1998ps,3.85,15,0.195,0.1771,0.185,1.0613,192.3044662,192.2524357
26,56,4.045,15,0.21,201,7.21,Arrington:1998ps,3.835,15,0.21,0.1921,0.2173,1.0572,254.1686464,254.1686464
26,56,4.045,15,0.225,275,8.37,Arrington:1998ps,3.82,15,0.225,0.2071,0.2496,1.053,334.867842,334.867842
26,56,4.045,15,0.24,359,9.59,Arrington:1998ps,3.805,15,0.24,0.2221,0.2818,1.0489,440.3855524,440.3855524
26,56,4.045,15,0.255,476,11,Arrington:1998ps,3.79,15,0.255,0.2371,0.3141,1.0448,578.2141592,578.2141592
26,56,4.045,15,0.27,650,12.8,Arrington:1998ps,3.775,15,0.27,0.2521,0.3464,1.0406,758.4475658,757.9272615
26,56,4.045,15,0.285,810,14.3,Arrington:1998ps,3.76,15,0.285,0.2671,0.3787,1.0365,991.4398275,989.9309451
26,56,4.045,15,0.3,1080,16.5,Arrington:1998ps,3.745,15,0.3,0.2821,0.411,1.0323,1287.805152,1284.475205
26,56,4.045,15,0.315,1390,18.7,Arrington:1998ps,3.73,15,0.315,0.2971,0.4433,1.0282,1655.296073,1649.000391
26,56,4.045,15,0.33,1780,20.9,Arrington:1998ps,3.715,15,0.33,0.3121,0.4755,1.0241,2096.618173,2085.119448
26,56,4.045,15,0.345,2150,22.6,Arrington:1998ps,3.7,15,0.345,0.3271,0.5078,1.0199,2605.47577,2585.860299
26,56,4.045,15,0.36,2780,25.9,Arrington:1998ps,3.685,15,0.36,0.3421,0.5401,1.0158,3166.884101,3135.509752
26,56,4.045,15,0.375,3430,29.1,Arrington:1998ps,3.67,15,0.375,0.3571,0.5724,1.0117,3762.06018,3712.527211
26,56,4.045,15,0.39,4280,32.9,Arrington:1998ps,3.655,15,0.39,0.3721,0.6047,1.0075,4368.787014,4294.071318
26,56,4.045,15,0.405,4990,35.4,Arrington:1998ps,3.64,15,0.405,0.3871,0.637,1.0034,4968.073497,4860.058327
26,56,4.045,15,0.42,5700,37.6,Arrington:1998ps,3.625,15,0.42,0.4021,0.6692,0.9993,5544.778774,5395.347382
26,56,4.045,15,0.435,6440,39.9,Arrington:1998ps,3.61,15,0.435,0.4171,0.7015,0.9951,6092.763254,5889.272246
26,56,4.045,15,0.45,7090,41.1,Arrington:1998ps,3.595,15,0.45,0.4321,0.7338,0.991,6604.482525,6333.768202
26,56,4.045,15,0.465,7480,41.9,Arrington:1998ps,3.58,15,0.465,0.4471,0.7661,0.9869,7073.276691,6721.863173
26,56,4.045,15,0.48,8100,42.1,Arrington:1998ps,3.565,15,0.48,0.4621,0.7984,0.9827,7500.082302,7046.897264
26,56,4.045,15,0.495,8260,42.1,Arrington:1998ps,3.55,15,0.495,0.4771,0.8307,0.9786,7877.823217,7302.054488
26,56,4.045,15,0.51,8680,43.4,Arrington:1998ps,3.535,15,0.51,0.4921,0.8629,0.9745,8199.787513,7481.351347
26,56,4.045,15,0.525,9010,44.2,Arrington:1998ps,3.52,15,0.525,0.5071,0.8952,0.9703,8471.438384,7580.313224
26,56,4.045,15,0.54,9140,43.9,Arrington:1998ps,3.505,15,0.54,0.5221,0.9275,0.9662,8682.838017,7597.327174
26,56,4.045,15,0.555,9210,44.2,Arrington:1998ps,3.49,15,0.555,0.5371,0.9598,0.9621,8911.812,7596.368
26,56,4.045,15,0.57,9250,43.5,Arrington:1998ps,3.475,15,0.57,0.5521,0.9921,0.9579,9129.588,7554.144
26,56,4.045,15,0.585,9400,45.1,Arrington:1998ps,3.46,15,0.585,0.5671,1.0244,0.9538,9294.428,7435.064
26,56,4.045,15,0.6,9380,45,Arrington:1998ps,3.445,15,0.6,0.5821,1.0566,0.9496,9426.768,7246.616
26,56,4.045,15,0.615,9470,45.4,Arrington:1998ps,3.43,15,0.615,0.5971,1.0889,0.9455,9519.172,6998.68
26,56,4.045,15,0.63,9480,201,Arrington:1998ps,3.415,15,0.63,0.6121,1.1212,0.9414,9598.316,6702.592
26,56,4.045,15,0.645,9770,203,Arrington:1998ps,3.4,15,0.645,0.6271,1.1535,0.9372,9653.488,6369.948
26,56,4.045,15,0.66,9940,205,Arrington:1998ps,3.385,15,0.66,0.6421,1.1858,0.9331,9712.404,6012.136
26,56,4.045,15,0.675,10400,212,Arrington:1998ps,3.37,15,0.675,0.6571,1.218,0.929,9759.984,5639.296
26,56,4.045,15,0.69,10300,210,Arrington:1998ps,3.355,15,0.69,0.6721,1.2503,0.9248,9820.876,5260.06
26,56,4.045,15,0.705,11100,220,Arrington:1998ps,3.34,15,0.705,0.6871,1.2826,0.9207,9876.828,4881.708
26,56,4.045,15,0.72,11200,223,Arrington:1998ps,3.325,15,0.72,0.7021,1.3149,0.9166,9947.912,4510.012
26,56,4.045,15,0.735,11400,223,Arrington:1998ps,3.31,15,0.735,0.7171,1.3472,0.9124,10015.096,4149.444
26,56,4.045,15,0.75,11400,223,Arrington:1998ps,3.295,15,0.75,0.7321,1.3795,0.9083,10092.576,3803.436
26,56,4.045,15,0.765,10900,216,Arrington:1998ps,3.28,15,0.765,0.7471,1.4117,0.9042,10165.324,3474.432
26,56,4.045,15,0.78,11000,217,Arrington:1998ps,3.265,15,0.78,0.7621,1.444,0.9,10236.408,3164.304
26,56,4.045,15,0.795,11500,221,Arrington:1998ps,3.25,15,0.795,0.7771,1.4763,0.8959,10312.848,2874.04
26,56,4.045,15,0.81,11200,217,Arrington:1998ps,3.235,15,0.81,0.7921,1.5086,0.8918,10379.564,2604.316
26,56,4.045,15,0.825,11300,217,Arrington:1998ps,3.22,15,0.825,0.8071,1.5409,0.8876,10441.236,2355.288
26,56,4.045,15,0.84,11700,219,Arrington:1998ps,3.205,15,0.84,0.8221,1.5732,0.8835,10503.792,2126.904
26,56,4.045,15,0.855,11300,214,Arrington:1998ps,3.19,15,0.855,0.8371,1.6054,0.8794,10556,1918.436
26,56,4.045,15,0.87,11900,220,Arrington:1998ps,3.175,15,0.87,0.8521,1.6377,0.8752,10603.788,1729.312
26,56,4.045,15,0.885,11000,210,Arrington:1998ps,3.16,15,0.885,0.8671,1.67,0.8711,10645.908,1558.44
26,56,4.045,15,0.9,10700,206,Arrington:1998ps,3.145,15,0.9,0.8821,1.7023,0.867,10689.64,1404.728
26,56,4.045,15,0.915,11100,209,Arrington:1998ps,3.13,15,0.915,0.8971,1.7346,0.8628,10725.728,1266.876
26,56,4.045,15,0.93,11400,211,Arrington:1998ps,3.115,15,0.93,0.9121,1.7669,0.8587,10762.232,1143.74
26,56,4.045,15,0.945,11400,210,Arrington:1998ps,3.1,15,0.945,0.9271,1.7991,0.8545,10795.408,1033.76
26,56,4.045,15,0.96,11500,213,Arrington:1998ps,3.085,15,0.96,0.9421,1.8314,0.8504,10831.444,935.74
26,56,4.045,15,0.975,11500,214,Arrington:1998ps,3.07,15,0.975,0.9571,1.8637,0.8463,10865.66,848.38
26,56,4.045,15,0.99,11200,212,Arrington:1998ps,3.055,15,0.99,0.9721,1.896,0.8421,10903.516,770.432
26,56,4.045,15,1.005,11400,216,Arrington:1998ps,3.04,15,1.005,0.9871,1.9283,0.838,10943.4,700.804
26,56,4.045,15,1.02,11700,221,Arrington:1998ps,3.025,15,1.02,1.0021,1.9606,0.8339,10981.984,638.56
26,56,4.045,15,1.035,12100,227,Arrington:1998ps,3.01,15,1.035,1.0171,1.9928,0.8297,11027.692,582.66
26,56,4.045,15,1.05,12200,232,Arrington:1998ps,2.995,15,1.05,1.0321,2.0251,0.8256,11071.684,532.428
26,56,4.045,15,1.065,11800,233,Arrington:1998ps,2.98,15,1.065,1.0471,2.0574,0.8215,11116.404,487.032
26,56,4.045,15,1.08,12100,239,Arrington:1998ps,2.965,15,1.08,1.0621,2.0897,0.8173,11169.028,445.952
26,56,4.045,15,1.095,12200,244,Arrington:1998ps,2.95,15,1.095,1.0771,2.122,0.8132,11218.792,408.72
26,56,4.045,15,1.11,12500,255,Arrington:1998ps,2.935,15,1.11,1.0921,2.1543,0.8091,11268.4,374.868
26,56,4.045,23,0.24,0.00202,0.00175,Arrington:1998ps,3.805,23,0.24,0.1981,-1.1163,2.4471,0,0
26,56,4.045,23,0.255,0.003,0.002,Arrington:1998ps,3.79,23,0.255,0.2131,-1.0785,2.4374,0,0
26,56,4.045,23,0.27,0.00198,0.00172,Arrington:1998ps,3.775,23,0.27,0.2281,-1.0407,2.4278,0,0
26,56,4.045,23,0.285,0.0059,0.0026,Arrington:1998ps,3.76,23,0.285,0.2431,-1.0029,2.4181,0,0
26,56,4.045,23,0.3,0.00687,0.00278,Arrington:1998ps,3.745,23,0.3,0.2581,-0.9652,2.4085,0,0
26,56,4.045,23,0.315,0.0137,0.00379,Arrington:1998ps,3.73,23,0.315,0.2731,-0.9274,2.3988,0,0
26,56,4.045,23,0.33,0.0206,0.0046,Arrington:1998ps,3.715,23,0.33,0.2881,-0.8896,2.3892,0,0
26,56,4.045,23,0.345,0.0392,0.00627,Arrington:1998ps,3.7,23,0.345,0.3031,-0.8518,2.3795,0,0
26,56,4.045,23,0.36,0.0509,0.00711,Arrington:1998ps,3.685,23,0.36,0.3181,-0.814,2.3699,0,0
26,56,4.045,23,0.375,0.0654,0.00805,Arrington:1998ps,3.67,23,0.375,0.3331,-0.7762,2.3602,0.051196704,0.051196704
26,56,4.045,23,0.39,0.124,0.011,Arrington:1998ps,3.655,23,0.39,0.3481,-0.7384,2.3506,0.051196704,0.051196704
26,56,4.045,23,0.405,0.163,0.0126,Arrington:1998ps,3.64,23,0.405,0.3631,-0.7006,2.3409,0.051196704,0.051196704
26,56,4.045,23,0.42,0.243,0.0153,Arrington:1998ps,3.625,23,0.42,0.3781,-0.6628,2.3313,0.051196704,0.051196704
26,56,4.045,23,0.435,0.301,0.0169,Arrington:1998ps,3.61,23,0.435,0.3931,-0.625,2.3216,0.102393408,0.102393408
26,56,4.045,23,0.45,0.415,0.0198,Arrington:1998ps,3.595,23,0.45,0.4081,-0.5872,2.312,0.102393408,0.102393408
26,56,4.045,23,0.465,0.51,0.0218,Arrington:1998ps,3.58,23,0.465,0.4231,-0.5494,2.3024,0.153590112,0.153590112
26,56,4.045,23,0.48,0.747,0.026,Arrington:1998ps,3.565,23,0.48,0.4381,-0.5116,2.2927,0.204786816,0.204786816
26,56,4.045,23,0.495,0.937,0.0289,Arrington:1998ps,3.55,23,0.495,0.4531,-0.4738,2.2831,0.25598352,0.25598352
26,56,4.045,23,0.51,1.12,0.0315,Arrington:1998ps,3.535,23,0.51,0.4681,-0.436,2.2734,0.358376928,0.358376928
26,56,4.045,23,0.525,1.55,0.0369,Arrington:1998ps,3.52,23,0.525,0.4831,-0.3982,2.2638,0.460770336,0.460770336
26,56,4.045,23,0.54,1.89,0.0409,Arrington:1998ps,3.505,23,0.54,0.4981,-0.3604,2.2541,0.563163744,0.563163744
26,56,4.045,23,0.555,2.33,0.0454,Arrington:1998ps,3.49,23,0.555,0.5131,-0.3226,2.2445,0.76795056,0.76795056
26,56,4.045,23,0.57,2.93,0.0513,Arrington:1998ps,3.475,23,0.57,0.5281,-0.2848,2.2348,0.972737376,0.972737376
26,56,4.045,23,0.585,3.57,0.0571,Arrington:1998ps,3.46,23,0.585,0.5431,-0.247,2.2252,1.331114304,1.331114304
26,56,4.045,23,0.6,4.44,0.0644,Arrington:1998ps,3.445,23,0.6,0.5581,-0.2093,2.2155,1.740687936,1.740687936
26,56,4.045,23,0.615,5.2,0.0708,Arrington:1998ps,3.43,23,0.615,0.5731,-0.1715,2.2059,2.252654976,2.252654976
26,56,4.045,23,0.63,6.43,0.15,Arrington:1998ps,3.415,23,0.63,0.5881,-0.1337,2.1962,2.969408832,2.969408832
26,56,4.045,23,0.645,7.85,0.166,Arrington:1998ps,3.4,23,0.645,0.6031,-0.0959,2.1866,3.942146208,3.890949504
26,56,4.045,23,0.66,9.53,0.183,Arrington:1998ps,3.385,23,0.66,0.6181,-0.0581,2.1769,5.170867105,5.119670401
26,56,4.045,23,0.675,11.4,0.201,Arrington:1998ps,3.37,23,0.675,0.6331,-0.0203,2.1673,6.757964929,6.706768225
26,56,4.045,23,0.69,13.9,0.223,Arrington:1998ps,3.355,23,0.69,0.6481,0.0175,2.1577,16.38294528,16.22935517
26,56,4.045,23,0.705,16.8,0.248,Arrington:1998ps,3.34,23,0.705,0.6631,0.0553,2.148,19.86432115,19.55714093
26,56,4.045,23,0.72,20.5,0.279,Arrington:1998ps,3.325,23,0.72,0.6781,0.0931,2.1384,24.11364759,23.55048384
26,56,4.045,23,0.735,24.5,0.307,Arrington:1998ps,3.31,23,0.735,0.6931,0.1309,2.1287,29.3357114,28.46536743
26,56,4.045,23,0.75,28.7,0.339,Arrington:1998ps,3.295,23,0.75,0.7081,0.1687,2.1191,35.68410269,34.30179168
26,56,4.045,23,0.765,34.8,0.383,Arrington:1998ps,3.28,23,0.765,0.7231,0.2065,2.1094,43.15882148,41.16215002
26,56,4.045,23,0.78,43.7,1.13,Arrington:1998ps,3.265,23,0.78,0.7381,0.2443,2.0998,51.81106445,49.09763914
26,56,4.045,23,0.795,51.8,1.21,Arrington:1998ps,3.25,23,0.795,0.7531,0.2821,2.0901,61.58963492,58.00586564
26,56,4.045,23,0.81,61,1.33,Arrington:1998ps,3.235,23,0.81,0.7681,0.3199,2.0805,72.49453287,67.7844361
26,56,4.045,23,0.825,76.4,1.5,Arrington:1998ps,3.22,23,0.825,0.7831,0.3577,2.0708,84.47456161,78.38215383
26,56,4.045,23,0.84,90.2,1.62,Arrington:1998ps,3.205,23,0.84,0.7981,0.3955,2.0612,97.06895079,89.33824849
26,56,4.045,23,0.855,103,1.71,Arrington:1998ps,3.19,23,0.855,0.8131,0.4333,2.0515,110.3288971,100.6015234
26,56,4.045,23,0.87,116,1.82,Arrington:1998ps,3.175,23,0.87,0.8281,0.4711,2.0419,123.9984171,111.915995
26,56,4.045,23,0.885,134,1.93,Arrington:1998ps,3.16,23,0.885,0.8431,0.5089,2.0322,138.026314,123.0256797
26,56,4.045,23,0.9,158,2.1,Arrington:1998ps,3.145,23,0.9,0.8581,0.5466,2.0226,152.1566043,133.7257909
26,56,4.045,23,0.915,175,2.19,Arrington:1998ps,3.13,23,0.915,0.8731,0.5844,2.013,166.4916814,144.1187218
26,56,4.045,23,0.93,188,2.24,Arrington:1998ps,3.115,23,0.93,0.8881,0.6222,2.0033,180.8267585,153.8460955
26,56,4.045,23,0.945,206,2.31,Arrington:1998ps,3.1,23,0.945,0.9031,0.66,1.9937,195.3154258,163.0103056
26,56,4.045,23,0.96,221,2.39,Arrington:1998ps,3.085,23,0.96,0.9181,0.6978,1.984,209.9576831,171.5089584
26,56,4.045,23,0.975,235,2.21,Arrington:1998ps,3.07,23,0.975,0.9331,0.7356,1.9744,224.7023339,179.2396607
26,56,4.045,23,0.99,262,2.31,Arrington:1998ps,3.055,23,0.99,0.9481,0.7734,1.9647,239.3957879,186.1000191
26,56,4.045,23,1.005,272,2.31,Arrington:1998ps,3.04,23,1.005,0.9631,0.8112,1.9551,254.2940288,192.1412301
26,56,4.045,23,1.02,285,2.33,Arrington:1998ps,3.025,23,1.02,0.9781,0.849,1.9454,269.1922697,197.1073104
26,56,4.045,23,1.035,304,2.4,Arrington:1998ps,3.01,23,1.035,0.9931,0.8868,1.9358,284.0905105,200.9982599
26,56,4.045,23,1.05,315,2.43,Arrington:1998ps,2.995,23,1.05,1.0081,0.9246,1.9261,298.9375547,203.8652753
26,56,4.045,23,1.065,338,2.53,Arrington:1998ps,2.98,23,1.065,1.0231,0.9624,1.9165,316.212,206.44
26,56,4.045,23,1.08,348,2.58,Arrington:1998ps,2.965,23,1.08,1.0381,1.0002,1.9068,332.54,208.416
26,56,4.045,23,1.095,358,2.61,Arrington:1998ps,2.95,23,1.095,1.0531,1.038,1.8972,348.92,209.248
26,56,4.045,23,1.11,375,2.74,Arrington:1998ps,2.935,23,1.11,1.0681,1.0758,1.8875,364.988,208.832
26,56,4.045,23,1.125,420,5.26,Arrington:1998ps,2.92,23,1.125,1.0831,1.1136,1.8779,381.056,207.324
26,56,4.045,23,1.14,424,5.22,Arrington:1998ps,2.905,23,1.14,1.0981,1.1514,1.8683,397.072,204.724
26,56,4.045,23,1.155,430,5.21,Arrington:1998ps,2.89,23,1.155,1.1131,1.1892,1.8586,413.088,201.136
26,56,4.045,23,1.17,446,5.27,Arrington:1998ps,2.875,23,1.17,1.1281,1.227,1.849,429,196.612
26,56,4.045,23,1.185,461,5.35,Arrington:1998ps,2.86,23,1.185,1.1431,1.2647,1.8393,445.068,191.36
26,56,4.045,23,1.2,499,5.54,Arrington:1998ps,2.845,23,1.2,1.1581,1.3025,1.8297,461.448,185.38
26,56,4.045,23,1.215,488,5.46,Arrington:1998ps,2.83,23,1.215,1.1731,1.3403,1.82,477.984,178.88
26,56,4.045,23,1.23,521,5.63,Arrington:1998ps,2.815,23,1.23,1.1881,1.3781,1.8104,494.728,171.964
26,56,4.045,23,1.245,526,5.62,Arrington:1998ps,2.8,23,1.245,1.2031,1.4159,1.8007,511.784,164.736
26,56,4.045,23,1.26,550,5.72,Arrington:1998ps,2.785,23,1.26,1.2181,1.4537,1.7911,529.256,157.3
26,56,4.045,23,1.275,570,5.81,Arrington:1998ps,2.77,23,1.275,1.2331,1.4915,1.7814,546.988,149.76
26,56,4.045,23,1.29,591,5.91,Arrington:1998ps,2.755,23,1.29,1.2481,1.5293,1.7718,565.136,142.168
26,56,4.045,23,1.305,591,5.91,Arrington:1998ps,2.74,23,1.305,1.2631,1.5671,1.7621,583.7,134.628
26,56,4.045,23,1.32,622,6.03,Arrington:1998ps,2.725,23,1.32,1.2781,1.6049,1.7525,602.576,127.192
26,56,4.045,23,1.335,646,6.2,Arrington:1998ps,2.71,23,1.335,1.2931,1.6427,1.7428,622.076,119.964
26,56,4.045,23,1.35,680,6.32,Arrington:1998ps,2.695,23,1.35,1.3081,1.6805,1.7332,641.94,112.892
26,56,4.045,23,1.365,692,6.37,Arrington:1998ps,2.68,23,1.365,1.3231,1.7183,1.7236,662.272,106.132
26,56,4.045,23,1.38,714,6.5,Arrington:1998ps,2.665,23,1.38,1.3381,1.7561,1.7139,682.864,99.58
26,56,4.045,23,1.395,741,6.67,Arrington:1998ps,2.65,23,1.395,1.3531,1.7939,1.7043,703.924,93.34
26,56,4.045,23,1.41,757,6.74,Arrington:1998ps,2.635,23,1.41,1.3681,1.8317,1.6946,725.348,87.412
26,56,4.045,23,1.425,768,6.75,Arrington:1998ps,2.62,23,1.425,1.3831,1.8695,1.685,747.084,81.796
26,56,4.045,23,1.44,787,6.93,Arrington:1998ps,2.605,23,1.44,1.3981,1.9073,1.6753,769.132,76.388
26,56,4.045,23,1.455,790,7.03,Arrington:1998ps,2.59,23,1.455,1.4131,1.9451,1.6657,791.544,71.344
26,56,4.045,23,1.47,824,7.25,Arrington:1998ps,2.575,23,1.47,1.4281,1.9829,1.656,814.216,66.612
26,56,4.045,23,1.485,837,7.53,Arrington:1998ps,2.56,23,1.485,1.4431,2.0206,1.6464,837.096,62.14
26,56,4.045,23,1.5,844,7.6,Arrington:1998ps,2.545,23,1.5,1.4581,2.0584,1.6367,860.08,57.928
26,56,4.045,23,1.515,856,7.87,Arrington:1998ps,2.53,23,1.515,1.4731,2.0962,1.6271,883.324,54.028
26,56,4.045,23,1.53,886,8.33,Arrington:1998ps,2.515,23,1.53,1.4881,2.134,1.6174,906.62,50.388
26,56,4.045,30,1.5,47.6,0.214,Arrington:1998ps,2.545,30,1.5,1.4295,0.9368,2.7584,41.61905542,21.98261383
26,56,4.045,30,1.485,43.9,0.206,Arrington:1998ps,2.56,30,1.485,1.4145,0.8924,2.7747,38.91585696,21.62558762
26,56,4.045,30,1.47,41,0.197,Arrington:1998ps,2.575,30,1.47,1.3995,0.8479,2.7909,36.314666,21.11555017
26,56,4.045,30,1.455,38.1,0.187,Arrington:1998ps,2.59,30,1.455,1.3845,0.8035,2.8072,33.86648627,20.55450899
26,56,4.045,30,1.44,36.3,0.181,Arrington:1998ps,2.605,30,1.44,1.3695,0.7591,2.8234,31.46931028,19.89146031
26,56,4.045,30,1.425,33,0.175,Arrington:1998ps,2.62,30,1.425,1.3545,0.7147,2.8397,29.22514553,19.17740789
26,56,4.045,30,1.41,30.1,0.172,Arrington:1998ps,2.635,30,1.41,1.3395,0.6703,2.856,27.03198452,18.36134798
26,56,4.045,30,1.395,27.3,0.164,Arrington:1998ps,2.65,30,1.395,1.3245,0.6259,2.8722,24.940831,17.49428432
26,56,4.045,30,1.38,24.7,0.156,Arrington:1998ps,2.665,30,1.38,1.3095,0.5815,2.8885,23.00268872,16.62722067
26,56,4.045,30,1.365,22.8,0.151,Arrington:1998ps,2.68,30,1.365,1.2945,0.5371,2.9047,21.01354269,15.65814953
26,56,4.045,30,1.35,20.8,0.145,Arrington:1998ps,2.695,30,1.35,1.2795,0.4927,2.921,19.17740789,14.68907838
26,56,4.045,30,1.335,18.5,0.137,Arrington:1998ps,2.71,30,1.335,1.2645,0.4483,2.9372,17.44328058,13.61799975
26,56,4.045,30,1.32,16.7,0.132,Arrington:1998ps,2.725,30,1.32,1.2495,0.4039,2.9535,15.65814953,12.54692112
26,56,4.045,30,1.305,14.5,0.123,Arrington:1998ps,2.74,30,1.305,1.2345,0.3595,2.9698,14.12803719,11.52684623
26,56,4.045,30,1.29,12.5,0.115,Arrington:1998ps,2.755,30,1.29,1.2195,0.3151,2.986,12.54692112,10.40476385
26,56,4.045,30,1.275,10.8,0.108,Arrington:1998ps,2.77,30,1.275,1.2045,0.2707,3.0023,11.16982002,9.384688967
26,56,4.045,30,1.26,9.32,0.0997,Arrington:1998ps,2.785,30,1.26,1.1895,0.2263,3.0185,9.741715177,8.313610334
26,56,4.045,30,1.245,8.05,0.0942,Arrington:1998ps,2.8,30,1.245,1.1745,0.1819,3.0348,8.466621568,7.293535447
26,56,4.045,30,1.23,6.85,0.0864,Arrington:1998ps,2.815,30,1.23,1.1595,0.1375,3.0511,7.293535447,6.375468048
26,56,4.045,30,1.215,5.62,0.0781,Arrington:1998ps,2.83,30,1.215,1.1445,0.093,3.0673,6.17145307,5.457400649
26,56,4.045,30,1.2,4.65,0.0716,Arrington:1998ps,2.845,30,1.2,1.1295,0.0486,3.0836,5.151378183,4.641340739
26,56,4.045,30,1.185,4.02,0.0668,Arrington:1998ps,2.86,30,1.185,1.1145,0.0042,3.0998,4.386322017,3.927288318
26,56,4.045,30,1.17,3.28,0.06,Arrington:1998ps,2.875,30,1.17,1.0995,-0.0402,3.1161,2.90721343,2.550187219
26,56,4.045,30,1.155,2.88,0.0567,Arrington:1998ps,2.89,30,1.155,1.0845,-0.0846,3.1323,2.295168497,2.040149775
26,56,4.045,30,1.14,2.34,0.0512,Arrington:1998ps,2.905,30,1.14,1.0695,-0.129,3.1486,1.836134798,1.683123565
26,56,4.045,30,1.125,1.9,0.0465,Arrington:1998ps,2.92,30,1.125,1.0545,-0.1734,3.1649,1.428104843,1.326097354
26,56,4.045,30,1.11,1.67,0.031,Arrington:1998ps,2.935,30,1.11,1.0395,-0.2178,3.1811,1.173086121,1.071078632
26,56,4.045,30,1.095,1.39,0.028,Arrington:1998ps,2.95,30,1.095,1.0245,-0.2622,3.1974,0.867063655,0.81605991
26,56,4.045,30,1.08,1.2,0.0258,Arrington:1998ps,2.965,30,1.08,1.0095,-0.3066,3.2136,0.663048677,0.663048677
26,56,4.045,30,1.065,0.961,0.023,Arrington:1998ps,2.98,30,1.065,0.9945,-0.351,3.2299,0.510037444,0.510037444
26,56,4.045,30,1.05,0.785,0.0208,Arrington:1998ps,2.995,30,1.05,0.9795,-0.3954,3.2461,0.408029955,0.408029955
26,56,4.045,30,1.035,0.681,0.0195,Arrington:1998ps,3.01,30,1.035,0.9645,-0.4398,3.2624,0.306022466,0.306022466
26,56,4.045,30,1.02,0.584,0.0183,Arrington:1998ps,3.025,30,1.02,0.9495,-0.4842,3.2787,0.255018722,0.255018722
26,56,4.045,30,1.005,0.463,0.0165,Arrington:1998ps,3.04,30,1.005,0.9345,-0.5286,3.2949,0.204014978,0.204014978
26,56,4.045,30,0.99,0.385,0.0155,Arrington:1998ps,3.055,30,0.99,0.9195,-0.573,3.3112,0.153011233,0.153011233
26,56,4.045,30,0.975,0.315,0.0143,Arrington:1998ps,3.07,30,0.975,0.9045,-0.6174,3.3274,0.102007489,0.102007489
26,56,4.045,30,0.96,0.307,0.0173,Arrington:1998ps,3.085,30,0.96,0.8895,-0.6619,3.3437,0.102007489,0.102007489
26,56,4.045,30,0.945,0.232,0.0151,Arrington:1998ps,3.1,30,0.945,0.8745,-0.7063,3.36,0.051003744,0.051003744
26,56,4.045,30,0.93,0.199,0.014,Arrington:1998ps,3.115,30,0.93,0.8595,-0.7507,3.3762,0.051003744,0.051003744
26,56,4.045,30,0.915,0.158,0.0125,Arrington:1998ps,3.13,30,0.915,0.8445,-0.7951,3.3925,0.051003744,0.051003744
26,56,4.045,30,0.9,0.105,0.0102,Arrington:1998ps,3.145,30,0.9,0.8295,-0.8395,3.4087,0.051003744,0.051003744
26,56,4.045,30,0.885,0.124,0.0112,Arrington:1998ps,3.16,30,0.885,0.8145,-0.8839,3.425,0.051003744,0.051003744
26,56,4.045,30,0.87,0.0859,0.00935,Arrington:1998ps,3.175,30,0.87,0.7995,-0.9283,3.4412,0,0
26,56,4.045,30,0.855,0.0682,0.00836,Arrington:1998ps,3.19,30,0.855,0.7845,-0.9727,3.4575,0,0
26,56,4.045,30,0.84,0.0511,0.00727,Arrington:1998ps,3.205,30,0.84,0.7695,-1.0171,3.4738,0,0
26,56,4.045,30,0.825,0.0515,0.00732,Arrington:1998ps,3.22,30,0.825,0.7545,-1.0615,3.49,0,0
26,56,4.045,30,0.81,0.031,0.00571,Arrington:1998ps,3.235,30,0.81,0.7395,-1.1059,3.5063,0,0
26,56,4.045,30,0.795,0.0302,0.00566,Arrington:1998ps,3.25,30,0.795,0.7245,-1.1503,3.5225,0,0
26,56,4.045,30,0.78,0.0169,0.00429,Arrington:1998ps,3.265,30,0.78,0.7095,-1.1947,3.5388,0,0
26,56,4.045,30,0.765,0.019,0.00454,Arrington:1998ps,3.28,30,0.765,0.6945,-1.2391,3.555,0,0
26,56,4.045,30,0.75,0.0138,0.00391,Arrington:1998ps,3.295,30,0.75,0.6795,-1.2835,3.5713,0,0
26,56,4.045,30,0.735,0.00747,0.00292,Arrington:1998ps,3.31,30,0.735,0.6645,-1.3279,3.5876,0,0
26,56,4.045,30,0.72,0.00752,0.00294,Arrington:1998ps,3.325,30,0.72,0.6495,-1.3724,3.6038,0,0
26,56,4.045,30,0.705,0.00537,0.00252,Arrington:1998ps,3.34,30,0.705,0.6345,-1.4168,3.6201,0,0
26,56,4.045,30,0.69,0.00215,0.0017,Arrington:1998ps,3.355,30,0.69,0.6195,-1.4612,3.6363,0,0
26,56,4.045,30,0.675,0.00107,0.00132,Arrington:1998ps,3.37,30,0.675,0.6045,-1.5056,3.6526,0,0
26,56,4.045,30,0.66,0.00434,0.0023,Arrington:1998ps,3.385,30,0.66,0.5895,-1.55,3.6689,0,0
26,56,4.045,30,0.645,0.00541,0.00254,Arrington:1998ps,3.4,30,0.645,0.5745,-1.5944,3.6851,0,0
26,56,4.045,30,0.63,0.00218,0.00172,Arrington:1998ps,3.415,30,0.63,0.5595,-1.6388,3.7014,0,0
26,56,4.045,30,0.615,0.00109,0.00133,Arrington:1998ps,3.43,30,0.615,0.5445,-1.6832,3.7176,0,0
26,56,4.045,30,0.6,0.00109,0.00133,Arrington:1998ps,3.445,30,0.6,0.5295,-1.7276,3.7339,0,0
