Z,A,E0,ThetaDeg,nu,cross,error,ratio,ratio_error,dataSet,Veff,Eeff,Ep,Ep_eff,normalization,normError,system_err,normCross,normCrossError,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),nuel,Ex,R,F2foc,Q2,Q2eff,qv2,qv,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,ExA,nuA,Q2effA,qv2A,epsilonA
26,56,0.2503,160.0,0.1304,7335.3,146.706,0.97914,0.01785612,Altemus:1973,0.0089,0.25920000000000004,0.11990000000000003,0.12880000000000003,1.0,0.0,0.0,7335.3,146.706,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0023081450178102647,0.12809185498218972,4.433234524286382,1.0723789862073623,0.11642411410325458,0.12951312111446547,0.14651728111446546,0.3827757582638502,0.9955446998145346,0.013555179155047692,9.14256298978408e-05,80232425.06719922,1604648.5013439842,6.8157209201231115e-06,6.581693465689871e-06,2729.5554467385973,2545.327241437378,20022108.068461634,400442.16136923264,51.42060886447422,1.028412177289484,18670738.914115597,373414.7782823119,47.950034013936914,0.9590006802787383,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.12809185498218972,0.1304,0.1295131211144655,0.1465172811144655,0.013555179155047692
26,56,0.2503,160.0,0.1376,6913.0,138.26,0.95102,0.01896427,Altemus:1973,0.0089,0.25920000000000004,0.11270000000000002,0.12160000000000003,1.0,0.0,0.0,6913.0,138.26,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0023081450178102647,0.13529185498218974,4.433234524286382,1.0723789862073623,0.1094328411963035,0.1222732572012345,0.1412070172012345,0.37577522164351723,1.0162956949277655,0.01328237188677865,0.00010786596020204713,64088800.461712316,1281776.009234246,6.815720920123113e-06,6.581693465689873e-06,2787.158887898344,2599.042804592406,19267629.39204125,385352.587840825,49.48296309889627,0.9896592619779254,17967182.9081473,359343.658162946,46.143167420596875,0.9228633484119374,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.13529185498218974,0.1376,0.1222732572012345,0.1412070172012345,0.01328237188677865
26,56,0.2503,160.0,0.1469,6320.7,126.414,0.93825,0.020910659,Altemus:1973,0.0089,0.25920000000000004,0.10340000000000002,0.11230000000000002,1.0,0.0,0.0,6320.7,126.414,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0023081450178102647,0.14459185498218974,4.433234524286382,1.0723789862073623,0.10040244702482504,0.11292176631331113,0.13450137631331113,0.366744292816277,1.043099063615689,0.012883295907751896,0.0001290818298265515,48966612.95004251,979332.2590008503,6.8157209201231115e-06,6.581693465689871e-06,2875.8194000573058,2681.719277461875,18177191.681942213,363543.83363884425,46.68251018003518,0.9336502036007036,16950343.037053276,339006.8607410655,43.531727850370565,0.8706345570074112,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.14459185498218974,0.1469,0.11292176631331115,0.13450137631331116,0.012883295907751896
26,56,0.2503,160.0,0.1572,5646.8,112.936,0.83499,0.02279167,Altemus:1973,0.0089,0.25920000000000004,0.09310000000000002,0.10200000000000002,1.0,0.0,0.0,5646.8,112.936,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0023081450178102647,0.15489185498218974,4.433234524286382,1.0723789862073623,0.09040104272738116,0.10256473877077235,0.12727657877077236,0.3567584319546945,1.0727845149582276,0.012372298643566365,0.00015254830423089028,37016471.78885225,740329.435777045,6.8157209201231115e-06,6.581693465689871e-06,2997.6969056038497,2795.370800956925,16927394.88656382,338547.8977312764,43.47279260406949,0.8694558520813899,15784899.838843565,315697.9967768713,40.53864647032845,0.8107729294065691,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.15489185498218974,0.1572,0.10256473877077237,0.12727657877077236,0.012372298643566365
26,56,0.2503,160.0,0.1674,4999.2,99.984,0.81891,0.026170187,Altemus:1973,0.0089,0.25920000000000004,0.08290000000000003,0.09180000000000003,1.0,0.0,0.0,4999.2,99.984,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0023081450178102647,0.16509185498218973,4.433234524286382,1.0723789862073623,0.08049673944253383,0.09230826489369513,0.12033102489369513,0.3468876257431146,1.102181758035305,0.011784795480420683,0.0001757485408374289,28445186.37923922,568903.7275847844,6.8157209201231115e-06,6.581693465689871e-06,3150.8853572574853,2938.2199742658977,15751906.07800162,315038.1215600324,40.45391217235041,0.8090782434470082,14688749.295350075,293774.9859070015,37.72352190098582,0.7544704380197165,"[0.340,0.428]",0.38,"[0.070,0.100]",0.093,0.16509185498218973,0.1674,0.09230826489369515,0.12033102489369514,0.011784795480420685
26,56,0.2503,160.0,0.1777,4421.3,88.426,0.94741,0.028769819,Altemus:1973,0.0089,0.25920000000000004,0.07260000000000003,0.08150000000000003,1.0,0.0,0.0,4421.3,88.426,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0023081450178102647,0.17539185498218973,4.433234524286382,1.0723789862073623,0.07049533514508993,0.08195123735115636,0.11352852735115637,0.3369399462087515,1.1318672093778437,0.011097155794931311,0.00019912924916579204,22203167.131509103,444063.34263018204,6.815720920123112e-06,6.581693465689872e-06,3350.789589505489,3124.631900291226,14814846.01208062,296296.92024161236,38.04736242406786,0.7609472484813572,13814935.020757599,276298.70041515195,35.4793994599133,0.7095879891982659,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093,0.17539185498218973,0.1777,0.08195123735115638,0.11352852735115637,0.011097155794931311
26,56,0.2503,160.0,0.1879,3963.5,79.27,1.08717,0.038932761,Altemus:1973,0.0089,0.25920000000000004,0.06240000000000001,0.07130000000000002,1.0,0.0,0.0,3963.5,79.27,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0023081450178102647,0.18559185498218975,4.433234524286382,1.0723789862073623,0.060591031860242575,0.0716947634740791,0.10700117347407911,0.32711033837847303,1.1612644524549212,0.010308753880946136,0.00022222681154473496,17835381.664566316,356707.6332913263,6.815720920123112e-06,6.581693465689872e-06,3612.8079465900823,3368.9656297419147,14319364.296309792,286387.2859261958,36.77487046572694,0.7354974093145388,13352895.273482079,267057.90546964156,34.2927928826609,0.6858558576532179,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093,0.18559185498218975,0.1879,0.07169476347407912,0.10700117347407911,0.010308753880946136
26,56,0.2497,90.0,0.0232,12179.0,243.58,1.25158,0.01305608,Altemus:1973,0.0089,0.2586,0.2265,0.2354,1.0,0.0,0.0,12179.0,243.58,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.022010416175538727,4.433234524286382,1.0725559497989496,0.11311410000000004,0.12174888000000003,0.12228712000000003,0.34969575347721915,0.802143209729,0.3323537973797559,-0.00017875000007784784,-68134265.70459242,-1362685.3140918484,0.0004272595564696606,0.0004125549545648656,841.7057633138924,784.7662991116407,10251134.491399895,205022.6898279979,26.326877034976228,0.5265375406995245,9557668.756880673,191153.37513761345,24.545924191564268,0.4909184838312854,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.04,0.04118958382446128,0.11244466724598864,0.11414124906162097,0.33001380187616525
26,56,0.2497,90.0,0.0334,19626.0,392.52,1.01926,0.009595435,Altemus:1973,0.0089,0.2586,0.2163,0.22519999999999998,1.0,0.0,0.0,19626.0,392.52,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.03221041617553873,4.433234524286382,1.0725559497989496,0.10802022000000003,0.11647344000000001,0.11758900000000001,0.3429125252888847,0.826559418929,0.33121843607408524,-0.0001227398528293656,-159899165.16589195,-3197983.303317839,0.00042725955646966064,0.00041255495456486566,847.4659592482913,790.1368310036867,16632366.916206963,332647.33832413924,42.7151042619665,0.8543020852393299,15507225.445278354,310144.50890556705,39.82552543759926,0.7965105087519851,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.04,0.041189583824461265,0.11244466724598867,0.11414124906162099,0.33001380187616525
26,56,0.2497,90.0,0.0437,26262.0,525.24,0.93119,0.008182545,Altemus:1973,0.0089,0.2586,0.20600000000000002,0.2149,1.0,0.0,0.0,26262.0,525.24,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.04251041617553873,4.433234524286382,1.0725559497989496,0.10287640000000003,0.11114628000000003,0.11305597000000003,0.3362379663274212,0.851215002729,0.3295584018678626,-6.63223937131145e-05,-395974851.47474384,-7919497.029494878,0.0004272595564696606,0.0004125549545648656,855.9683306947762,798.0640365243671,22479440.30070621,449588.80601412425,57.73150875235112,1.1546301750470223,20958757.72720293,419175.1545440586,53.82610460850353,1.0765220921700707,"[0.270,0.340]",0.3,"[0.100,0.145]",0.12,0.04251041617553873,0.0437,0.11114628000000001,0.11305597000000002,0.3295584018678626
26,56,0.2497,90.0,0.0539,30571.0,611.42,0.95721,0.007923195,Altemus:1973,0.0089,0.2586,0.1958,0.2047,1.0,0.0,0.0,30571.0,611.42,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.05271041617553873,4.433234524286382,1.0725559497989496,0.09778252000000003,0.10587084000000002,0.10877605000000003,0.3298121434999021,0.8756312119290001,0.3273448692291277,-1.0718246637951066e-05,-2852238899.947916,-57044777.99895832,0.00042725955646966064,0.00041255495456486566,867.4562089204112,808.7747861386771,26519003.762905892,530380.0752581178,68.10588152382675,1.3621176304765348,24725053.987045497,494501.0797409099,63.49867485849403,1.2699734971698806,"[0.270,0.340]",0.3,"[0.100,0.145]",0.12,0.05271041617553873,0.0539,0.10587084000000002,0.10877605000000003,0.3273448692291277
26,56,0.2497,90.0,0.0642,32277.0,645.54,0.95895,0.008001983,Altemus:1973,0.0089,0.2586,0.1855,0.1944,1.0,0.0,0.0,32277.0,645.54,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.06301041617553872,4.433234524286382,1.0725559497989496,0.09263870000000002,0.10054368000000002,0.10466532000000002,0.32352020029667394,0.9002867957290001,0.324465996407834,4.5017978876996475e-05,716980211.1327808,14339604.222655615,0.00042725955646966064,0.00041255495456486566,882.6599447510623,822.9500241143753,28489615.03673004,569792.3007346008,73.1667887564097,1.463335775128194,26562357.928339694,531247.1585667938,68.21722332538904,1.3643444665077804,"[0.270,0.340]",0.3,"[0.100,0.145]",0.12,0.06301041617553872,0.0642,0.10054368000000004,0.10466532000000003,0.324465996407834
26,56,0.2497,90.0,0.0744,31660.0,633.2,1.04536,0.00871952,Altemus:1973,0.0089,0.2586,0.1753,0.1842,1.0,0.0,0.0,31660.0,633.2,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.07321041617553872,4.433234524286382,1.0725559497989496,0.08754482000000002,0.09526824000000003,0.10080360000000003,0.3174958267442267,0.9247030049289999,0.32090306965102944,9.964230512530265e-05,317736527.2730972,6354730.545461945,0.0004272595564696607,0.0004125549545648657,901.8988705481047,840.8874807110673,28554118.241552994,571082.3648310599,73.33244534233786,1.4666489068467574,26622497.63931239,532449.9527862478,68.37167362325856,1.367433472465171,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093,0.07321041617553872,0.0744,0.09526824000000003,0.10080360000000003,0.32090306965102944
26,56,0.2497,90.0,0.0847,29418.0,588.36,1.12265,0.009735876,Altemus:1973,0.0089,0.2586,0.165,0.1739,1.0,0.0,0.0,29418.0,588.36,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.08351041617553873,4.433234524286382,1.0725559497989496,0.08240100000000002,0.08994108,0.09711517,0.3116330694903864,0.9493585887289999,0.3165029051830758,0.00015404256059051784,190973195.24699485,3819463.9049398974,0.0004272595564696608,0.0004125549545648658,926.325938002864,863.6621130827754,27250656.44416825,545013.1288833651,69.98490576139427,1.3996981152278856,25407212.042669084,508144.24085338175,65.25058741645405,1.3050117483290813,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093,0.08351041617553873,0.0847,0.08994108,0.09711517,0.3165029051830758
26,56,0.2497,90.0,0.0949,26317.0,526.34,1.19391,0.01804537,Altemus:1973,0.0089,0.2586,0.1548,0.16369999999999998,1.0,0.0,0.0,26317.0,526.34,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.09371041617553873,4.433234524286382,1.0725559497989496,0.07730712000000001,0.08466564,0.09367165,0.30605824609051135,0.973774797929,0.3112605048936995,0.00020696250424678003,127158299.01545775,2543165.9803091553,0.00042725955646966075,0.00041255495456486577,956.4320876075964,891.731650723563,25170423.249569114,503408.4649913823,64.64246843758072,1.2928493687516145,23467701.85209201,469354.0370418402,60.26955372323275,1.205391074464655,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093,0.09371041617553873,0.0949,0.08466564000000001,0.09367165000000001,0.3112605048936995
26,56,0.2497,90.0,0.1052,22914.0,458.28,1.06005,0.01490748,Altemus:1973,0.0089,0.2586,0.14450000000000002,0.1534,1.0,0.0,0.0,22914.0,458.28,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.10401041617553873,4.433234524286382,1.0725559497989496,0.07216330000000003,0.07933848000000002,0.09040552000000002,0.3006751070507833,0.998430381729,0.3049726172856287,0.0002592187218229265,88396392.97215831,1767927.8594431663,0.00042725955646966075,0.00041255495456486577,994.0567150220709,926.8110583959807,22777815.568015732,455556.3113603146,58.49779359422165,1.1699558718844327,21236948.592085503,424738.97184171,54.540552038508615,1.090811040770172,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093,0.10401041617553873,0.1052,0.07933848,0.09040552,0.3049726172856287
26,56,0.2497,90.0,0.1211,17902.0,358.04,0.96107,0.022868395,Altemus:1973,0.0089,0.2586,0.1286,0.13749999999999998,1.0,0.0,0.0,17902.0,358.04,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.11991041617553873,4.433234524286382,1.0725559497989496,0.06422284000000002,0.071115,0.08578021,0.2928825873963831,1.036490943129,0.29304574810254785,0.000336993557296798,53122677.310513966,1062453.5462102795,0.0004272595564696606,0.0004125549545648656,1070.3242789884114,997.9192966008378,19160945.24245054,383218.9048490108,49.20897776681307,0.9841795553362616,17864751.2477482,357295.024954964,45.88010329534538,0.9176020659069075,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093,0.11991041617553873,0.1211,0.07111500000000003,0.08578021000000002,0.2930457481025479
26,56,0.2497,90.0,0.1309,15188.0,303.76,0.93172,0.020526073,Altemus:1973,0.0089,0.2586,0.11880000000000002,0.1277,1.0,0.0,0.0,15188.0,303.76,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.12971041617553872,4.433234524286382,1.0725559497989496,0.05932872000000002,0.06604644000000001,0.08318125000000001,0.28841159824112483,1.0599496539289999,0.28418201124276893,0.0003828258527995921,39673391.671253875,793467.8334250775,0.00042725955646966064,0.00041255495456486566,1131.557982045057,1055.0106801022057,17186102.631300326,343722.05262600654,44.13720364944091,0.8827440729888183,16023502.2093923,320470.044187846,41.151423063490924,0.8230284612698185,"[0.270,0.340]",0.3,"[0.045,0.070]",0.056,0.12971041617553872,0.1309,0.06604644000000001,0.08318125000000001,0.28418201124276893
26,56,0.2497,90.0,0.1416,12597.0,251.94,0.95166,0.030743034,Altemus:1973,0.0089,0.2586,0.1081,0.117,1.0,0.0,0.0,12597.0,251.94,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.14041041617553873,4.433234524286382,1.0725559497989496,0.053985140000000015,0.060512400000000015,0.08056296000000002,0.2838361499175185,1.0855627361290001,0.2730231847994517,0.0004307090525906462,29247121.51795059,584942.4303590117,0.00042725955646966064,0.00041255495456486566,1214.8139557058873,1132.634578115579,15303011.400027063,306060.2280005413,39.30106465107303,0.7860212930214606,14267797.780521948,285355.95561043895,36.642437775334706,0.7328487555066941,"[0.270,0.340]",0.3,"[0.045,0.070]",0.056,0.14041041617553873,0.1416,0.06051240000000001,0.08056296000000002,0.27302318479945165
26,56,0.2497,90.0,0.1514,10604.0,212.08,0.95266,0.035961901,Altemus:1973,0.0089,0.2586,0.0983,0.1072,1.0,0.0,0.0,10604.0,212.08,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.15021041617553874,4.433234524286382,1.0725559497989496,0.04909102000000001,0.055443840000000015,0.07836580000000001,0.27993892190976233,1.109021446929,0.2613112997432691,0.0004723371279557773,22450066.64179235,449001.332835847,0.0004272595564696607,0.0004125549545648657,1310.4875547441118,1221.836077632838,13896410.03050656,277928.20061013126,35.68864289193382,0.7137728578386765,12956349.767218614,259126.9953443723,33.27438806210869,0.6654877612421738,"[0.270,0.340]",0.3,"[0.045,0.070]",0.056,0.15021041617553874,0.1514,0.05544384000000001,0.07836580000000001,0.2613112997432691
26,56,0.2497,90.0,0.1576,9555.8,191.116,0.96502,0.048218883,Altemus:1973,0.0089,0.2586,0.09210000000000002,0.10100000000000002,1.0,0.0,0.0,9555.8,191.116,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.15641041617553872,4.433234524286382,1.0725559497989496,0.04599474000000001,0.052237200000000025,0.07707496000000003,0.27762377419810436,1.123862672129,0.25310300371457295,0.0004974657371114604,19208961.114560056,384179.22229120124,0.0004272595564696607,0.0004125549545648657,1383.2233331709808,1289.651447488838,13217805.527115257,264356.11054230516,33.945856536808726,0.6789171307361745,12323651.301913837,246473.02603827676,31.649497206343284,0.6329899441268657,"[0.270,0.340]",0.3,"[0.045,0.070]",0.056,0.15641041617553872,0.1576,0.05223720000000002,0.07707496000000001,0.25310300371457295
26,56,0.2497,90.0,0.1638,8661.4,173.228,0.9355,0.06887801,Altemus:1973,0.0089,0.2586,0.0859,0.09480000000000001,1.0,0.0,0.0,8661.4,173.228,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.16261041617553873,4.433234524286382,1.0725559497989496,0.04289846000000001,0.049030560000000015,0.07586100000000001,0.2754287566685803,1.138703897329,0.24423379706839113,0.0005215915040196018,16605715.264247281,332114.30528494564,0.00042725955646966064,0.00041255495456486566,1467.7001950749254,1368.413643456125,12712338.469621958,254246.7693924392,32.6477203081775,0.65295440616355,11852377.931430882,237047.55862861764,30.439176915942994,0.6087835383188599,"[0.270,0.340]",0.3,"[0.045,0.070]",0.056,0.16261041617553873,0.1638,0.04903056000000001,0.07586100000000001,0.24423379706839113
