Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Fit:ep,theta,nu,nu-nuel,w2,q2,scaled_sigtot_Fe56,sigqe,sigie,sigmec,nuccstot,signonuc,,ratio
26,56,3.9,15,0.2736,1040,25.1,Chen:1990kq,3.6264,15,0.2736,0.2566,0.43,0.9638,1289.964,733.252,5.096,551.616,0,1289.964,,0.80622405
26,56,3.9,15,0.2922,1420,30.6,Chen:1990kq,3.6078,15,0.2922,0.2752,0.4698,0.9589,1817.348,1135.42,10.972,670.956,0,1817.348,,0.781358331
26,56,3.9,15,0.311,2040,72.4,Chen:1990kq,3.589,15,0.311,0.294,0.5101,0.9539,2522.52,1697.072,21.528,803.92,0,2522.52,,0.808715094
26,56,3.9,15,0.3285,2710,81.2,Chen:1990kq,3.5715,15,0.3285,0.3115,0.5476,0.9492,3333.096,2357.784,38.168,937.144,0,3333.096,,0.81305789
26,56,3.9,15,0.3459,3650,92,Chen:1990kq,3.5541,15,0.3459,0.3289,0.5848,0.9446,4255.42,3115.008,63.96,1076.452,0,4255.42,,0.857729672
26,56,3.9,15,0.3634,4480,99.7,Chen:1990kq,3.5366,15,0.3634,0.3464,0.6223,0.94,5247.84,3925.064,101.92,1220.804,0,5247.84,,0.853684564
26,56,3.9,15,0.3809,5440,108,Chen:1990kq,3.5191,15,0.3809,0.3639,0.6598,0.9353,6248.996,4728.516,154.232,1366.248,0,6248.996,,0.870539844
26,56,3.9,15,0.3984,6680,118,Chen:1990kq,3.5016,15,0.3984,0.3814,0.6973,0.9307,7214.844,5482.204,223.548,1509.092,0,7214.844,,0.925868945
26,56,3.9,15,0.4158,7590,123,Chen:1990kq,3.4842,15,0.4158,0.3988,0.7346,0.926,8113.04,6155.032,313.248,1644.708,0,8113.04,,0.935530948
26,56,3.9,15,0.4333,8420,128,Chen:1990kq,3.4667,15,0.4333,0.4163,0.7721,0.9214,8937.292,6737.588,428.948,1770.756,0,8937.292,,0.942119828
26,56,3.9,15,0.4508,9440,135,Chen:1990kq,3.4492,15,0.4508,0.4338,0.8096,0.9167,9669.556,7211.724,575.328,1882.504,0,9669.556,,0.976259923
26,56,3.9,15,0.4683,10100,141,Chen:1990kq,3.4317,15,0.4683,0.4513,0.8471,0.9121,10297.248,7563.348,757.64,1976.26,0,10297.248,,0.980844591
26,56,3.9,15,0.4857,10900,148,Chen:1990kq,3.4143,15,0.4857,0.4687,0.8843,0.9074,10806.484,7778.524,979.42,2048.54,0,10806.484,,1.008653693
26,56,3.9,15,0.5032,11100,155,Chen:1990kq,3.3968,15,0.5032,0.4862,0.9218,0.9028,11196.172,7851.272,1247.324,2097.576,0,11196.172,,0.991410278
26,56,3.9,15,0.5196,11600,229,Chen:1990kq,3.3804,15,0.5196,0.5026,0.957,0.8984,11451.96,7788.508,1543.1,2120.352,0,11451.96,,1.012927045
26,56,3.9,15,0.536,12100,227,Chen:1990kq,3.364,15,0.536,0.519,0.9921,0.8941,11609.884,7607.652,1882.4,2119.832,0,11609.884,,1.042215409
26,56,3.9,15,0.5525,12200,222,Chen:1990kq,3.3475,15,0.5525,0.5355,1.0275,0.8897,11678.42,7322.796,2259.868,2095.756,0,11678.42,,1.044661864
26,56,3.9,15,0.5689,12800,221,Chen:1990kq,3.3311,15,0.5689,0.5519,1.0626,0.8853,11696.256,6959.316,2687.932,2049.008,0,11696.256,,1.094367292
26,56,3.9,15,0.5854,12200,212,Chen:1990kq,3.3146,15,0.5854,0.5684,1.0979,0.881,11675.976,6536.972,3158.636,1980.42,0,11675.976,,1.044880531
26,56,3.9,15,0.6019,12500,211,Chen:1990kq,3.2981,15,0.6019,0.5849,1.1333,0.8766,11626.888,6081.348,3653.416,1892.124,0,11626.888,,1.075094213
26,56,3.9,15,0.6183,12400,205,Chen:1990kq,3.2817,15,0.6183,0.6013,1.1684,0.8722,11592.62,5615.948,4189.276,1787.396,0,11592.62,,1.069646033
26,56,3.9,15,0.6348,11800,198,Chen:1990kq,3.2652,15,0.6348,0.6178,1.2038,0.8678,11569.948,5151.38,4750.512,1668.056,0,11569.948,,1.019883581
26,56,3.9,15,0.6513,12500,204,Chen:1990kq,3.2487,15,0.6513,0.6343,1.2391,0.8634,11554.66,4702.36,5314.296,1538.004,0,11554.66,,1.08181461
26,56,3.9,15,0.6677,12200,204,Chen:1990kq,3.2323,15,0.6677,0.6507,1.2742,0.8591,11577.02,4279.392,5896.02,1401.608,0,11577.02,,1.053811775
26,56,3.9,15,0.6842,12500,209,Chen:1990kq,3.2158,15,0.6842,0.6672,1.3096,0.8547,11620.18,3881.956,6477.484,1260.74,0,11620.18,,1.075714834
26,56,3.9,15,0.7006,12500,217,Chen:1990kq,3.1994,15,0.7006,0.6836,1.3447,0.8503,11672.44,3517.02,7034.924,1120.496,0,11672.44,,1.07089863
26,56,3.9,15,0.7168,12800,339,Chen:1990kq,3.1832,15,0.7168,0.6998,1.3794,0.846,11749.348,3186.352,7578.272,984.724,0,11749.348,,1.089422153
26,56,3.9,15,0.7323,12800,330,Chen:1990kq,3.1677,15,0.7323,0.7153,1.4126,0.8419,11822.2,2897.024,8065.252,859.924,0,11822.2,,1.082708802
26,56,3.9,15,0.7478,13400,331,Chen:1990kq,3.1522,15,0.7478,0.7308,1.4458,0.8378,11908.78,2632.864,8533.876,741.988,0,11908.78,,1.125220216
26,56,3.9,15,0.7633,13400,325,Chen:1990kq,3.1367,15,0.7633,0.7463,1.4791,0.8337,11987.82,2392.364,8962.928,632.476,0,11987.82,,1.117801235
26,56,3.9,15,0.7788,13600,322,Chen:1990kq,3.1212,15,0.7788,0.7618,1.5123,0.8295,12063.376,2173.808,9357.088,532.48,0,12063.376,,1.127379268
26,56,3.9,15,0.7943,14500,330,Chen:1990kq,3.1057,15,0.7943,0.7773,1.5455,0.8254,12143.82,1975.324,9725.82,442.676,0,12143.82,,1.194022968
26,56,3.9,15,0.8099,14100,320,Chen:1990kq,3.0901,15,0.8099,0.7929,1.5789,0.8213,12210.172,1794.104,10053.212,362.856,0,12210.172,,1.154774888
26,56,3.9,15,0.8254,13900,315,Chen:1990kq,3.0746,15,0.8254,0.8084,1.6121,0.8172,12268.152,1630.876,10343.32,293.904,0,12268.152,,1.133014981
26,56,3.9,15,0.8409,14000,319,Chen:1990kq,3.0591,15,0.8409,0.8239,1.6453,0.813,12326.704,1482.832,10608.936,234.988,0,12326.704,,1.135745614
26,56,3.9,15,0.8564,13900,322,Chen:1990kq,3.0436,15,0.8564,0.8394,1.6785,0.8089,12371.528,1348.464,10837.736,185.328,0,12371.528,,1.123547552
26,56,3.9,15,0.8719,14700,337,Chen:1990kq,3.0281,15,0.8719,0.8549,1.7117,0.8048,12410.528,1226.576,11039.756,144.196,0,12410.528,,1.184478211
26,56,3.9,15,0.8874,14200,345,Chen:1990kq,3.0126,15,0.8874,0.8704,1.7449,0.8007,12445.16,1115.868,11218.584,110.656,0,12445.16,,1.141005821
26,56,3.995,30.05,0.825,0.0635,0.0305,Day:1993md,3.17,30.05,0.825,0.7555,-0.9759,3.4044,0,0,0,0,0,0,,#DIV/0!
26,56,3.995,30.05,0.84,0.0658,0.0304,Day:1993md,3.155,30.05,0.84,0.7705,-0.9316,3.3883,0,0,0,0,0,0,,#DIV/0!
26,56,3.995,30.05,0.855,0.0994,0.031,Day:1993md,3.14,30.05,0.855,0.7855,-0.8874,3.3722,0,0,0,0,0,0,,#DIV/0!
26,56,3.995,30.05,0.87,0.0964,0.0306,Day:1993md,3.125,30.05,0.87,0.8005,-0.8431,3.3561,0,0,0,0,0,0,,#DIV/0!
26,56,3.995,30.05,0.885,0.102,0.0302,Day:1993md,3.11,30.05,0.885,0.8155,-0.7989,3.34,0.052,0.052,0,0,0,0.052,,1.961538462
26,56,3.995,30.05,0.9,0.103,0.0305,Day:1993md,3.095,30.05,0.9,0.8305,-0.7546,3.3239,0.052,0.052,0,0,0,0.052,,1.980769231
26,56,3.995,30.05,0.915,0.192,0.0332,Day:1993md,3.08,30.05,0.915,0.8455,-0.7104,3.3078,0.052,0.052,0,0,0,0.052,,3.692307692
26,56,3.995,30.05,0.93,0.223,0.0348,Day:1993md,3.065,30.05,0.93,0.8605,-0.6661,3.2916,0.052,0.052,0,0,0,0.052,,4.288461538
26,56,3.995,30.05,0.945,0.28,0.0508,Day:1993md,3.05,30.05,0.945,0.8755,-0.6218,3.2755,0.052,0.052,0,0,0,0.052,,5.384615385
26,56,3.995,30.05,0.96,0.339,0.0443,Day:1993md,3.035,30.05,0.96,0.8905,-0.5776,3.2594,0.104,0.104,0,0,0,0.104,,3.259615385
26,56,3.995,30.05,0.975,0.363,0.0466,Day:1993md,3.02,30.05,0.975,0.9055,-0.5333,3.2433,0.104,0.104,0,0,0,0.104,,3.490384615
26,56,3.995,30.05,0.99,0.551,0.0813,Day:1993md,3.005,30.05,0.99,0.9205,-0.4891,3.2272,0.156,0.156,0,0,0,0.156,,3.532051282
26,56,3.995,30.05,1.005,0.752,0.102,Day:1993md,2.99,30.05,1.005,0.9355,-0.4448,3.2111,0.208,0.208,0,0,0,0.208,,3.615384615
26,56,3.995,30.05,1.02,0.648,0.0905,Day:1993md,2.975,30.05,1.02,0.9505,-0.4006,3.195,0.26,0.26,0,0,0,0.26,,2.492307692
26,56,3.995,30.05,1.035,0.79,0.0979,Day:1993md,2.96,30.05,1.035,0.9655,-0.3563,3.1789,0.364,0.364,0,0,0,0.364,,2.17032967
26,56,3.995,30.05,1.05,1.03,0.108,Day:1993md,2.945,30.05,1.05,0.9805,-0.312,3.1628,0.468,0.416,0.052,0,0,0.468,,2.200854701
26,56,3.995,30.05,1.065,1.19,0.0901,Day:1993md,2.93,30.05,1.065,0.9955,-0.2678,3.1467,0.624,0.572,0.052,0,0,0.624,,1.907051282
26,56,3.995,30.05,1.08,1.38,0.0985,Day:1993md,2.915,30.05,1.08,1.0105,-0.2235,3.1306,0.832,0.728,0.104,0,0,0.832,,1.658653846
26,56,3.995,30.05,1.095,1.71,0.106,Day:1993md,2.9,30.05,1.095,1.0255,-0.1793,3.1144,1.092,0.936,0.156,0,0,1.092,,1.565934066
26,56,3.995,30.05,1.11,2.12,0.164,Day:1993md,2.885,30.05,1.11,1.0405,-0.135,3.0983,1.456,1.196,0.208,0,0,1.456,,1.456043956
26,56,3.995,30.05,1.125,2.55,0.18,Day:1993md,2.87,30.05,1.125,1.0555,-0.0908,3.0822,1.872,1.56,0.312,0,0,1.872,,1.362179487
26,56,3.995,30.05,1.14,2.85,0.187,Day:1993md,2.855,30.05,1.14,1.0705,-0.0465,3.0661,2.34,1.976,0.416,0,0,2.34,,1.217948718
26,56,3.995,30.05,1.155,3.85,0.217,Day:1993md,2.84,30.05,1.155,1.0855,-0.0022,3.05,2.964,2.444,0.52,0,0,2.964,,1.298920378
26,56,3.995,30.05,1.17,4.26,0.202,Day:1993md,2.825,30.05,1.17,1.1005,0.042,3.0339,4.68,3.068,0.676,0.936,0,4.68,,0.91025641
26,56,3.995,30.05,1.185,4.97,0.213,Day:1993md,2.81,30.05,1.185,1.1155,0.0863,3.0178,5.616,3.796,0.832,0.988,0,5.616,,0.88497151
26,56,3.995,30.05,1.2,6,0.241,Day:1993md,2.795,30.05,1.2,1.1305,0.1305,3.0017,6.76,4.628,1.04,1.092,0,6.76,,0.887573964
26,56,3.995,30.05,1.215,7.96,0.491,Day:1993md,2.78,30.05,1.215,1.1455,0.1748,2.9856,8.06,5.564,1.3,1.144,0,8.06,,0.987593052
26,56,3.995,30.05,1.23,9.2,0.522,Day:1993md,2.765,30.05,1.23,1.1605,0.219,2.9695,9.464,6.604,1.612,1.248,0,9.464,,0.972104818
26,56,3.995,30.05,1.245,9.54,0.532,Day:1993md,2.75,30.05,1.245,1.1755,0.2633,2.9534,11.024,7.748,1.976,1.3,0,11.024,,0.865384615
26,56,3.995,30.05,1.26,11.5,0.578,Day:1993md,2.735,30.05,1.26,1.1905,0.3076,2.9372,12.74,8.892,2.444,1.404,0,12.74,,0.90266876
26,56,3.995,30.05,1.275,14,0.646,Day:1993md,2.72,30.05,1.275,1.2055,0.3518,2.9211,14.56,10.14,2.964,1.456,0,14.56,,0.961538462
26,56,3.995,30.05,1.29,15.1,0.53,Day:1993md,2.705,30.05,1.29,1.2205,0.3961,2.905,16.484,11.336,3.536,1.56,0,16.484,,0.916039796
26,56,3.995,30.05,1.305,16.9,0.558,Day:1993md,2.69,30.05,1.305,1.2355,0.4403,2.8889,18.512,12.584,4.264,1.664,0,18.512,,0.912921348
26,56,3.995,30.05,1.32,20.3,0.933,Day:1993md,2.675,30.05,1.32,1.2505,0.4846,2.8728,20.592,13.78,5.044,1.768,0,20.592,,0.985819736
26,56,3.995,30.05,1.335,21.9,0.939,Day:1993md,2.66,30.05,1.335,1.2655,0.5288,2.8567,22.776,14.924,5.98,1.872,0,22.776,,0.961538462
26,56,3.995,30.05,1.35,25.6,1.02,Day:1993md,2.645,30.05,1.35,1.2805,0.5731,2.8406,25.064,16.068,7.072,1.976,0,25.064,,1.021385254
26,56,3.995,30.05,1.365,26.8,1.04,Day:1993md,2.63,30.05,1.365,1.2955,0.6174,2.8245,27.404,17.108,8.216,2.08,0,27.404,,0.977959422
26,56,3.995,30.05,1.38,29.8,1.09,Day:1993md,2.615,30.05,1.38,1.3105,0.6616,2.8084,29.848,18.096,9.568,2.184,0,29.848,,0.998391852
26,56,3.995,30.05,1.395,33,0.929,Day:1993md,2.6,30.05,1.395,1.3255,0.7059,2.7923,32.396,19.032,11.076,2.288,0,32.396,,1.018644277
26,56,3.995,30.05,1.41,35.4,0.98,Day:1993md,2.585,30.05,1.41,1.3405,0.7501,2.7762,35.048,19.864,12.792,2.392,0,35.048,,1.010043369
26,56,3.995,30.05,1.425,38.1,1.6,Day:1993md,2.57,30.05,1.425,1.3555,0.7944,2.76,37.752,20.644,14.612,2.496,0,37.752,,1.009218055
26,56,3.995,30.05,1.44,41.2,1.58,Day:1993md,2.555,30.05,1.44,1.3705,0.8386,2.7439,40.612,21.268,16.692,2.6,0,40.612,,1.014478479
26,56,3.995,30.05,1.455,43.2,1.6,Day:1993md,2.54,30.05,1.455,1.3855,0.8829,2.7278,43.524,21.84,18.928,2.756,0,43.524,,0.992555831
26,56,3.995,30.05,1.47,47.9,1.71,Day:1993md,2.525,30.05,1.47,1.4005,0.9272,2.7117,46.54,22.256,21.424,2.86,0,46.54,,1.029222174
26,56,3.995,30.05,1.485,51,1.82,Day:1993md,2.51,30.05,1.485,1.4155,0.9714,2.6956,49.66,22.568,24.076,2.964,0,49.66,,1.026983488
26,56,3.995,30.05,1.5,53.6,1.47,Day:1993md,2.495,30.05,1.5,1.4305,1.0157,2.6795,52.884,22.724,27.04,3.12,0,52.884,,1.013539067
26,56,3.995,30.05,1.515,54.3,1.47,Day:1993md,2.48,30.05,1.515,1.4455,1.0599,2.6634,56.16,22.776,30.16,3.224,0,56.16,,0.966880342
26,56,3.995,30.05,1.53,61.9,2.53,Day:1993md,2.465,30.05,1.53,1.4605,1.1042,2.6473,59.592,22.724,33.54,3.328,0,59.592,,1.038730031
26,56,3.995,30.05,1.545,65.4,2.61,Day:1993md,2.45,30.05,1.545,1.4755,1.1484,2.6312,63.128,22.516,37.18,3.432,0,63.128,,1.035990369
26,56,3.995,30.05,1.56,70.3,2.73,Day:1993md,2.435,30.05,1.56,1.4905,1.1927,2.6151,66.716,22.152,41.08,3.484,0,66.716,,1.053720247
26,56,3.995,30.05,1.575,71.9,2.13,Day:1993md,2.42,30.05,1.575,1.5055,1.237,2.599,70.512,21.736,45.188,3.588,0,70.512,,1.019684593
26,56,3.995,30.05,1.59,79.8,2.21,Day:1993md,2.405,30.05,1.59,1.5205,1.2812,2.5828,74.412,21.268,49.504,3.64,0,74.412,,1.072407676
26,56,3.995,30.05,1.605,82,2.25,Day:1993md,2.39,30.05,1.605,1.5355,1.3255,2.5667,78.416,20.696,54.132,3.64,0,78.416,,1.045704958
26,56,3.995,30.05,1.62,85.7,3.49,Day:1993md,2.375,30.05,1.62,1.5505,1.3697,2.5506,82.628,20.02,58.968,3.64,0,82.628,,1.03717868
26,56,3.995,30.05,1.635,83.1,3.42,Day:1993md,2.36,30.05,1.635,1.5655,1.414,2.5345,87.048,19.344,64.064,3.64,0,87.048,,0.954645713
26,56,3.995,30.05,1.65,91.5,3.65,Day:1993md,2.345,30.05,1.65,1.5805,1.4583,2.5184,91.572,18.616,69.368,3.588,0,91.572,,0.999213733
26,56,3.995,30.05,1.665,95.8,2.89,Day:1993md,2.33,30.05,1.665,1.5955,1.5025,2.5023,96.356,17.888,74.932,3.536,0,96.356,,0.994229731
26,56,3.995,30.05,1.68,107,3.08,Day:1993md,2.315,30.05,1.68,1.6105,1.5468,2.4862,101.296,17.16,80.704,3.432,0,101.296,,1.05631022
26,56,3.995,30.05,1.695,115,4.69,Day:1993md,2.3,30.05,1.695,1.6255,1.591,2.4701,106.496,16.38,86.736,3.38,0,106.496,,1.079852764
26,56,3.995,30.05,1.71,109,4.36,Day:1993md,2.285,30.05,1.71,1.6405,1.6353,2.454,111.852,15.652,92.924,3.276,0,111.852,,0.974502021
26,56,3.995,30.05,1.725,114,4.34,Day:1993md,2.27,30.05,1.725,1.6555,1.6795,2.4379,117.468,14.924,99.372,3.172,0,117.468,,0.970477066
26,56,3.995,30.05,1.74,124,4.6,Day:1993md,2.255,30.05,1.74,1.6705,1.7238,2.4218,123.292,14.248,106.028,3.016,0,123.292,,1.005742465
26,56,3.995,30.05,1.755,132,4.93,Day:1993md,2.24,30.05,1.755,1.6855,1.7681,2.4056,129.324,13.52,112.84,2.912,0,129.324,,1.020692215
26,56,3.995,30.05,1.77,132,3.95,Day:1993md,2.225,30.05,1.77,1.7005,1.8123,2.3895,135.564,12.896,119.912,2.808,0,135.564,,0.973709834
26,56,3.995,30.05,1.785,146,6.76,Day:1993md,2.21,30.05,1.785,1.7155,1.8566,2.3734,142.012,12.22,127.088,2.652,0,142.012,,1.028082134
26,56,3.995,30.05,1.8,153,6.87,Day:1993md,2.195,30.05,1.8,1.7305,1.9008,2.3573,148.668,11.648,134.472,2.548,0,148.668,,1.029138752
26,56,3.995,30.05,1.815,155,6.91,Day:1993md,2.18,30.05,1.815,1.7455,1.9451,2.3412,155.48,11.024,142.012,2.392,0,155.48,,0.996912786
26,56,3.995,30.05,1.83,158,6.97,Day:1993md,2.165,30.05,1.83,1.7605,1.9893,2.3251,162.5,10.504,149.76,2.288,0,162.5,,0.972307692
26,56,3.995,30.05,1.845,172,5.27,Day:1993md,2.15,30.05,1.845,1.7755,2.0336,2.309,169.676,9.932,157.612,2.132,0,169.676,,1.013696693
26,56,3.995,30.05,1.86,181,5.4,Day:1993md,2.135,30.05,1.86,1.7905,2.0779,2.2929,177.008,9.464,165.568,1.976,0,177.008,,1.022552653
26,56,3.995,30.05,1.875,197,7.85,Day:1993md,2.12,30.05,1.875,1.8055,2.1221,2.2768,184.548,8.944,173.732,1.872,0,184.548,,1.067472961
26,56,3.995,30.05,1.89,205,7.86,Day:1993md,2.105,30.05,1.89,1.8205,2.1664,2.2607,192.192,8.528,181.948,1.716,0,192.192,,1.066641692
26,56,3.995,30.05,1.905,211,8.03,Day:1993md,2.09,30.05,1.905,1.8355,2.2106,2.2445,199.94,8.06,190.32,1.56,0,199.94,,1.055316595
26,56,3.995,30.05,1.92,206,8.04,Day:1993md,2.075,30.05,1.92,1.8505,2.2549,2.2284,207.844,7.644,198.744,1.456,0,207.844,,0.991127961
26,56,3.995,30.05,1.935,224,6.19,Day:1993md,2.06,30.05,1.935,1.8655,2.2991,2.2123,215.904,7.28,207.324,1.3,0,215.904,,1.037498147
26,56,3.995,30.05,1.95,235,9.06,Day:1993md,2.045,30.05,1.95,1.8805,2.3434,2.1962,224.016,6.916,215.956,1.196,0,224.016,,1.049032212
26,56,3.995,30.05,1.965,243,9.25,Day:1993md,2.03,30.05,1.965,1.8955,2.3877,2.1801,232.232,6.552,224.64,1.04,0,232.232,,1.046367426
26,56,3.995,30.05,1.98,239,9.03,Day:1993md,2.015,30.05,1.98,1.9105,2.4319,2.164,240.552,6.188,233.376,0.936,0,240.552,,0.993548173
26,56,3.995,30.05,1.995,260,7.05,Day:1993md,2,30.05,1.995,1.9255,2.4762,2.1479,248.924,5.876,242.216,0.832,0,248.924,,1.044495509
26,56,3.995,30.05,2.01,272,7.13,Day:1993md,1.985,30.05,2.01,1.9405,2.5204,2.1318,257.4,5.616,251.056,0.728,0,257.4,,1.056721057
26,56,3.995,30.05,2.025,290,7.44,Day:1993md,1.97,30.05,2.025,1.9555,2.5647,2.1157,265.876,5.304,259.948,0.624,0,265.876,,1.090734026
26,56,3.995,30.05,2.04,292,10.2,Day:1993md,1.955,30.05,2.04,1.9705,2.6089,2.0996,274.456,5.044,268.892,0.52,0,274.456,,1.063922815
26,56,3.995,30.05,2.055,297,10.3,Day:1993md,1.94,30.05,2.055,1.9855,2.6532,2.0835,283.036,4.784,277.784,0.468,0,283.036,,1.04933648
26,56,3.995,30.05,2.07,306,10.7,Day:1993md,1.925,30.05,2.07,2.0005,2.6975,2.0673,291.668,4.524,286.728,0.416,0,291.668,,1.049138061
26,56,3.995,30.05,2.085,306,8.07,Day:1993md,1.91,30.05,2.085,2.0155,2.7417,2.0512,300.248,4.316,295.62,0.312,0,300.248,,1.019157496
26,56,3.995,30.05,2.1,329,12.3,Day:1993md,1.895,30.05,2.1,2.0305,2.786,2.0351,308.88,4.056,304.564,0.26,0,308.88,,1.065138565
26,56,3.995,30.05,2.115,360,12.9,Day:1993md,1.88,30.05,2.115,2.0455,2.8302,2.019,317.564,3.848,313.456,0.208,0,317.564,,1.133629757
26,56,3.995,30.05,2.13,335,12.2,Day:1993md,1.865,30.05,2.13,2.0605,2.8745,2.0029,326.196,3.64,322.348,0.208,0,326.196,,1.026989908
26,56,3.995,30.05,2.145,364,12.7,Day:1993md,1.85,30.05,2.145,2.0755,2.9187,1.9868,334.828,3.484,331.188,0.156,0,334.828,,1.08712533
26,56,3.995,30.05,2.16,376,9.26,Day:1993md,1.835,30.05,2.16,2.0905,2.963,1.9707,343.408,3.276,339.976,0.104,0,343.408,,1.094907515
26,56,3.995,30.05,2.175,381,13.1,Day:1993md,1.82,30.05,2.175,2.1055,3.0073,1.9546,351.936,3.12,348.764,0.104,0,351.936,,1.082583197
26,56,3.995,30.05,2.19,365,12.4,Day:1993md,1.805,30.05,2.19,2.1205,3.0515,1.9385,360.464,2.964,357.448,0.052,0,360.464,,1.012583781
26,56,3.995,30.05,2.205,382,12.7,Day:1993md,1.79,30.05,2.205,2.1355,3.0958,1.9224,368.888,2.808,366.08,0.052,0,368.888,,1.035544664
26,56,3.995,30.05,2.22,407,13.5,Day:1993md,1.775,30.05,2.22,2.1505,3.14,1.9063,377.312,2.652,374.608,0.052,0,377.312,,1.078682894
26,56,3.995,30.05,2.235,403,13.6,Day:1993md,1.76,30.05,2.235,2.1655,3.1843,1.8901,385.684,2.496,383.136,0.052,0,385.684,,1.044896859
26,56,4.045,15,0.045,0.319,0.199,Arrington:1998ps,4,15,0.045,0.0271,-0.1378,1.1026,0,0,0,0,0,0,,#DIV/0!
26,56,4.045,15,0.06,0.753,0.331,Arrington:1998ps,3.985,15,0.06,0.0421,-0.1056,1.0985,0,0,0,0,0,0,,#DIV/0!
26,56,4.045,15,0.075,2.38,0.658,Arrington:1998ps,3.97,15,0.075,0.0571,-0.0733,1.0944,1.768,1.768,0,0,0,1.768,,1.346153846
26,56,4.045,15,0.09,4.41,0.983,Arrington:1998ps,3.955,15,0.09,0.0721,-0.041,1.0902,2.652,2.652,0,0,0,2.652,,1.662895928
26,56,4.045,15,0.105,12.2,1.75,Arrington:1998ps,3.94,15,0.105,0.0871,-0.0087,1.0861,4.004,4.004,0,0,0,4.004,,3.046953047
26,56,4.045,15,0.12,19.9,2.33,Arrington:1998ps,3.925,15,0.12,0.1021,0.0236,1.082,32.812,5.876,0,26.884,0,32.812,,0.606485432
26,56,4.045,15,0.135,36.7,3.2,Arrington:1998ps,3.91,15,0.135,0.1171,0.0559,1.0778,46.384,8.684,0,37.7,0,46.384,,0.791221111
26,56,4.045,15,0.15,55.8,3.95,Arrington:1998ps,3.895,15,0.15,0.1321,0.0881,1.0737,64.116,12.792,0,51.376,0,64.116,,0.870297586
26,56,4.045,15,0.165,74.2,4.54,Arrington:1998ps,3.88,15,0.165,0.1471,0.1204,1.0696,87.048,18.824,0,68.276,0,87.048,,0.852403272
26,56,4.045,15,0.18,109,5.45,Arrington:1998ps,3.865,15,0.18,0.1621,0.1527,1.0654,116.636,27.716,0,88.92,0,116.636,,0.934531363
26,56,4.045,15,0.195,148,6.25,Arrington:1998ps,3.85,15,0.195,0.1771,0.185,1.0613,154.648,40.872,0,113.776,0,154.648,,0.957012053
26,56,4.045,15,0.21,201,7.21,Arrington:1998ps,3.835,15,0.21,0.1921,0.2173,1.0572,203.684,60.372,0,143.312,0,203.684,,0.986822725
26,56,4.045,15,0.225,275,8.37,Arrington:1998ps,3.82,15,0.225,0.2071,0.2496,1.053,267.02,89.076,0,177.944,0,267.02,,1.029885402
26,56,4.045,15,0.24,359,9.59,Arrington:1998ps,3.805,15,0.24,0.2221,0.2818,1.0489,349.388,131.404,0,218.036,0,349.388,,1.027510962
26,56,4.045,15,0.255,476,11,Arrington:1998ps,3.79,15,0.255,0.2371,0.3141,1.0448,457.444,193.232,0.364,263.9,0,457.444,,1.040564528
26,56,4.045,15,0.27,650,12.8,Arrington:1998ps,3.775,15,0.27,0.2521,0.3464,1.0406,599.56,282.724,1.04,315.796,0,599.56,,1.084128361
26,56,4.045,15,0.285,810,14.3,Arrington:1998ps,3.76,15,0.285,0.2671,0.3787,1.0365,786.656,410.28,2.6,373.828,0,786.656,,1.029674979
26,56,4.045,15,0.3,1080,16.5,Arrington:1998ps,3.745,15,0.3,0.2821,0.411,1.0323,1031.264,588.172,5.252,437.892,0,1031.264,,1.04725851
26,56,4.045,15,0.315,1390,18.7,Arrington:1998ps,3.73,15,0.315,0.2971,0.4433,1.0282,1345.968,828.828,9.36,507.832,0,1345.968,,1.032714002
26,56,4.045,15,0.33,1780,20.9,Arrington:1998ps,3.715,15,0.33,0.3121,0.4755,1.0241,1741.532,1141.972,16.276,583.284,0,1741.532,,1.022088598
26,56,4.045,15,0.345,2150,22.6,Arrington:1998ps,3.7,15,0.345,0.3271,0.5078,1.0199,2221.18,1530.62,26.884,663.728,0,2221.18,,0.96795397
26,56,4.045,15,0.36,2780,25.9,Arrington:1998ps,3.685,15,0.36,0.3421,0.5401,1.0158,2777.684,1987.492,41.86,748.332,0,2777.684,,1.000833788
26,56,4.045,15,0.375,3430,29.1,Arrington:1998ps,3.67,15,0.375,0.3571,0.5724,1.0117,3394.976,2494.856,63.908,836.212,0,3394.976,,1.01031642
26,56,4.045,15,0.39,4280,32.9,Arrington:1998ps,3.655,15,0.39,0.3721,0.6047,1.0075,4047.576,3028.116,93.288,926.172,0,4047.576,,1.057423011
26,56,4.045,15,0.405,4990,35.4,Arrington:1998ps,3.64,15,0.405,0.3871,0.637,1.0034,4708.6,3561.74,129.844,1017.016,0,4708.6,,1.059762987
26,56,4.045,15,0.42,5700,37.6,Arrington:1998ps,3.625,15,0.42,0.4021,0.6692,0.9993,5359.38,4074.408,177.684,1107.288,0,5359.38,,1.063555859
26,56,4.045,15,0.435,6440,39.9,Arrington:1998ps,3.61,15,0.435,0.4171,0.7015,0.9951,5983.588,4551.144,237.016,1195.428,0,5983.588,,1.076277311
26,56,4.045,15,0.45,7090,41.1,Arrington:1998ps,3.595,15,0.45,0.4321,0.7338,0.991,6570.2,4982.068,308.36,1279.824,0,6570.2,,1.079114791
